"","qseqid","sseqid","pident","length","mismatch","gapopen","qstart","qend","sstart","send","evalue","bitscore"
"2991","group_2062","NC_002945.4",100,828,0,0,1,828,788868,789695,0,1530
"2992","group_2062","NC_002945.4",97.297,37,1,0,290,326,3024082,3024118,2.03e-10,63.9
"2993","group_2063","NC_002945.4",98.837,258,3,0,1,258,2202994,2203251,1.81e-130,460
"2994","nanT_1~~~csbC~~~galP","NC_002945.4",99.962,2658,0,1,1,2658,3678752,3681408,0,4902
"2995","glgM~~~glga","NC_002945.4",100,1164,0,0,1,1164,1356936,1355773,0,2150
"2996","esxU","NC_002945.4",100,432,0,0,1,432,3815492,3815061,0,798
"2997","group_2064","NC_002945.4",100,549,0,0,1,549,262479,263027,0,1014
"2998","PE20","NC_002945.4",100,300,0,0,1,300,2042936,2043235,9.5e-159,555
"2999","tdh_1","NC_002945.4",99.914,1162,0,1,1,1161,3467616,3468777,0,2139
"3000","argB","NC_002945.4",100,885,0,0,1,885,1857637,1858521,0,1635
"3001","group_2070","NC_002945.4",98.328,957,0,4,1,957,4214424,4215364,0,1664
"3002","group_2073","NC_002945.4",99.894,1886,0,1,1,1884,1036493,1038378,0,3470
"3003","group_2074","NC_002945.4",100,372,0,0,1,372,480808,481179,0,688
"3004","paaZ","NC_002945.4",100,558,0,0,1,558,2784938,2784381,0,1031
"3005","corA","NC_002945.4",99.909,1101,1,0,1,1101,1384314,1383214,0,2028
"3006","group_2078","NC_002945.4",99.898,982,0,1,1,981,1547099,1548080,0,1807
"3007","group_2079","NC_002945.4",100,834,0,0,1,834,2435524,2434691,0,1541
"3008","group_2999","NC_002945.4",100,1080,0,0,1,1080,3450286,3451365,0,1995
"3009","PE8","NC_002945.4",99.879,828,1,0,1,828,1163851,1163024,0,1524
"3010","group_2080","NC_002945.4",100,666,0,0,1,666,2423392,2422727,0,1230
"3011","group_2080","NC_002945.4",99.7,666,2,0,1,666,2694037,2693372,0,1219
"3012","group_2083","NC_002945.4",99.837,615,1,0,1,615,286752,287366,0,1131
"3013","group_2084","NC_002945.4",100,165,0,0,1,165,3801303,3801139,5.49e-84,305
"3014","group_2085","NC_002945.4",100,774,0,0,1,774,264292,265065,0,1430
"3015","group_2086","NC_002945.4",100,198,0,0,1,198,705917,705720,3.03e-102,366
"3016","group_2087","NC_002945.4",100,948,0,0,1,948,716616,717563,0,1751
"3017","galK","NC_002945.4",99.908,1092,1,0,1,1092,713962,715053,0,2012
"3018","group_2088","NC_002945.4",98.907,183,2,0,1,183,2130570,2130752,1.32e-90,327
"3019","deaD~~~deaD_2","NC_002945.4",99.944,1779,1,0,1,1779,1401155,1402933,0,3280
"3020","group_2089","NC_002945.4",100,258,0,0,1,258,3076010,3076267,1.8e-135,477
"3021","group_2090","NC_002945.4",100,192,0,0,1,192,3074232,3074423,6.34e-99,355
"3022","group_3004","NC_002945.4",100,807,0,0,1,807,3458933,3458127,0,1491
"3023","group_3006","NC_002945.4",100,1125,0,0,1,1125,3498901,3500025,0,2078
"3024","group_2092","NC_002945.4",100,435,0,0,1,435,2430945,2430511,0,804
"3025","group_2093","NC_002945.4",100,324,0,0,1,324,2137166,2137489,4.7e-172,599
"3026","group_2094","NC_002945.4",100,1023,0,0,1,1023,983227,984249,0,1890
"3027","epi","NC_002945.4",100,456,0,0,1,456,1488212,1487757,0,843
"3028","pstB2_1~~~pstBb","NC_002945.4",100,642,0,0,1,642,1041920,1042561,0,1186
"3029","group_2095","NC_002945.4",100,606,0,0,1,606,2726197,2725592,0,1120
"3030","group_2096","NC_002945.4",99.842,631,0,1,1,630,3855627,3856257,0,1158
"3031","dap","NC_002945.4",100,1689,0,0,1,1689,1010512,1012200,0,3120
"3032","group_2099","NC_002945.4",100,897,0,0,1,897,1035201,1034305,0,1657
"3033","group_2100","NC_002945.4",100,516,0,0,1,516,1233710,1234225,0,953
"3034","group_2102","NC_002945.4",100,555,0,0,1,555,2946090,2946644,0,1026
"3035","ald2","NC_002945.4",100,657,0,0,1,657,822321,821665,0,1214
"3036","group_2105","NC_002945.4",100,897,0,0,1,897,49923,49027,0,1657
"3037","iscS","NC_002945.4",100,1182,0,0,1,1182,3346038,3344857,0,2183
"3038","group_2106","NC_002945.4",100,987,0,0,1,987,3152614,3151628,0,1823
"3039","purF","NC_002945.4",100,1584,0,0,1,1584,902941,904524,0,2926
"3040","mazF7","NC_002945.4",100,411,0,0,1,411,2309381,2309791,0,760
"3041","cysG~~~cobH","NC_002945.4",99.907,2150,0,1,1,2148,2310876,2313025,0,3958
"3042","group_2107","NC_002945.4",100,1230,0,0,1,1230,2182233,2181004,0,2272
"3043","group_2108","NC_002945.4",100,645,0,0,1,645,1230140,1230784,0,1192
"3044","group_2110","NC_002945.4",100,861,0,0,1,861,249171,248311,0,1591
"3045","ugpB_2~~~ugpB","NC_002945.4",99.846,1298,2,0,782,2079,3101454,3100157,0,2386
"3046","ugpB_2~~~ugpB","NC_002945.4",99.873,785,1,0,1,785,3102297,3101513,0,1445
"3047","group_2111","NC_002945.4",100,1740,0,0,1,1740,1395451,1397190,0,3214
"3048","group_2112","NC_002945.4",100,978,0,0,1,978,1459023,1460000,0,1807
"3049","group_2112","NC_002945.4",92.308,52,4,0,895,946,2688956,2688905,1.11e-13,75
"3050","group_2113","NC_002945.4",100,984,0,0,1,984,1239591,1238608,0,1818
"3051","group_2114","NC_002945.4",99.32,147,1,0,1,147,1284290,1284436,2.27e-72,267
"3052","group_2115","NC_002945.4",100,975,0,0,1,975,2272045,2271071,0,1801
"3053","group_2119","NC_002945.4",100,585,0,0,1,585,1348180,1347596,0,1081
"3054","group_2120","NC_002945.4",99.796,490,0,1,1,489,2389446,2388957,0,898
"3055","group_3033","NC_002945.4",100,1662,0,0,1,1662,3602187,3603848,0,3070
"3056","mftR","NC_002945.4",100,597,0,0,1,597,793435,792839,0,1103
"3057","group_2121","NC_002945.4",99.899,993,0,1,1,993,81712,82703,0,1827
"3058","group_2121","NC_002945.4",82.294,994,164,12,2,989,2855205,2856192,0,850
"3059","group_2123","NC_002945.4",99.73,740,2,0,29,768,79532,80271,0,1356
"3060","group_2123","NC_002945.4",96.078,51,2,0,718,768,3043452,3043502,1.44e-16,84.2
"3061","group_2122","NC_002945.4",100,738,0,0,1,738,2853272,2854009,0,1363
"3062","soj","NC_002945.4",100,1044,0,0,1,1044,4345903,4344860,0,1929
"3063","group_2124","NC_002945.4",99.627,804,0,1,1,804,2694172,2693372,0,1465
"3064","group_2124","NC_002945.4",99.254,670,2,1,135,804,2423393,2422727,0,1206
"3065","group_2125","NC_002945.4",99.886,880,0,1,1,879,886990,886111,0,1618
"3066","group_2126","NC_002945.4",99.881,841,0,1,1,840,888867,888027,0,1546
"3067","group_2127","NC_002945.4",100,771,0,0,1,771,2105980,2105210,0,1424
"3068","group_2129","NC_002945.4",99.796,1474,1,2,1,1474,201124,202595,0,2704
"3069","group_2129","NC_002945.4",100,100,0,0,1512,1611,202572,202671,8.17e-47,185
"3070","group_2130","NC_002945.4",100,831,0,0,1,831,3376823,3377653,0,1535
"3071","group_2131","NC_002945.4",100,612,0,0,1,612,2246716,2247327,0,1131
"3072","group_2134","NC_002945.4",100,684,0,0,1,684,443412,444095,0,1264
"3073","group_2135","NC_002945.4",99.702,336,1,0,1,336,2382046,2381711,4.85e-177,616
"3074","group_2137","NC_002945.4",100,381,0,0,1,381,167100,167480,0,704
"3075","group_2138","NC_002945.4",100,909,0,0,1,909,1248451,1247543,0,1679
"3076","group_2139","NC_002945.4",99.93,1432,0,1,1,1431,1245106,1246537,0,2638
"3077","group_2142","NC_002945.4",99.816,544,0,1,1,543,3072786,3073329,0,998
"3078","mazE9","NC_002945.4",100,231,0,0,1,231,3071701,3071471,1.63e-120,427
"3079","group_2146","NC_002945.4",100,507,0,0,1,507,3322157,3321651,0,937
"3080","ugpA~~~ugpAb","NC_002945.4",99.904,1044,0,1,1,1044,3103336,3102294,0,1921
"3081","group_2149","NC_002945.4",99.869,765,1,0,1,765,4339242,4340006,0,1408
"3082","group_2150","NC_002945.4",100,1059,0,0,1,1059,3356049,3354991,0,1956
"3083","group_2151","NC_002945.4",100,4467,0,0,1,4467,3228722,3233188,0,8250
"3084","group_2152","NC_002945.4",99.918,1224,1,0,1,1224,1105595,1106818,0,2255
"3085","group_2153","NC_002945.4",99.885,868,0,1,1,868,4321220,4320354,0,1596
"3086","group_2154","NC_002945.4",100,1278,0,0,1,1278,1344217,1345494,0,2361
"3087","ctaD","NC_002945.4",100,1722,0,0,1,1722,3365893,3364172,0,3181
"3088","group_2159","NC_002945.4",100,1113,0,0,1,1113,1035368,1036480,0,2056
"3089","group_2159","NC_002945.4",74.178,639,145,18,340,970,1041172,1040546,7.05e-66,248
"3090","group_2156","NC_002945.4",100,300,0,0,1,300,2319633,2319334,9.5e-159,555
"3091","group_2158","NC_002945.4",99.935,1546,0,1,1,1545,2685472,2683927,0,2848
"3092","group_2893","NC_002945.4",99.068,322,1,2,5,324,3553467,3553146,2.2e-165,577
"3093","group_2893","NC_002945.4",96.5,200,5,2,1,198,3553415,3553216,6.81e-91,329
"3094","group_2893","NC_002945.4",97.409,193,4,1,63,254,3553464,3553272,2.45e-90,327
"3095","group_2893","NC_002945.4",96.528,144,4,1,1,143,3553359,3553216,4.24e-63,237
"3096","group_2893","NC_002945.4",95.714,140,5,1,116,254,3553467,3553328,3.3e-59,224
"3097","group_2893","NC_002945.4",94.318,88,4,1,1,87,3553303,3553216,5.73e-32,134
"3098","group_2893","NC_002945.4",95.062,81,4,0,174,254,3553464,3553384,2.67e-30,128
"3099","group_2160","NC_002945.4",99.851,670,0,1,1,669,3319629,3320298,0,1230
"3100","group_2162","NC_002945.4",99.712,695,2,0,5,699,1577554,1578248,0,1273
"3101","group_2897","NC_002945.4",100,483,0,0,1,483,3496058,3495576,0,893
"3102","pyrR","NC_002945.4",100,582,0,0,1,582,1553742,1554323,0,1075
"3103","group_2165","NC_002945.4",100,885,0,0,1,885,2261072,2260188,0,1635
"3104","group_2166","NC_002945.4",100,1851,0,0,1,1851,2662708,2664558,0,3419
"3105","group_2168","NC_002945.4",100,513,0,0,1,513,2089197,2089709,0,948
"3106","group_2169","NC_002945.4",100,807,0,0,1,807,1847505,1848311,0,1491
"3107","PE17_1~~~PE17_2~~~PE17","NC_002945.4",100,933,0,0,1,933,1845538,1846470,0,1724
"3108","pimA","NC_002945.4",99.912,1137,1,0,1,1137,2910869,2909733,0,2095
"3109","group_2170","NC_002945.4",99.955,2217,0,1,1,2217,584855,582640,0,4087
"3110","group_2172","NC_002945.4",100,978,0,0,1,978,3163348,3164325,0,1807
"3111","group_2173","NC_002945.4",100,1482,0,0,1,1482,3673642,3675123,0,2737
"3112","group_2173","NC_002945.4",100,843,0,0,1,843,891449,892291,0,1557
"3113","group_2174","NC_002945.4",100,1317,0,0,1,1317,3676054,3677370,0,2433
"3114","murC","NC_002945.4",100,1485,0,0,1,1485,2397047,2395563,0,2743
"3115","group_2175","NC_002945.4",99.852,675,1,0,1,675,1364667,1363993,0,1242
"3116","group_2176","NC_002945.4",100,354,0,0,1,354,4325091,4324738,0,654
"3117","group_2177","NC_002945.4",100,600,0,0,1,600,2129507,2128908,0,1109
"3118","group_2178","NC_002945.4",100,366,0,0,1,366,2065527,2065892,0,676
"3119","hemA","NC_002945.4",100,1407,0,0,1,1407,601592,602998,0,2599
"3120","group_2179","NC_002945.4",99.359,312,2,0,1,312,701101,701412,4.58e-162,566
"3121","group_2180","NC_002945.4",99.861,722,0,1,578,1299,703284,704004,0,1327
"3122","group_2180","NC_002945.4",100,584,0,0,1,584,702675,703258,0,1079
"3123","group_2180","NC_002945.4",80.262,1297,224,19,1,1268,3063123,3061830,0,948
"3124","group_2180","NC_002945.4",82.006,678,108,13,583,1253,3156446,3155776,7.22e-161,564
"3125","argD","NC_002945.4",99.917,1203,1,0,1,1203,1858518,1859720,0,2217
"3126","group_2184","NC_002945.4",100,1224,0,0,1,1224,2314194,2312971,0,2261
"3127","group_2185","NC_002945.4",100,675,0,0,1,675,3790753,3790079,0,1247
"3128","rmlD","NC_002945.4",100,915,0,0,1,915,3606807,3605893,0,1690
"3129","zwf2","NC_002945.4",100,1545,0,0,1,1545,1627718,1626174,0,2854
"3130","group_2189","NC_002945.4",100,1122,0,0,1,1122,1893104,1894225,0,2073
"3131","aftB~~~aftb","NC_002945.4",99.95,1998,1,0,1,1998,4209635,4207638,0,3685
"3132","pyrE_2","NC_002945.4",100,540,0,0,1,540,459397,458858,0,998
"3133","trmH","NC_002945.4",99.845,644,1,0,1,644,457935,457292,0,1184
"3134","trmH","NC_002945.4",99.628,269,1,0,641,909,456844,456576,2.4e-139,492
"3135","group_2191","NC_002945.4",100,1467,0,0,1,1467,743853,742387,0,2710
"3136","group_2191","NC_002945.4",96.296,54,2,0,1,54,743818,743871,5.99e-18,89.8
"3137","group_2192","NC_002945.4",100,1227,0,0,1,1227,821585,820359,0,2266
"3138","pstC1_1~~~pstC1_2","NC_002945.4",100,1017,0,0,1,1017,1043766,1044782,0,1879
"3139","uvrC","NC_002945.4",99.949,1954,0,1,1,1953,1594758,1596711,0,3602
"3140","group_2193","NC_002945.4",100,684,0,0,1,684,2416396,2417079,0,1264
"3141","esxN_2","NC_002945.4",98.246,285,5,0,1,285,2025558,2025842,4.27e-142,499
"3142","esxN_2","NC_002945.4",95.053,283,14,0,1,283,1342281,1342563,5.65e-126,446
"3143","esxN_2","NC_002945.4",93.684,285,18,0,1,285,1161303,1161019,2.04e-120,427
"3144","esxN_2","NC_002945.4",98.889,180,2,0,104,283,2608077,2607898,9.93e-89,322
"3145","group_2194","NC_002945.4",100,1023,0,0,1,1023,2875390,2874368,0,1890
"3146","pucA","NC_002945.4",100,1158,0,0,1,1158,455404,454247,0,2139
"3147","group_2195","NC_002945.4",100,612,0,0,1,612,889938,889327,0,1131
"3148","group_2196","NC_002945.4",100,675,0,0,1,675,2906066,2906740,0,1247
"3149","pucB","NC_002945.4",100,590,0,0,26,615,449646,449057,0,1090
"3150","reco~~~recO","NC_002945.4",100,924,0,0,1,924,2616866,2615943,0,1707
"3151","group_2197","NC_002945.4",100,432,0,0,1,432,866332,866763,0,798
"3152","group_2198","NC_002945.4",100,1761,0,0,1,1761,3420006,3421766,0,3253
"3153","vapb47","NC_002945.4",100,300,0,0,1,300,3783293,3783592,9.5e-159,555
"3154","group_2199","NC_002945.4",100,567,0,0,1,567,3782309,3781743,0,1048
"3155","group_2201","NC_002945.4",99.874,795,1,0,1,795,3173884,3173090,0,1463
"3156","group_2202","NC_002945.4",100,888,0,0,1,888,3096466,3095579,0,1640
"3157","ansP1","NC_002945.4",99.881,1674,1,1,1,1674,2373425,2375097,0,3079
"3158","group_2203","NC_002945.4",100,876,0,0,1,876,1225785,1226660,0,1618
"3159","putB~~~fadM","NC_002945.4",100,990,0,0,1,990,1332299,1333288,0,1829
"3160","group_2204","NC_002945.4",100,1365,0,0,1,1365,198726,200090,0,2521
"3161","group_2204","NC_002945.4",75.198,883,188,26,94,962,688154,689019,4.9e-108,388
"3162","group_2204","NC_002945.4",82.573,241,34,7,1129,1365,689042,689278,5.3e-53,206
"3163","group_2206","NC_002945.4",100,1935,0,0,1,1935,1048879,1050813,0,3574
"3164","group_2209","NC_002945.4",100,867,0,0,1,867,3362030,3361164,0,1602
"3165","group_2210","NC_002945.4",100,417,0,0,1,417,563289,562873,0,771
"3166","group_2211","NC_002945.4",100,969,0,0,1,969,175890,176858,0,1790
"3167","group_2212","NC_002945.4",100,1521,0,0,1,1521,173428,174948,0,2809
"3168","group_2213","NC_002945.4",100,1277,0,0,1,1277,558546,559822,0,2359
"3169","group_2213","NC_002945.4",100,68,0,0,1277,1344,559850,559917,4.18e-29,126
"3170","umaA1_1~~~umaA1","NC_002945.4",99.894,942,1,0,1,942,560907,561848,0,1735
"3171","atoB~~~~~~fadA3","NC_002945.4",100,1218,0,0,1,1218,1200761,1199544,0,2250
"3172","group_2215","NC_002945.4",100,663,0,0,1,663,384571,383909,0,1225
"3173","clpB","NC_002945.4",100,2547,0,0,1,2547,463019,460473,0,4704
"3174","clpB","NC_002945.4",78.479,697,134,13,520,1211,3987808,3987123,6.98e-124,442
"3175","clpB","NC_002945.4",76.817,509,109,7,1665,2168,3986856,3986352,2.08e-74,278
"3176","cysW_2","NC_002945.4",99.878,819,1,0,1,819,2668279,2667461,0,1507
"3177","group_2217","NC_002945.4",99.708,343,0,1,1,342,3428543,3428885,2.28e-180,627
"3178","group_2219","NC_002945.4",100,660,0,0,1,660,1282902,1282243,0,1219
"3179","group_2220","NC_002945.4",100,915,0,0,1,915,3347049,3346135,0,1690
"3180","group_2221","NC_002945.4",99.048,105,1,0,1,105,3801445,3801341,3.38e-49,189
"3181","group_2222","NC_002945.4",100,814,0,0,492,1305,171545,172358,0,1504
"3182","group_2222","NC_002945.4",100,495,0,0,1,495,170474,170968,0,915
"3183","group_2948","NC_002945.4",100,726,0,0,1,726,3581305,3580580,0,1341
"3184","group_2228","NC_002945.4",99.904,1047,1,0,1,1047,569986,568940,0,1929
"3185","group_2226","NC_002945.4",100,525,0,0,1,525,571475,570951,0,970
"3186","group_2227","NC_002945.4",100,876,0,0,1,876,590334,591209,0,1618
"3187","group_2229","NC_002945.4",100,771,0,0,1,771,27576,28346,0,1424
"3188","group_2230","NC_002945.4",99.797,493,0,1,1,492,2128343,2127851,0,904
"3189","lpqZ","NC_002945.4",100,1060,0,0,3,1062,1387930,1388989,0,1958
"3190","lipR_1~~~lipR_2~~~~~~aes","NC_002945.4",100,927,0,0,1,927,3410956,3411882,0,1712
"3191","group_2232","NC_002945.4",100,1029,0,0,1,1029,4257282,4256254,0,1901
"3192","bfrB","NC_002945.4",99.831,592,0,1,1,591,4254818,4255409,0,1086
"3193","group_2233","NC_002945.4",100,1209,0,0,1,1209,862261,861053,0,2233
"3194","menE_4","NC_002945.4",100,1608,0,0,1,1608,1604644,1603037,0,2970
"3195","group_2234","NC_002945.4",99.863,732,1,0,1,732,3269768,3270499,0,1347
"3196","group_2236","NC_002945.4",100,459,0,0,1,459,89057,89515,0,848
"3197","group_2237","NC_002945.4",100,357,0,0,1,357,2047797,2048153,0,660
"3198","group_2966","NC_002945.4",100,519,0,0,1,519,3620167,3619649,0,959
"3199","group_2239","NC_002945.4",99.793,2417,0,1,1,2412,2086711,2084295,0,4431
"3200","group_2240","NC_002945.4",100,822,0,0,1,822,1508361,1509182,0,1519
"3201","group_2241","NC_002945.4",100,825,0,0,1,825,1406505,1407329,0,1524
"3202","group_2243","NC_002945.4",100,786,0,0,1,786,4220700,4219915,0,1452
"3203","rpib","NC_002945.4",99.316,585,0,1,1,585,2740825,2740245,0,1055
"3204","group_2973","NC_002945.4",100,1605,0,0,1,1605,3653799,3655403,0,2964
"3205","impA","NC_002945.4",100,813,0,0,1,813,1793814,1794626,0,1502
"3206","group_2245","NC_002945.4",100,888,0,0,1,888,687171,688058,0,1640
"3207","group_2245","NC_002945.4",81.3,754,135,6,138,888,197971,198721,8.03e-174,606
"3208","group_3531","NC_002945.4",100,1095,0,0,1,1095,891218,892312,0,2023
"3209","group_3531","NC_002945.4",100,1074,0,0,1,1074,3673411,3674484,0,1984
"3210","group_2246","NC_002945.4",100,735,0,0,1,735,48084,47350,0,1358
"3211","group_2247","NC_002945.4",99.873,786,1,0,1,786,2099603,2100388,0,1447
"3212","group_2250","NC_002945.4",99.936,1551,1,0,1,1551,557451,555901,0,2859
"3213","group_2251","NC_002945.4",99.634,546,2,0,1,546,3094420,3093875,0,998
"3214","group_2251","NC_002945.4",97.436,546,14,0,1,546,3097316,3096771,0,931
"3215","group_2254","NC_002945.4",100,648,0,0,1,648,3094522,3093875,0,1197
"3216","group_2254","NC_002945.4",96.986,564,17,0,85,648,3097334,3096771,0,948
"3217","group_2256","NC_002945.4",99.145,117,1,0,1,117,3153234,3153118,8.24e-56,211
"3218","group_2256","NC_002945.4",99.065,107,1,0,8,114,3153280,3153174,2.98e-50,193
"3219","group_2256","NC_002945.4",92.784,97,7,0,8,104,961025,960929,1.1e-34,141
"3220","group_2256","NC_002945.4",91.753,97,4,3,9,104,2956957,2957050,6.6e-32,132
"3221","group_2256","NC_002945.4",91.753,97,4,3,9,104,2957008,2957101,6.6e-32,132
"3222","group_2256","NC_002945.4",91.753,97,4,3,9,104,2957059,2957152,6.6e-32,132
"3223","group_2256","NC_002945.4",91.753,97,4,3,9,104,2957110,2957203,6.6e-32,132
"3224","group_2256","NC_002945.4",98.333,60,1,0,1,60,3153181,3153122,4e-24,106
"3225","group_2256","NC_002945.4",88.235,85,7,2,8,90,2659616,2659699,6.69e-22,99
"3226","group_2256","NC_002945.4",98.148,54,1,0,61,114,3153280,3153227,8.65e-21,95.3
"3227","group_2256","NC_002945.4",98.113,53,1,0,61,113,1626167,1626115,3.11e-20,93.5
"3228","group_2256","NC_002945.4",100,44,0,0,61,104,961025,960982,6.74e-17,82.4
"3229","group_2256","NC_002945.4",100,43,0,0,9,51,960971,960929,2.42e-16,80.5
"3230","group_2256","NC_002945.4",100,43,0,0,62,104,2956957,2956999,2.42e-16,80.5
"3231","group_2256","NC_002945.4",100,43,0,0,9,51,2957161,2957203,2.42e-16,80.5
"3232","group_2256","NC_002945.4",95.833,48,2,0,62,109,266133,266086,8.72e-16,78.7
"3233","group_2256","NC_002945.4",95.833,48,2,0,9,56,266133,266086,8.72e-16,78.7
"3234","group_2256","NC_002945.4",94,50,3,0,61,110,1819894,1819845,3.13e-15,76.8
"3235","group_2256","NC_002945.4",93.878,49,3,0,8,56,1819894,1819846,1.13e-14,75
"3236","group_2256","NC_002945.4",92.157,51,4,0,61,111,3585669,3585619,4.06e-14,73.1
"3237","group_2256","NC_002945.4",95.455,44,2,0,61,104,2659616,2659659,1.46e-13,71.3
"3238","group_2256","NC_002945.4",91.837,49,4,0,8,56,3585669,3585621,5.25e-13,69.4
"3239","group_2256","NC_002945.4",100,30,0,0,81,110,3279942,3279913,4.08e-09,56.5
"3240","group_2256","NC_002945.4",100,29,0,0,9,37,2659671,2659699,1.47e-08,54.7
"3241","group_2256","NC_002945.4",100,29,0,0,28,56,3279942,3279914,1.47e-08,54.7
"3242","fadD26_2~~~~~~fadD26_1~~~fadD26","NC_002945.4",100,1752,0,0,1,1752,3204682,3206433,0,3236
"3243","fadD26_2~~~~~~fadD26_1~~~fadD26","NC_002945.4",75.686,510,108,15,1191,1692,1719123,1719624,1.87e-63,241
"3244","fadD26_2~~~~~~fadD26_1~~~fadD26","NC_002945.4",75.444,338,70,9,1204,1533,3245517,3245849,9.03e-37,152
"3245","fadD26_2~~~~~~fadD26_1~~~fadD26","NC_002945.4",71.748,492,104,27,1205,1683,4241695,4242164,7.13e-23,106
"3246","glpG","NC_002945.4",100,855,0,0,1,855,132953,133807,0,1580
"3247","group_2981","NC_002945.4",99.683,315,1,0,1,315,3462780,3462466,2.14e-165,577
"3248","group_2259","NC_002945.4",100,708,0,0,1,708,2232596,2231889,0,1308
"3249","group_2260","NC_002945.4",100,753,0,0,1,753,2230158,2230910,0,1391
"3250","group_2263","NC_002945.4",100,618,0,0,1,618,870602,871219,0,1142
"3251","group_2266","NC_002945.4",100,438,0,0,1,438,439756,439319,0,809
"3252","group_2265","NC_002945.4",99.846,648,1,0,1,648,437877,438524,0,1192
"3253","group_3064","NC_002945.4",98.072,363,7,0,1,363,2285700,2286062,0,632
"3254","pheA","NC_002945.4",99.906,1069,0,1,1,1068,4253355,4252287,0,1967
"3255","group_2268","NC_002945.4",100,1323,0,0,1,1323,2228464,2227142,0,2444
"3256","ppx1_1~~~ppx1","NC_002945.4",100,1035,0,0,1,1035,587497,588531,0,1912
"3257","nlhH_3","NC_002945.4",100,1131,0,0,1,1131,3286804,3285674,0,2089
"3258","group_2270","NC_002945.4",100,1155,0,0,1,1155,266987,268141,0,2134
"3259","group_2271","NC_002945.4",99.905,1053,0,1,1,1053,1054214,1053163,0,1938
"3260","group_2272","NC_002945.4",100,1887,0,0,1,1887,2077348,2075462,0,3485
"3261","dhmA2_2~~~dhmA2_3","NC_002945.4",100,861,0,0,1,861,2074550,2073690,0,1591
"3262","group_2274","NC_002945.4",99.84,624,1,0,1,624,2777873,2778496,0,1147
"3263","group_2276","NC_002945.4",98.858,788,1,1,1,780,1117627,1116840,0,1399
"3264","group_2277","NC_002945.4",100,951,0,0,1,951,1115278,1116228,0,1757
"3265","group_2989","NC_002945.4",99.79,1428,0,1,1,1428,3561449,3560025,0,2617
"3266","ephD_2","NC_002945.4",100,861,0,0,1,861,2107585,2106725,0,1591
"3267","lprQ","NC_002945.4",99.926,1356,1,0,1,1356,572673,574028,0,2499
"3268","group_2283","NC_002945.4",100,924,0,0,1,924,1528660,1527737,0,1707
"3269","sigL","NC_002945.4",100,534,0,0,1,534,829365,829898,0,987
"3270","atpH","NC_002945.4",99.653,288,1,0,1,288,1463461,1463748,1.98e-150,527
"3271","group_2284","NC_002945.4",100,897,0,0,1,897,214223,215119,0,1657
"3272","group_2285","NC_002945.4",100,261,0,0,1,261,711572,711832,3.91e-137,483
"3273","group_2286","NC_002945.4",99.926,1350,1,0,1,1350,295095,296444,0,2488
"3274","menE_5~~~sauT_2","NC_002945.4",99.941,1692,0,1,1,1692,2792804,2791114,0,3118
"3275","group_2287","NC_002945.4",100,774,0,0,1,774,1365683,1366456,0,1430
"3276","group_2288","NC_002945.4",100,912,0,0,1,912,1626121,1625210,0,1685
"3277","group_2290","NC_002945.4",100,666,0,0,1,666,1294138,1294803,0,1230
"3278","group_2290","NC_002945.4",78.864,317,59,6,157,469,1953134,1952822,7.07e-54,207
"3279","group_2291","NC_002945.4",99.947,1887,1,0,1,1887,1295568,1297454,0,3480
"3280","group_2292","NC_002945.4",99.914,1167,1,0,1,1167,397231,398397,0,2150
"3281","lprO","NC_002945.4",100,1110,0,0,1,1110,211004,209895,0,2050
"3282","group_2295","NC_002945.4",100,1098,0,0,1,1098,214317,213220,0,2028
"3283","group_2296","NC_002945.4",100,1119,0,0,1,1119,1009409,1010527,0,2067
"3284","group_2297","NC_002945.4",99.803,1015,1,1,1,1014,2222330,2223344,0,1862
"3285","mazf2","NC_002945.4",100,309,0,0,1,309,756762,756454,9.74e-164,571
"3286","group_2298","NC_002945.4",99.958,2388,1,0,1,2388,685515,683128,0,4405
"3287","group_2299","NC_002945.4",100,495,0,0,1,495,520092,520586,0,915
"3288","group_2300","NC_002945.4",100,1152,0,0,1,1152,521322,522473,0,2128
"3289","group_2301","NC_002945.4",100,807,0,0,1,807,1270408,1269602,0,1491
"3290","group_2302","NC_002945.4",97.598,999,0,3,7,1005,3200615,3199641,0,1690
"3291","group_2302","NC_002945.4",100,135,0,0,1,135,3200779,3200645,1.77e-66,250
"3292","group_2302","NC_002945.4",100,129,0,0,7,135,3200694,3200566,3.83e-63,239
"3293","group_2302","NC_002945.4",89.011,91,3,5,52,135,3200814,3200724,4.05e-23,106
"3294","group_2302","NC_002945.4",100,37,0,0,20,56,3200547,3200511,5.31e-12,69.4
"3295","group_2302","NC_002945.4",97.059,34,1,0,20,53,1071749,1071782,1.15e-08,58.4
"3296","group_2302","NC_002945.4",97.059,34,1,0,99,132,1071749,1071782,1.15e-08,58.4
"3297","group_2302","NC_002945.4",86.792,53,5,1,99,151,3132427,3132377,1.15e-08,58.4
"3298","group_2302","NC_002945.4",94.595,37,2,0,20,56,3132427,3132391,1.15e-08,58.4
"3299","group_2302","NC_002945.4",87.037,54,4,3,20,72,3132481,3132430,1.15e-08,58.4
"3300","group_2302","NC_002945.4",87.037,54,4,3,20,72,3132535,3132484,1.15e-08,58.4
"3301","group_2302","NC_002945.4",100,29,0,0,99,127,3132481,3132453,1.49e-07,54.7
