"","name","start","end","strand","length","pid","gene","synonym","product","proteinid","feature","gene_type","MbovID","Gene","id","len","extra_id","Mtb_ID","col","fill","lty","lwd","pch","cex"
"2129","BQ2027_MB2108",2325009,2327174,1,721,"A0A1R3Y0X4","-","BQ2027_MB2108","Vegetative cell wall protein gp1 precursor","SIU00715.1","CDS","bars","Mb2108"," -",NA," len 721 aa. ",NA,"Rv2082","blue","blue",1,1,8,1
"2130","BQ2027_MB2109",2327171,2328115,1,314,"A0A1R3Y069","-","BQ2027_MB2109","CONSERVED HYPOTHETICAL PROTEIN","SIU00716.1","CDS","bars","Mb2109"," -",NA," len 314 aa. ",NA,"Rv2083","blue","blue",1,1,8,1
"2131","BQ2027_MB2110",2328108,2329103,1,331,"A0A1R3Y0J2","-","BQ2027_MB2110","HYPOTHETICAL PROTEIN","SIU00717.1","CDS","bars","Mb2110"," -",NA," len 331 aa.","Rv2084","Rv2084","blue","blue",1,1,8,1
"2132","BQ2027_MB2111",2329148,2329255,1,35,"A0A1R3Y045","-","BQ2027_MB2111","HYPOTHETICAL PROTEIN","SIU00718.1","CDS","bars","Mb2111 found to be expressed during exponential growth in Sauton's minimal media by RNA-sequencing.","Mb2111",NA," -",NA,NA,"blue","blue",1,1,8,1
"2133","BQ2027_MB2112",2329338,2329643,1,101,"P64936","-","BQ2027_MB2112","CONSERVED HYPOTHETICAL PROTEIN","SIU00719.1","CDS","bars","Mb2112"," -",NA," len 101 aa. ",NA,"Rv2085","blue","blue",1,1,8,1
"2134","BQ2027_MB2113",2329622,2330227,1,201,"P64938","-","BQ2027_MB2113","CONSERVED HYPOTHETICAL PROTEIN","SIU00720.1","CDS","bars","Mb2113"," -",NA," len 201 aa. ",NA,"Rv2086","blue","blue",1,1,8,1
"2135","BQ2027_MB2114",2330305,2330535,1,76,"A0A1R3Y063","-","BQ2027_MB2114","CONSERVED HYPOTHETICAL PROTEIN","SIU00721.1","CDS","bars","Mb2114"," -",NA," len 76 aa. ",NA,"Rv2087","blue","blue",1,1,8,1
"2136","pknJ",2330722,2332491,1,589,"P65733","pknJ","BQ2027_MB2115","transmembrane serine/threonine-protein kinase j pknj (protein kinase j) (stpk j)","SIU00722.1","CDS","bars","Mb2115"," pknJ",NA," len 589 aa. ",NA,"Rv2088","blue","blue",1,1,8,1
"2137","pepE",2332508,2333635,-1,375,"P65811","pepE","BQ2027_MB2116C","dipeptidase pepe","SIU00723.1","CDS","bars","Mb2116c"," pepE",NA," len 375 aa. ",NA,"Rv2089c","blue","blue",1,1,8,1
"2138","BQ2027_MB2117",2333684,2334808,1,374,"A0A1R3Y2B9","-","BQ2027_MB2117","probable 5'-3' exonuclease","SIU00724.1","CDS","bars","Mb2117"," -",NA," len 374 aa. ",NA,"Rv2090","blue","blue",1,1,8,1
"2139","BQ2027_MB2118C",2334812,2335546,-1,244,"P64940","-","BQ2027_MB2118C","Probable membrane protein","SIU00725.1","CDS","bars","Mb2118c"," -",NA," len 244 aa. ",NA,"Rv2091c","blue","blue",1,1,8,1
"2140","helY",2335588,2338308,-1,906,"A0A1R3Y080","helY","BQ2027_MB2119C","atp-dependent dna helicase hely","SIU00726.1","CDS","bars","Mb2119c"," helY",NA," len 906 aa. ",NA,"Rv2092c","blue","blue",1,1,8,1
"2141","tatC",2338357,2339283,-1,308,"P66896","tatC","BQ2027_MB2120C","sec-independent protein translocase transmembrane protein tatc","SIU00727.1","CDS","bars","Mb2120c"," tatC",NA," len 308 aa. ",NA,"Rv2093c","blue","blue",1,1,8,1
"2142","tatA",2339300,2339551,-1,83,"P66890","tatA","BQ2027_MB2121C","sec-independent protein translocase membrane-bound protein tata","SIU00728.1","CDS","bars","Mb2121c"," tatA",NA," len 83 aa. ",NA,"Rv2094c","blue","blue",1,1,8,1
"2143","pafc",2339619,2340569,-1,316,"A0A1R3Y0A3","pafc","BQ2027_MB2122C","proteasome accessory factor c pafc","SIU00729.1","CDS","bars","Mb2122c"," -",NA," len 316 aa. ",NA,"Rv2095c","blue","blue",1,1,8,1
"2144","pafb",2340566,2341564,-1,332,"P64942","pafb","BQ2027_MB2123C","proteasome accessory factor b pafb","SIU00730.1","CDS","bars","Mb2123c"," -",NA," len 332 aa. ",NA,"Rv2096c","blue","blue",1,1,8,1
"2145","pafa",2341573,2342931,-1,452,"P64944","pafa","BQ2027_MB2124C","proteasome accessory factor a pafa","SIU00731.1","CDS","bars","Mb2124c"," -",NA," len 452 aa. ",NA,"Rv2097c","blue","blue",1,1,8,1
"2146","pe21",2342983,2344458,-1,491,"P0A689","pe21","BQ2027_MB2125C","pe-pgrs family protein pe_pgrs36","SIU00732.1","CDS","bars","Mb2125c"," PE_PGRS36",NA," len 491 aa. ",NA,"Rv2099c (PE21) and Rv2098c (PE_PGRS36)","blue","blue",1,1,8,1
"2147","BQ2027_MB2126",2344641,2346293,1,550,"P64946","-","BQ2027_MB2126","13E12 repeat family protein, HNH endonuclease domain","SIU00733.1","CDS","bars","Mb2126"," -",NA," len 550 aa. ",NA,"Rv2100","blue","blue",1,1,8,1
"2148","helZ",2346492,2349533,1,1013,"A0A1R3Y2C1","helZ","BQ2027_MB2127","PROBABLE HELICASE HELZ","SIU00734.1","CDS","bars","Mb2127"," helZ",NA," len 1013 aa. ",NA,"Rv2101","blue","blue",1,1,8,1
"2149","BQ2027_MB2128",2349526,2350359,1,277,"A0A1R3Y0Z5","-","BQ2027_MB2128","SWF/SNF family helicase Rv2102","SIU00735.1","CDS","bars","Mb2128"," -",NA," len 238 aa. ",NA,"Rv2102","blue","blue",1,1,8,1
"2150","vapc37",2350338,2350772,-1,144,"A0A1R3Y089","vapc37","BQ2027_MB2129C","possible toxin vapc37. contains pin domain.","SIU00736.1","CDS","bars","Mb2129c"," -",NA," len 144 aa. ",NA,"Rv2103c","blue","blue",1,1,8,1
"2151","vapb37",2350779,2351033,-1,84,"A0A1R3Y0M6","vapb37","BQ2027_MB2130C","possible antitoxin vapb37","SIU00737.1","CDS","bars","Mb2130c"," -",NA," len 84 aa. ",NA,"Rv2104c","blue","blue",1,1,8,1
"2152","PE22",2352253,2352549,1,98,"A0A1R3Y062","PE22","BQ2027_MB2131","pe family protein pe22","SIU00738.1","CDS","bars","Mb2131"," PE22",NA," len 98 aa. ",NA,"Rv2107","blue","blue",1,1,8,1
"2153","PPE36",2352605,2353336,1,243,"A0A1R3Y0A7","PPE36","BQ2027_MB2132","ppe family protein ppe36","SIU00739.1","CDS","bars","Mb2132"," PPE36",NA," len 243 aa. ",NA,"Rv2108","blue","blue",1,1,8,1
"2154","prcA",2353876,2354622,-1,248,"Q7TZ14","prcA","BQ2027_MB2133C","proteasome alpha subunit prca; assembles with beta subunit prcb.","SIU00740.1","CDS","bars","Mb2133c"," prcA",NA," len 248 aa. ",NA,"Rv2109c","blue","blue",1,1,8,1
"2155","prcB",2354619,2355494,-1,291,"Q7TZ13","prcB","BQ2027_MB2134C","proteasome beta subunit prcb; assembles with alpha subunit prca.","SIU00741.1","CDS","bars","Mb2134c"," prcB",NA," len 291 aa. ",NA,"Rv2110c","blue","blue",1,1,8,1
"2156","pup",2355491,2355685,-1,64,"Q7TZ12","pup","BQ2027_MB2135C","prokaryotic ubiquitin-like protein pup","SIU00742.1","CDS","bars","Mb2135c"," -",NA," len 64 aa. ",NA,"Rv2111c","blue","blue",1,1,8,1
"2157","dop",2355798,2357405,-1,535,"A0A1R3Y085","dop","BQ2027_MB2136C","deamidase of pup dop","SIU00743.1","CDS","bars","Mb2136c"," -",NA," len 535 aa.","Rv2112c","Rv2112c","blue","blue",1,1,8,1
"2158","BQ2027_MB2137",2357466,2358659,1,397,"A0A1R3Y2C2","-","BQ2027_MB2137","Probable integral membrane protein","SIU00744.1","CDS","bars","Mb2137"," -",NA," len 397 aa. ",NA,"Rv2113","blue","blue",1,1,8,1
"2159","BQ2027_MB2138",2358670,2359293,1,207,"A0A1R3Y103","-","BQ2027_MB2138","conserved protein","SIU00745.1","CDS","bars","Mb2138"," -",NA," len 207 aa. ",NA,"Rv2114","blue","blue",1,1,8,1
"2160","mpa",2359297,2361126,-1,609,"P63346","mpa","BQ2027_MB2139C","mycobacterial proteasome atpase mpa","SIU00746.1","CDS","bars","Mb2139c"," -",NA," len 609 aa. ",NA,"Rv2115c","blue","blue",1,1,8,1
"2161","lppK",2361407,2361976,1,189,"P65301","lppK","BQ2027_MB2140","conserved lipoprotein lppk","SIU00747.1","CDS","bars","Mb2140"," lppK",NA," len 189 aa. ",NA,"Rv2116","blue","blue",1,1,8,1
"2162","BQ2027_MB2141",2361984,2362277,1,97,"A0A1R3Y074","-","BQ2027_MB2141","YlxP-like protein","SIU00748.1","CDS","bars","Mb2141"," -",NA," len 97 aa. ",NA,"Rv2117","blue","blue",1,1,8,1
"2163","BQ2027_MB2142C",2362306,2363148,-1,280,"A0A1R3Y0B7","-","BQ2027_MB2142C","rna methyltransferase","SIU00749.1","CDS","bars","Mb2142c"," -",NA," len 280 aa. ",NA,"Rv2118c","blue","blue",1,1,8,1
"2164","BQ2027_MB2143",2363222,2364058,1,278,"A0A1R3Y0B1","-","BQ2027_MB2143","RecB family exonuclease","SIU00750.1","CDS","bars","Mb2143"," -",NA," len 278 aa. ",NA,"Rv2119","blue","blue",1,1,8,1
"2165","BQ2027_MB2144C",2364081,2364563,-1,160,"A0A1R3Y094","-","BQ2027_MB2144C","PROBABLE CONSERVED INTEGRAL MEMBRANE PROTEIN","SIU00751.1","CDS","bars","Mb2144c"," -",NA," len 160 aa. ",NA,"Rv2120c","blue","blue",1,1,8,1
"2166","hisG",2364642,2365496,-1,284,"P60760","hisG","BQ2027_MB2145C","atp phosphoribosyltransferase hisg","SIU00752.1","CDS","bars","Mb2145c"," hisG",NA," len 284 aa. ",NA,"Rv2121c","blue","blue",1,1,8,1
"2167","hisE",2365499,2365780,-1,93,"P0A5B2","hisE","BQ2027_MB2146C","phosphoribosyl-amp pyrophosphatase hise","SIU00753.1","CDS","bars","Mb2146c"," hisE",NA," len 93 aa. ",NA,"Rv2122c","blue","blue",1,1,8,1
"2168","PPE37",2365907,2367301,1,464,"A0A1R3Y2D4","PPE37","BQ2027_MB2147","ppe family protein ppe37","SIU00754.1","CDS","bars","Mb2147"," PPE37",NA," len 464 aa. ",NA,"Rv2123","blue","blue",1,1,8,1
"2169","metH",2367298,2370876,-1,1192,"A0A1R3Y112","metH","BQ2027_MB2148C","5-methyltetrahydrofolate--homocystein methyltransferase meth (methionine synthase, vitamin-b12 dependent isozyme) (ms)","SIU00755.1","CDS","bars","Mb2148c"," metH",NA," len 1192 aa. ",NA,"Rv2124c","blue","blue",1,1,8,1
"2170","BQ2027_MB2149",2371102,2371980,1,292,"A0A1R3Y0D5","-","BQ2027_MB2149","CONSERVED HYPOTHETICAL PROTEIN","SIU00756.1","CDS","bars","Mb2149"," -",NA," len 292 aa. ",NA,"Rv2125","blue","blue",1,1,8,1
"2171","PE_PGRS37",2372011,2373078,-1,355,"A0A1R3Y0P0","PE_PGRS37","BQ2027_MB2150C","pe-pgrs family protein pe_pgrs37","SIU00757.1","CDS","bars","Mb2150c"," -",NA," len 256 aa. ",NA,"Rv2126c","blue","blue",1,1,8,1
"2172","ansP1",2373425,2374894,1,489,"Q7VEQ4","ansP1","BQ2027_MB2151","l-asparagine permease ansp1","SIU00758.1","CDS","bars","Mb2151"," ansP1",NA," len 489 aa. ",NA,"Rv2127","blue","blue",1,1,8,1
"2173","BQ2027_MB2152",2374894,2375097,1,67,"A0A1R3Y0C7","-","BQ2027_MB2152","conserved transmembrane protein","SIU00759.1","CDS","bars","Mb2152"," -",NA," len 67 aa. ",NA,"Rv2128","blue","blue",1,1,8,1
"2174","BQ2027_MB2153C",2375117,2375998,-1,293,"A0A1R3Y0C0","-","BQ2027_MB2153C","Probable oxidoreductase","SIU00760.1","CDS","bars","Mb2153c"," -",NA," len 293 aa. ",NA,"Rv2129c","blue","blue",1,1,8,1
"2175","mshc",2376024,2377268,-1,414,"P67018","mshc","BQ2027_MB2154C","cysteine1d-myo-inosityl 2-amino-2-deoxy--d-glucopyranoside ligase mshc","SIU00761.1","CDS","bars","Mb2154c"," cysS2",NA," len 414 aa. ",NA,"Rv2130c","blue","blue",1,1,8,1
"2176","cysQ",2377326,2378129,-1,267,"P65164","cysQ","BQ2027_MB2155C","monophosphatase cysq","SIU00762.1","CDS","bars","Mb2155c"," cysQ",NA," len 267 aa. ",NA,"Rv2131c","blue","blue",1,1,8,1
"2177","BQ2027_MB2156",2378220,2378450,1,76,"A0A1R3Y0A2","-","BQ2027_MB2156","Antitoxin to Toxin 1, PIN domain","SIU00763.1","CDS","bars","Mb2156"," -",NA," len 76 aa. ",NA,"Rv2132","blue","blue",1,1,8,1
"2178","BQ2027_MB2157C",2378660,2379448,-1,262,"A0A1R3Y2F0","-","BQ2027_MB2157C","Phosphatidylinositol 3- and 4-kinase","SIU00764.1","CDS","bars","Mb2157c"," -",NA," len 262 aa. ",NA,"Rv2133c","blue","blue",1,1,8,1
"2179","BQ2027_MB2158C",2379459,2380046,-1,195,"A0A1R3Y123","-","BQ2027_MB2158C","conserved protein","SIU00765.1","CDS","bars","Mb2158c"," -",NA," len 195 aa. ",NA,"Rv2134c","blue","blue",1,1,8,1
"2180","BQ2027_MB2159C",2380110,2380820,-1,236,"A0A1R3Y0E8","-","BQ2027_MB2159C","Phosphoglycerate mutase family protein","SIU00766.1","CDS","bars","Mb2159c"," -",NA," len 236 aa. ",NA,"Rv2135c","blue","blue",1,1,8,1
"2181","BQ2027_MB2160C",2380817,2381647,-1,276,"Q7VEQ2","-","BQ2027_MB2160C","Possible conserved transmembrane protein","SIU00767.1","CDS","bars","Mb2160c"," -",NA," len 276 aa. ",NA,"Rv2136c","blue","blue",1,1,8,1
"2182","BQ2027_MB2161C",2381711,2382124,-1,137,"A0A1R3Y093","-","BQ2027_MB2161C","secretion/lipid metabolism","SIU00768.1","CDS","bars","Mb2161c"," -",NA," len 137 aa. ",NA,"Rv2137c","blue","blue",1,1,8,1
"2183","lppL",2382139,2383215,1,358,"A0A1R3Y0D3","lppL","BQ2027_MB2162","Probable conserved lipoprotein LppL","SIU00769.1","CDS","bars","Mb2162"," lppL",NA," len 358 aa. ",NA,"Rv2138","blue","blue",1,1,8,1
"2184","pyrD",2383529,2384602,1,357,"P65909","pyrD","BQ2027_MB2163","probable dihydroorotate dehydrogenase pyrd","SIU00770.1","CDS","bars","Mb2163"," pyrD",NA," len 357 aa. ",NA,"Rv2139","blue","blue",1,1,8,1
"2185","TB18.6",2384607,2385137,-1,176,"P67227","TB18.6","BQ2027_MB2164C","Phospholipid-binding protein","SIU00771.1","CDS","bars","Mb2164c"," TB18.6",NA," len 176 aa. ",NA,"Rv2140c","blue","blue",1,1,8,1
"2186","BQ2027_MB2165C",2385185,2386531,-1,448,"A0A1R3Y0E1","-","BQ2027_MB2165C","YscS-like amidohydrolase","SIU00772.1","CDS","bars","Mb2165c"," -",NA," len 448 aa. ",NA,"Rv2141c","blue","blue",1,1,8,1
"2187","pare2",2387118,2387435,-1,105,"A0A1R3Y0A6","pare2","BQ2027_MB2166C","possible toxin pare2","SIU00773.1","CDS","bars","Mb2166c"," -",NA," len 105 aa. ",NA,"Rv2142c","blue","blue",1,1,8,1
"2188","parD2",2387432,2387647,-1,71,"A0A1R3Y2F4","parD2","BQ2027_MB2166A","Possible antitoxin ParD2","SIU00774.1","CDS","bars","Mb2166A"," len 71 aa. "," Rv2142A"," from Mycobacterium tuberculosis strain H37Rv",NA," Rv2142A","blue","blue",1,1,8,1
"2189","BQ2027_MB2167",2387902,2388960,1,352,"A0A1R3Y135","-","BQ2027_MB2167","Phosphoribosyl transferase domain protein","SIU00775.1","CDS","bars","Mb2167"," -",NA," len 352 aa. ",NA,"Rv2143","blue","blue",1,1,8,1
"2190","BQ2027_MB2168C",2389090,2389446,-1,118,"A0A1R3Y0F4","-","BQ2027_MB2168C","Probable transmembrane protein","SIU00776.1","CDS","bars","Mb2168c"," -",NA," len 118 aa. ",NA,"Rv2144c","blue","blue",1,1,8,1
"2191","wag31",2389541,2390323,-1,260,"P0A5N3","wag31","BQ2027_MB2169C","diviva family protein wag31","SIU00777.1","CDS","bars","Mb2169c"," wag31",NA," len 260 aa. ",NA,"Rv2145c","blue","blue",1,1,8,1
"2192","BQ2027_MB2170C",2390591,2390881,-1,96,"A0A1R3Y0A1","-","BQ2027_MB2170C","Possible conserved transmembrane protein","SIU00778.1","CDS","bars","Mb2170c"," -",NA," len 96 aa. ",NA,"Rv2146c","blue","blue",1,1,8,1
"2193","sepF",2391043,2391768,-1,241,"Q7TYZ5","sepF","BQ2027_MB2171C","SepF, FtsZ-interacting protein related to cell division","SIU00779.1","CDS","bars","Mb2171c"," -",NA," len 241 aa. ",NA,"Rv2147c","blue","blue",1,1,8,1
"2194","BQ2027_MB2172C",2391765,2392541,-1,258,"P67084","-","BQ2027_MB2172C","Pyridoxal phosphate-containing protein YggS","SIU00780.1","CDS","bars","Mb2172c"," -",NA," len 258 aa. ",NA,"Rv2148c","blue","blue",1,1,8,1
"2195","yfiH",2392547,2393299,-1,250,"P67257","yfiH","BQ2027_MB2173C","FIG00003370 Multicopper polyphenol oxidase","SIU00781.1","CDS","bars","Mb2173c"," yfiH",NA," len 250 aa. ",NA,"Rv2149c","blue","blue",1,1,8,1
"2196","ftsZ",2393310,2394449,-1,379,"P64171","ftsZ","BQ2027_MB2174C","cell division protein FtsZ","SIU00782.1","CDS","bars","Mb2174c"," ftsZ",NA," len 379 aa. ",NA,"Rv2150c","blue","blue",1,1,8,1
"2197","ftsQ",2394622,2395566,-1,314,"P64169","ftsQ","BQ2027_MB2175C","POSSIBLE CELL DIVISION PROTEIN SQ","SIU00783.1","CDS","bars","Mb2175c"," ftsQ",NA," len 314 aa. ",NA,"Rv2151c","blue","blue",1,1,8,1
"2198","murC",2395563,2397047,-1,494,"P65473","murC","BQ2027_MB2176C","probable udp-n-acetylmuramate-alanine ligase murc","SIU00784.1","CDS","bars","Mb2176c"," murC",NA," len 494 aa. ",NA,"Rv2152c","blue","blue",1,1,8,1
"2199","murG",2397044,2398276,-1,410,"Q7VEP8","murG","BQ2027_MB2177C","probable upd-n-acetylglucosamine-n-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol-n-acetylglucosamine transferase murg","SIU00785.1","CDS","bars","Mb2177c"," murG",NA," len 410 aa. ",NA,"Rv2153c","blue","blue",1,1,8,1
"2200","ftsW",2398273,2399847,-1,524,"P63763","ftsW","BQ2027_MB2178C","FtsW-like protein FtsW","SIU00786.1","CDS","bars","Mb2178c"," ftsW",NA," len 524 aa. ",NA,"Rv2154c","blue","blue",1,1,8,1
"2201","murD",2399859,2401319,-1,486,"Q7VEP7","murD","BQ2027_MB2179C","probable udp-n-acetylmuramoylalanine-d-glutamate ligase murd","SIU00787.1","CDS","bars","Mb2179c"," -",NA," len 486 aa. ",NA,"Rv2155c","blue","blue",1,1,8,1
"2202","murX",2401321,2402400,-1,359,"P64260","murX","BQ2027_MB2180C","probable phospho-n-acetylmuramoyl-pentappeptidetransferase murx","SIU00788.1","CDS","bars","Mb2180c"," murX",NA," len 359 aa. ",NA,"Rv2156c","blue","blue",1,1,8,1
"2203","murF",2402397,2403929,-1,510,"P0A5L5","murF","BQ2027_MB2181C","probable udp-n-acetylmuramoylalanyl-d-glutamyl-2, 6-diaminopimelate-d-alanyl-d-alanyl ligase murf","SIU00789.1","CDS","bars","Mb2181c"," murF",NA," len 510 aa. ",NA,"Rv2157c","blue","blue",1,1,8,1
"2204","murE",2403926,2405533,-1,535,"P65478","murE","BQ2027_MB2182C","Probable UDP-N-acetylmuramoylalanyl-D-glutamate-2,6-diaminopimelate ligase MurE","SIU00790.1","CDS","bars","Mb2182c"," murE",NA," len 535 aa. ",NA,"Rv2158c","blue","blue",1,1,8,1
"2205","BQ2027_MB2183C",2405556,2406590,-1,344,"A0A1R3Y0C9","-","BQ2027_MB2183C","Peroxidase","SIU00791.1","CDS","bars","Mb2183c"," -",NA," len 344 aa. ",NA,"Rv2159c","blue","blue",1,1,8,1
"2206","BQ2027_MB2184C",2406587,2407207,-1,206,"A0A1R3Y0F7","-","BQ2027_MB2184C","CONSERVED HYPOTHETICAL PROTEIN","SIU00792.1","CDS","bars","Mb2184c"," -",NA," len 206 aa.","Rv2160A and Rv2160c","Rv2160A and Rv2160c","blue","blue",1,1,8,1
"2207","BQ2027_MB2185C",2407200,2408066,-1,288,"A0A1R3Y0D6","-","BQ2027_MB2185C","Probable F420-dependent oxidoreductase family protein","SIU00793.1","CDS","bars","Mb2185c"," -",NA," len 288 aa. ",NA,"Rv2161c","blue","blue",1,1,8,1
"2208","PE_PGRS38",2408169,2409641,-1,490,"A0A1R3Y2H6","PE_PGRS38","BQ2027_MB2186C","pe-pgrs family protein pe_pgrs38","SIU00794.1","CDS","bars","Mb2186c"," PE_PGRS38",NA," len 490 aa.","Rv2162c","Rv2162c","blue","blue",1,1,8,1
"2209","pbpB",2409851,2411890,-1,679,"A0A1R3Y155","pbpB","BQ2027_MB2187C","Probable penicillin-binding membrane protein pbpB","SIU00795.1","CDS","bars","Mb2187c"," pbpB",NA," len 679 aa. ",NA,"Rv2163c","blue","blue",1,1,8,1
"2210","BQ2027_MB2188C",2411887,2413041,-1,384,"A0A1R3Y0H5","-","BQ2027_MB2188C","PROBABLE CONSERVED PROLINE RICH MEMBRANE PROTEIN","SIU00796.1","CDS","bars","Mb2188c"," -",NA," len 384 aa. ",NA,"Rv2164c","blue","blue",1,1,8,1
"2211","rsmH",2413038,2414228,-1,396,"P65430","rsmH","BQ2027_MB2189C","16S rRNA (cytosine(1402)-N(4))-methyltransferase (EC","SIU00797.1","CDS","bars","Mb2189c"," -",NA," len 396 aa. ",NA,"Rv2165c","blue","blue",1,1,8,1
"2212","mraZ",2414230,2414661,-1,143,"P65437","mraZ","BQ2027_MB2190C","Transcriptional regulator MraZ","SIU00798.1","CDS","bars","Mb2190c"," -",NA," len 143 aa. ",NA,"Rv2166c","blue","blue",1,1,8,1
"2213","BQ2027_MB2191C",2415010,2415414,-1,134,"A0A1R3Y0G1","-","BQ2027_MB2191C","PROBABLE CONSERVED TRANSMEMBRANE PROTEIN","SIU00799.1","CDS","bars","Mb2191c"," -",NA," len 134 aa. ",NA,"Rv2169c","blue","blue",1,1,8,1
"2214","BQ2027_MB2192",2415680,2416300,1,206,"A0A1R3Y0H2","-","BQ2027_MB2192","gcn5-related n-acetyltransferase","SIU00800.1","CDS","bars","Mb2192"," -",NA," len 206 aa. ",NA,"Rv2170","blue","blue",1,1,8,1
"2215","lppM",2416396,2417079,1,227,"A0A1R3Y0D8","lppM","BQ2027_MB2193","Probable conserved lipoprotein lppM","SIU00801.1","CDS","bars","Mb2193"," lppM",NA," len 227 aa. ",NA,"Rv2171","blue","blue",1,1,8,1
"2216","BQ2027_MB2194C",2417076,2417981,-1,301,"A0A1R3Y0G5","-","BQ2027_MB2194C","conserved protein","SIU00802.1","CDS","bars","Mb2194c"," -",NA," len 301 aa. ",NA,"Rv2172c","blue","blue",1,1,8,1
"2217","idsA2",2418292,2419350,1,352,"A0A1R3Y0E9","idsA2","BQ2027_MB2195","PROBABLE GERANYLGERANYL PYROPHOSPHATE SYNTHETASE IDSA2 (GGPPSASE) (GGPP SYNTHETASE) (GERANYLGERANYL DIPHOSPHATE SYNTHASE)","SIU00803.1","CDS","bars","Mb2195"," idsA2",NA," len 352 aa. ",NA,"Rv2173","blue","blue",1,1,8,1
"2218","mpta",2419354,2420904,1,516,"A0A1R3Y2J0","mpta","BQ2027_MB2196","alpha(1->6)mannosyltransferase. possible conserved integral membrane protein.","SIU00804.1","CDS","bars","Mb2196"," -",NA," len 516 aa. ",NA,"Rv2174","blue","blue",1,1,8,1
"2219","BQ2027_MB2197C",2420891,2421331,-1,146,"A0A1R3Y164","-","BQ2027_MB2197C","conserved regulatory protein","SIU00805.1","CDS","bars","Mb2197c"," -",NA," len 146 aa. ",NA,"Rv2175c","blue","blue",1,1,8,1
"2220","pknL",2421386,2422585,1,399,"Q7TYY6","pknL","BQ2027_MB2198","PROBABLE TRANSMEMBRANE SERINE/THREONINE-PROTEIN KINASE L PKNL (PROTEIN KINASE L) (STPK L)","SIU00806.1","CDS","bars","Mb2198"," pknL",NA," len 399 aa. ",NA,"Rv2176","blue","blue",1,1,8,1
"2221","BQ2027_MB2199C",2422727,2423392,-1,221,"A0A1R3Y0U4","-","BQ2027_MB2199C","POSSIBLE TRANSPOSASE","SIU00807.1","CDS","bars","Mb2199c"," -",NA," len 221 aa. ",NA,"Rv2177c","blue","blue",1,1,8,1
"2222","aroG",2423777,2425165,-1,462,"A0A1R3Y0C5","aroG","BQ2027_MB2200C","3-deoxy-d-arabino-heptulosonate 7-phosphate synthase arog (dahp synthetase, phenylalanine-repressible)","SIU00808.1","CDS","bars","Mb2200c"," aroG",NA," len 462 aa. ",NA,"Rv2178c","blue","blue",1,1,8,1
"2223","BQ2027_MB2201C",2425256,2425762,-1,168,"A0A1R3Y0H1","-","BQ2027_MB2201C","3'-5' exoribonuclease Rv2179c (EC","SIU00809.1","CDS","bars","Mb2201c"," -",NA," len 168 aa. ",NA,"Rv2179c","blue","blue",1,1,8,1
"2224","BQ2027_MB2202C",2425772,2426659,-1,295,"A0A1R3Y0H9","-","BQ2027_MB2202C","Probable conserved integral membrane protein","SIU00810.1","CDS","bars","Mb2202c"," -",NA," len 295 aa. ",NA,"Rv2180c","blue","blue",1,1,8,1
"2225","BQ2027_MB2203",2426747,2428030,1,427,"A0A1R3Y0E6","-","BQ2027_MB2203","alpha(1->2)mannosyltransferase","SIU00811.1","CDS","bars","Mb2203"," -",NA," len 427 aa. ",NA,"Rv2181","blue","blue",1,1,8,1
"2226","BQ2027_MB2204C",2428031,2428774,-1,247,"A0A1R3Y0H6","-","BQ2027_MB2204C","1-acylglycerol-3-phosphate O-acyltransferase","SIU00812.1","CDS","bars","Mb2204c"," -",NA," len 247 aa. ",NA,"Rv2182c","blue","blue",1,1,8,1
"2227","BQ2027_MB2205C",2428860,2429255,-1,131,"A0A1R3Y0F8","-","BQ2027_MB2205C","link to cyclase activity","SIU00813.1","CDS","bars","Mb2205c"," -",NA," len 131 aa. ",NA,"Rv2183c","blue","blue",1,1,8,1
"2228","BQ2027_MB2206C",2429252,2430391,-1,379,"A0A1R3Y2K1","-","BQ2027_MB2206C","anion-transporting ATPase","SIU00814.1","CDS","bars","Mb2206c"," -",NA," len 379 aa. ",NA,"Rv2184c","blue","blue",1,1,8,1
"2229","TB16.3",2430511,2430945,-1,144,"A0A1R3Y175","TB16.3","BQ2027_MB2207C","Cyclase/Dehydrase","SIU00815.1","CDS","bars","Mb2207c"," TB16.3",NA," len 144 aa. ",NA,"Rv2185c","blue","blue",1,1,8,1
"2230","BQ2027_MB2208C",2431050,2431439,-1,129,"A0A1R3Y0J5","-","BQ2027_MB2208C","link to cyclase activity","SIU00816.1","CDS","bars","Mb2208c"," -",NA," len 129 aa. ",NA,"Rv2186c","blue","blue",1,1,8,1
"2231","BQ2027_FADD15",2431605,2432117,1,170,"A0A1R3Y0V3","-","BQ2027_FADD15","HYPOTHETICAL PROTEIN","SIU00817.1","CDS","bars","Mb2209"," -",NA," len 170 aa. ",NA,"Rv2187","blue","blue",1,1,8,1
"2232","fadD15",2432204,2433406,1,400,"Q7TYX8","fadD15","BQ2027_MB2210","Probable long-chain-fatty-acid-CoA ligase fadD15 (FATTY-ACID-CoA SYNTHETASE) (FATTY-ACID-CoA SYNTHASE)","SIU00818.1","CDS","bars","Mb2210"," fadD15",NA," len 508 aa. ",NA,"Rv2187","blue","blue",1,1,8,1
