qseqid,sseqid,pident,length,mismatch,gapopen,qstart,qend,sstart,send,evalue,bitscore
group_859,NC_002945.4,100,29,0,0,244,272,432356,432384,4.45E-08,54.7
group_2220,NC_002945.4,100,372,0,0,1,372,431447,431818,0,688
group_861,NC_002945.4,100,315,0,0,1,315,431132,431446,4.59E-167,582
group_2295,NC_002945.4,100,360,0,0,1,360,430721,431080,0,665
group_2295,NC_002945.4,85.794,359,49,2,3,360,432100,432457,7.46E-106,379
group_2295,NC_002945.4,84.916,358,54,0,3,360,433462,433819,7.51E-101,363
group_2295,NC_002945.4,87.584,298,28,3,63,360,429385,429673,4.55E-93,337
group_2295,NC_002945.4,83.429,175,25,4,4,176,432131,432303,1.06E-39,159
group_2295,NC_002945.4,82.4,125,22,0,83,207,427779,427903,1.08E-24,110
group_2295,NC_002945.4,81.373,102,19,0,259,360,433748,433849,6.55E-17,84.2
group_2295,NC_002945.4,81.111,90,14,1,98,187,3718729,3718815,1.83E-12,69.4
group_2295,NC_002945.4,87.037,54,7,0,289,342,433718,433771,3.07E-10,62.1
group_1276,NC_002945.4,99.805,513,1,0,1,513,429890,430402,0,942
group_1906,NC_002945.4,100,243,0,0,1,243,429308,429550,3.67E-127,449
group_1906,NC_002945.4,87.838,148,18,0,78,225,430783,430930,2.47E-44,174
group_922,NC_002945.4,100,312,0,0,1,312,428225,428536,2.11E-165,577
group_1631,NC_002945.4,100,453,0,0,1,453,426869,427321,0,837
group_1224,NC_002945.4,100,153,0,0,1,153,426608,426760,2.36E-77,283
group_1695,NC_002945.4,100,444,0,0,1,444,1282829,1283272,0,821
group_455,NC_002945.4,100,189,0,0,1,189,1283430,1283618,2.90E-97,350
group_741,NC_002945.4,100,588,0,0,1,588,1283706,1284293,0,1086
group_1300,NC_002945.4,100,147,0,0,1,147,1284290,1284436,4.88E-74,272
group_2290,NC_002945.4,100,684,0,0,1,684,1286262,1285579,0,1264
group_2290,NC_002945.4,87.5,72,9,0,301,372,1285878,1285807,1.28E-16,84.2
group_2290,NC_002945.4,87.5,72,9,0,385,456,1285962,1285891,1.28E-16,84.2
pimE,NC_002945.4,100,1296,0,0,1,1296,1286392,1287687,0,2394
group_1407,NC_002945.4,100,279,0,0,1,279,1287962,1287684,4.15E-147,516
mutT2,NC_002945.4,100,426,0,0,1,426,1287995,1288420,0,787
narG,NC_002945.4,100,3699,0,0,1,3699,1288728,1292426,0,6831
narG,NC_002945.4,86.253,742,99,3,28,767,1953966,1953226,0,802
narY,NC_002945.4,100,1677,0,0,1,1677,1292465,1294141,0,3097
group_37,NC_002945.4,100,666,0,0,1,666,1294138,1294803,0,1230
group_37,NC_002945.4,78.864,317,59,6,157,469,1953134,1952822,7.07E-54,207
narX_2,NC_002945.4,100,741,0,0,1,741,1294806,1295546,0,1369
typA,NC_002945.4,99.947,1887,1,0,1,1887,1295568,1297454,0,3480
group_557,NC_002945.4,100,606,0,0,1,606,1300092,1299487,0,1120
group_1442,NC_002945.4,100,486,0,0,1,486,1300649,1300164,0,898
group_1112,NC_002945.4,100,543,0,0,1,543,1301205,1300663,0,1003
group_1091,NC_002945.4,100,303,0,0,1,303,1301525,1301223,2.06E-160,560
mshB_2,NC_002945.4,100,912,0,0,1,912,1301705,1302616,0,1685
group_1624,NC_002945.4,100,108,0,0,1,108,1302649,1302756,1.62E-52,200
group_1659,NC_002945.4,100,927,0,0,1,927,1304082,1303156,0,1712
group_432,NC_002945.4,100,333,0,0,1,333,1307278,1306946,4.81E-177,616
group_898,NC_002945.4,100,570,0,0,1,570,1310069,1309500,0,1053
fdxA_1,NC_002945.4,100,327,0,0,1,327,1310282,1310608,1.02E-173,604
alaC,NC_002945.4,100,1089,0,0,1,1089,1310641,1311729,0,2012
papA3,NC_002945.4,99.789,1422,0,1,1,1422,1321313,1322731,0,2606
group_128,NC_002945.4,100,3009,0,0,1,3009,1322798,1325806,0,5557
rocA1,NC_002945.4,100,1632,0,0,1,1632,1330668,1332299,0,3014
fadM,NC_002945.4,100,990,0,0,1,990,1332299,1333288,0,1829
sigI,NC_002945.4,100,873,0,0,1,873,1333370,1334242,0,1613
group_1933,NC_002945.4,100,828,0,0,1,828,1336205,1337032,0,1530
group_1141,NC_002945.4,100,1266,0,0,1,1266,1339791,1338526,0,2338
group_1033,NC_002945.4,100,306,0,0,1,306,1340275,1340580,4.48E-162,566
rmlC,NC_002945.4,100,609,0,0,1,609,3834943,3835551,0,1125
rmlB,NC_002945.4,100,996,0,0,1,996,3833946,3834941,0,1840
group_1844,NC_002945.4,100,858,0,0,1,858,3833016,3833873,0,1585
rpsM,NC_002945.4,100,375,0,0,1,375,3832179,3831805,0,693
rpsK,NC_002945.4,100,420,0,0,1,420,3831801,3831382,0,776
rpoA,NC_002945.4,100,1044,0,0,1,1044,3830620,3829577,0,1929
rplQ,NC_002945.4,100,543,0,0,1,543,3829545,3829003,0,1003
group_567,NC_002945.4,99.881,1686,2,0,1,1686,3826518,3828203,0,3103
cut3_1,NC_002945.4,100,681,0,0,1,681,3825566,3826246,0,1258
eccB3_2,NC_002945.4,100,1413,0,0,1,1413,3824610,3823198,0,2610
eccD1_2,NC_002945.4,99.929,1404,1,0,1,1404,3820466,3821869,0,2588
group_1207,NC_002945.4,100,1215,0,0,1,1215,3816645,3815431,0,2244
esxT,NC_002945.4,100,303,0,0,1,303,3815040,3814738,2.06E-160,560
glmM,NC_002945.4,100,1347,0,0,1,1347,3813485,3812139,0,2488
group_919,NC_002945.4,100,312,0,0,1,312,3812091,3811780,2.11E-165,577
group_891,NC_002945.4,100,1431,0,0,1,1431,3811804,3810374,0,2643
group_1894,NC_002945.4,100,843,0,0,1,843,3809512,3810354,0,1557
group_1507,NC_002945.4,100,477,0,0,1,477,3809026,3809502,0,881
group_1637,NC_002945.4,99.894,939,1,0,1,939,3806992,3806054,0,1729
group_2256,NC_002945.4,99.857,699,1,0,1,699,3806028,3805330,0,1286
nnr,NC_002945.4,100,1422,0,0,1,1422,3805328,3803907,0,2627
gadA,NC_002945.4,100,1383,0,0,1,1383,3803869,3802487,0,2555
group_1878,NC_002945.4,100,846,0,0,1,846,3802254,3801409,0,1563
group_1647,NC_002945.4,100,105,0,0,1,105,3801445,3801341,7.27E-51,195
group_1145,NC_002945.4,100,537,0,0,1,537,3799280,3799816,0,992
tsaE,NC_002945.4,100,507,0,0,1,507,3797238,3796732,0,937
rimI,NC_002945.4,100,477,0,0,1,477,3796103,3795627,0,881
groS,NC_002945.4,100,303,0,0,1,303,3794329,3794027,2.06E-160,560
groEL1,NC_002945.4,100,1620,0,0,1,1620,3793932,3792313,0,2992
whiB3,NC_002945.4,100,309,0,0,1,309,3791933,3792241,9.74E-164,571
rsdA,NC_002945.4,100,918,0,0,1,918,3790104,3789187,0,1696
group_1951,NC_002945.4,100,411,0,0,1,411,3788767,3789177,0,760
guaB,NC_002945.4,100,1590,0,0,1,1590,3788560,3786971,0,2937
guaB3,NC_002945.4,100,1128,0,0,1,1128,3786951,3785824,0,2084
choD,NC_002945.4,99.942,1737,1,0,1,1737,3785768,3784032,0,3203
group_2013,NC_002945.4,100,402,0,0,1,402,3783598,3783999,0,743
group_1771,NC_002945.4,100,888,0,0,1,888,3782371,3783258,0,1640
group_2239,NC_002945.4,100,705,0,0,1,705,3781625,3780921,0,1303
group_665,NC_002945.4,100,1602,0,0,1,1602,3780904,3779303,0,2959
group_1447,NC_002945.4,99.905,1053,1,0,1,1053,3778932,3777880,0,1940
parE2,NC_002945.4,100,318,0,0,1,318,2387435,2387118,9.97E-169,588
parD2,NC_002945.4,100,216,0,0,1,216,2387647,2387432,3.29E-112,399
group_2311,NC_002945.4,100,357,0,0,1,357,2389446,2389090,0,660
group_2051,NC_002945.4,100,783,0,0,1,783,2390323,2389541,0,1447
group_1281,NC_002945.4,100,288,0,0,1,288,2390878,2390591,4.26E-152,532
sepF,NC_002945.4,100,657,0,0,1,657,2391699,2391043,0,1214
group_2049,NC_002945.4,100,786,0,0,1,786,2392550,2391765,0,1452
group_1991,NC_002945.4,100,807,0,0,1,807,2393353,2392547,0,1491
ftsZ,NC_002945.4,100,1140,0,0,1,1140,2394449,2393310,0,2106
ftsQ,NC_002945.4,100,945,0,0,1,945,2395566,2394622,0,1746
murC,NC_002945.4,100,1485,0,0,1,1485,2397047,2395563,0,2743
murD,NC_002945.4,100,1491,0,0,1,1491,2401349,2399859,0,2754
mraY,NC_002945.4,100,1080,0,0,1,1080,2402400,2401321,0,1995
group_413,NC_002945.4,100,621,0,0,1,621,2407207,2406587,0,1147
group_1297,NC_002945.4,99.913,1155,1,0,1,1155,2413041,2411887,0,2128
mraZ,NC_002945.4,100,432,0,0,1,432,2414661,2414230,0,798
group_1988,NC_002945.4,100,405,0,0,1,405,2415414,2415010,0,749
group_415,NC_002945.4,100,621,0,0,1,621,2415680,2416300,0,1147
group_1732,NC_002945.4,100,906,0,0,1,906,2417981,2417076,0,1674
aroG,NC_002945.4,100,1389,0,0,1,1389,2425165,2423777,0,2566
group_1318,NC_002945.4,100,507,0,0,1,507,2425762,2425256,0,937
group_1638,NC_002945.4,100,939,0,0,1,939,2426710,2425772,0,1735
group_1120,NC_002945.4,100,1284,0,0,1,1284,2426747,2428030,0,2372
group_2156,NC_002945.4,99.866,744,1,0,1,744,2428774,2428031,0,1369
group_2062,NC_002945.4,100,396,0,0,1,396,2429255,2428860,0,732
group_1326,NC_002945.4,100,1137,0,0,1,1137,2430388,2429252,0,2100
group_1765,NC_002945.4,100,435,0,0,1,435,2430945,2430511,0,804
group_2102,NC_002945.4,100,390,0,0,1,390,2431439,2431050,0,721
group_2060,NC_002945.4,100,231,0,0,1,231,2431666,2431436,1.63E-120,427
group_1252,NC_002945.4,100,1182,0,0,1,1182,2436740,2435559,0,2183
group_371,NC_002945.4,100,1944,0,0,1,1944,2437257,2439200,0,3591
qcrC,NC_002945.4,100,843,0,0,1,843,2440997,2441839,0,1557
qcrB,NC_002945.4,100,1650,0,0,1,1650,2443122,2444771,0,3048
group_2234,NC_002945.4,100,183,0,0,1,183,2157525,2157707,6.09E-94,339
icl2,NC_002945.4,100,2301,0,0,1,2301,2155153,2157453,0,4250
group_1968,NC_002945.4,100,408,0,0,1,408,2155018,2154611,0,754
group_2250,NC_002945.4,100,213,0,0,1,213,2154372,2154160,1.51E-110,394
group_1079,NC_002945.4,100,1320,0,0,1,1320,2154096,2152777,0,2438
lppC,NC_002945.4,100,606,0,0,1,606,2152677,2152072,0,1120
lppC,NC_002945.4,77.354,446,81,16,165,606,2151825,2151396,1.36E-65,246
group_460,NC_002945.4,100,615,0,0,1,615,2152010,2151396,0,1136
group_460,NC_002945.4,77.303,445,83,15,186,615,2152513,2152072,1.38E-65,246
furA,NC_002945.4,100,453,0,0,1,453,2151291,2150839,0,837
katG,NC_002945.4,100,2223,0,0,1,2223,2150801,2148579,0,4106
group_1386,NC_002945.4,100,495,0,0,1,495,2148419,2147925,0,915
group_1543,NC_002945.4,100,471,0,0,1,471,2147585,2147115,0,870
rsfA_2,NC_002945.4,99.77,435,1,0,1,435,2145641,2146075,0,798
group_1989,NC_002945.4,99.753,405,1,0,1,405,2145054,2145458,0,743
cinA,NC_002945.4,100,1305,0,0,1,1305,2142340,2143644,0,2410
group_1709,NC_002945.4,100,309,0,0,1,309,2139585,2139893,9.74E-164,571
dtd,NC_002945.4,100,486,0,0,1,486,2139581,2139096,0,898
group_1707,NC_002945.4,100,912,0,0,1,912,2139091,2138180,0,1685
group_2179,NC_002945.4,100,324,0,0,1,324,2137166,2137489,4.70E-172,599
group_1343,NC_002945.4,100,1131,0,0,1,1131,2136514,2135384,0,2089
group_2190,NC_002945.4,100,219,0,0,1,219,2135131,2135349,7.19E-114,405
group_924,NC_002945.4,100,312,0,0,1,312,2134810,2135121,2.11E-165,577
group_1969,NC_002945.4,100,408,0,0,1,408,2134386,2134793,0,754
group_2312,NC_002945.4,100,357,0,0,1,357,2133662,2133306,0,660
group_2235,NC_002945.4,100,183,0,0,1,183,2130570,2130752,6.09E-94,339
fbpB,NC_002945.4,100,933,0,0,1,933,2130457,2129525,0,1724
fbpB,NC_002945.4,81.542,856,152,6,59,911,4207231,4206379,0,701
group_2078,NC_002945.4,100,600,0,0,1,600,2129507,2128908,0,1109
hcaB_3,NC_002945.4,100,834,0,0,1,834,2127823,2126990,0,1541
group_1083,NC_002945.4,100,1317,0,0,1,1317,2126477,2125161,0,2433
group_1327,NC_002945.4,100,1137,0,0,1,1137,2123997,2125133,0,2100
group_2070,NC_002945.4,100,777,0,0,1,777,2227047,2226271,0,1435
group_1072,NC_002945.4,100,1323,0,0,1,1323,2228464,2227142,0,2444
group_885,NC_002945.4,100,1443,0,0,1,1443,2228706,2230148,0,2665
fabG3,NC_002945.4,99.745,783,2,0,1,783,2230986,2231768,0,1435
group_1194,NC_002945.4,100,198,0,0,1,198,2232783,2232586,3.03E-102,366
group_801,NC_002945.4,100,1497,0,0,1,1497,2234300,2232804,0,2765
group_1772,NC_002945.4,100,888,0,0,1,888,2235209,2234322,0,1640
group_66,NC_002945.4,99.95,3984,2,0,1,3984,2235328,2239311,0,7347
group_1907,NC_002945.4,100,243,0,0,1,243,2241356,2241598,3.67E-127,449
group_2036,NC_002945.4,100,399,0,0,1,399,2241599,2241997,0,737
group_1796,NC_002945.4,100,432,0,0,1,432,2242611,2242180,0,798
group_1766,NC_002945.4,100,435,0,0,1,435,2242712,2243146,0,804
group_417,NC_002945.4,100,621,0,0,1,621,2243850,2244470,0,1147
group_720,NC_002945.4,100,591,0,0,1,591,2244424,2245014,0,1092
moaE2_2,NC_002945.4,100,426,0,0,1,426,964569,964994,0,787
mog,NC_002945.4,100,483,0,0,1,483,964090,964572,0,893
moaC2,NC_002945.4,100,429,0,0,1,429,963665,964093,0,793
group_2026,NC_002945.4,99.573,234,1,0,1,234,963348,963581,1.65E-120,427
group_261,NC_002945.4,100,2271,0,0,1,2271,963313,961043,0,4194
group_611,NC_002945.4,100,1650,0,0,1,1650,960926,959277,0,3048
fadJ,NC_002945.4,100,2163,0,0,1,2163,957047,959209,0,3995
fadA_3,NC_002945.4,100,1212,0,0,1,1212,955831,957042,0,2239
dapC,NC_002945.4,100,1194,0,0,1,1194,955674,954481,0,2206
group_1522,NC_002945.4,100,474,0,0,1,474,954011,954484,0,876
group_1696,NC_002945.4,100,444,0,0,1,444,951938,952381,0,821
ptlF,NC_002945.4,99.879,828,1,0,1,828,949223,948396,0,1524
mdtH,NC_002945.4,99.921,1260,1,0,1,1260,946811,948070,0,2322
cysK2,NC_002945.4,99.918,1215,1,0,1,1215,945597,946811,0,2239
lpqS,NC_002945.4,99.76,417,1,0,1,417,945074,945490,0,765
mmcO,NC_002945.4,99.934,1515,1,0,1,1515,944949,943435,0,2793
narS,NC_002945.4,100,1290,0,0,1,1290,941933,943222,0,2383
narL,NC_002945.4,99.846,651,1,0,1,651,941861,941211,0,1197
group_1066,NC_002945.4,100,1329,0,0,1,1329,938831,940159,0,2455
pip,NC_002945.4,100,861,0,0,1,861,938072,937212,0,1591
COQ3_2,NC_002945.4,100,813,0,0,1,813,936332,937144,0,1502
group_1484,NC_002945.4,100,1029,0,0,1,1029,934780,933752,0,1901
group_1964,NC_002945.4,99.877,816,1,0,1,816,924539,923724,0,1502
group_1733,NC_002945.4,100,906,0,0,1,906,922800,923705,0,1674
group_1396,NC_002945.4,99.908,1083,1,0,1,1083,920437,921519,0,1995
group_220,NC_002945.4,100,642,0,0,1,642,920383,919742,0,1186
desA1,NC_002945.4,100,1017,0,0,1,1017,919580,918564,0,1879
tagU,NC_002945.4,99.951,2055,1,0,1,2055,917141,915087,0,3790
mshD,NC_002945.4,100,948,0,0,1,948,912566,913513,0,1751
group_2095,NC_002945.4,100,765,0,0,1,765,911805,912569,0,1413
group_1972,NC_002945.4,100,813,0,0,1,813,911672,910860,0,1502
group_1849,NC_002945.4,100,423,0,0,1,423,910863,910441,0,782
rnc,NC_002945.4,100,723,0,0,1,723,3201536,3200814,0,1336
group_747,NC_002945.4,100,588,0,0,1,588,3202120,3201533,0,1086
group_2164,NC_002945.4,100,738,0,0,1,738,3202944,3202207,0,1363
tesA,NC_002945.4,100,786,0,0,1,786,3203183,3203968,0,1452
ppsE,NC_002945.4,100,4467,0,0,1,4467,3228722,3233188,0,8250
drrA_1,NC_002945.4,99.9,996,1,0,1,996,3233199,3234194,0,1834
drrB,NC_002945.4,99.885,870,1,0,1,870,3234191,3235060,0,1602
drrC,NC_002945.4,100,831,0,0,1,831,3235057,3235887,0,1535
papA5,NC_002945.4,100,1269,0,0,1,1269,3235934,3237202,0,2344
mas,NC_002945.4,99.984,6336,1,0,1,6336,3243700,3237365,0,11695
mas,NC_002945.4,73.899,2180,497,57,4088,6231,1712744,1710601,0,808
mas,NC_002945.4,73.454,1827,457,22,4011,5823,4236259,4234447,0,662
group_1169,NC_002945.4,100,1242,0,0,1,1242,3249449,3250690,0,2294
group_561,NC_002945.4,100,186,0,0,1,186,3251049,3250864,1.33E-95,344
lppX,NC_002945.4,100,702,0,0,1,702,3252310,3251609,0,1297
group_301,NC_002945.4,99.953,2118,1,0,1,2118,3261054,3258937,0,3906
group_1313,NC_002945.4,100,1146,0,0,1,1146,3265348,3264203,0,2117
group_1973,NC_002945.4,100,813,0,0,1,813,3265541,3266353,0,1502
group_1934,NC_002945.4,100,828,0,0,1,828,3270570,3271397,0,1530
group_1380,NC_002945.4,100,1101,0,0,1,1101,3273101,3272001,0,2034
group_2165,NC_002945.4,100,738,0,0,1,738,3273939,3273202,0,1363
group_2103,NC_002945.4,100,390,0,0,1,390,3274384,3274773,0,721
purU,NC_002945.4,100,933,0,0,1,933,3277630,3278562,0,1724
group_564,NC_002945.4,100,186,0,0,1,186,3279202,3279387,1.33E-95,344
coaD,NC_002945.4,100,486,0,0,1,486,3279916,3279431,0,898
pycA,NC_002945.4,100,3384,0,0,1,3384,3284147,3280764,0,6250
group_2083,NC_002945.4,100,768,0,0,1,768,3285577,3284810,0,1419
group_1873,NC_002945.4,100,849,0,0,1,849,3287202,3288050,0,1568
group_2212,NC_002945.4,100,714,0,0,1,714,3288837,3288124,0,1319
recG,NC_002945.4,100,2214,0,0,1,2214,3291047,3288834,0,4089
group_597,NC_002945.4,100,1662,0,0,1,1662,3292711,3291050,0,3070
rpmB,NC_002945.4,100,195,0,0,1,195,3292953,3293147,1.39E-100,361
ung,NC_002945.4,100,684,0,0,1,684,3293853,3293170,0,1264
thiL,NC_002945.4,100,1002,0,0,1,1002,3294887,3293886,0,1851
thiL,NC_002945.4,97.143,35,0,1,1,34,922692,922726,1.15E-08,58.4
thiL,NC_002945.4,100,31,0,0,1,31,3061166,3061136,1.15E-08,58.4
thiL,NC_002945.4,100,31,0,0,1,31,3155096,3155066,1.15E-08,58.4
group_962,NC_002945.4,99.928,1380,1,0,1,1380,3296263,3294884,0,2543
group_962,NC_002945.4,83.466,1379,212,12,10,1380,3062533,3061163,0,1269
group_962,NC_002945.4,80.903,1351,239,17,40,1380,3156434,3155093,0,1048
group_962,NC_002945.4,82.133,1097,188,7,10,1102,4243462,4242370,0,933
group_962,NC_002945.4,88.462,286,33,0,1095,1380,922410,922695,3.03E-95,346
group_962,NC_002945.4,94.262,122,7,0,1259,1380,4242376,4242255,1.94E-47,187
group_767,NC_002945.4,100,585,0,0,1,585,3296847,3296263,0,1081
group_767,NC_002945.4,80.674,564,101,7,1,560,3063123,3062564,3.37E-121,431
group_767,NC_002945.4,77.778,549,114,6,1,545,4244052,4243508,3.52E-91,331
group_849,NC_002945.4,100,576,0,0,1,576,3297029,3297604,0,1064
group_782,NC_002945.4,100,1509,0,0,1,1509,3874926,3876434,0,2787
group_1354,NC_002945.4,99.911,1122,1,0,1,1122,3873734,3874855,0,2067
group_1219,NC_002945.4,100,1203,0,0,1,1203,3872507,3873709,0,2222
group_369,NC_002945.4,100,192,0,0,1,192,3872292,3872101,6.34E-99,355
group_1610,NC_002945.4,99.895,954,1,0,1,954,3872076,3871123,0,1757
group_1895,NC_002945.4,100,843,0,0,1,843,3870098,3869256,0,1557
group_1220,NC_002945.4,100,1203,0,0,1,1203,3869236,3868034,0,2222
group_1448,NC_002945.4,100,1053,0,0,1,1053,3868034,3866982,0,1945
group_1416,NC_002945.4,100,1074,0,0,1,1074,3866992,3865919,0,1984
lprN_3,NC_002945.4,100,1155,0,0,1,1155,3864570,3863416,0,2134
group_2186,NC_002945.4,100,729,0,0,1,729,3861711,3860983,0,1347
group_1465,NC_002945.4,100,483,0,0,1,483,3860983,3860501,0,893
group_820,NC_002945.4,99.827,579,1,0,1,579,3859926,3860504,0,1064
otsA,NC_002945.4,100,1503,0,0,1,1503,3858272,3859774,0,2776
group_1089,NC_002945.4,100,165,0,0,1,165,3858108,3858272,5.49E-84,305
group_654,NC_002945.4,100,324,0,0,1,324,3857703,3858026,4.70E-172,599
lcpA_2,NC_002945.4,100,1539,0,0,1,1539,3853114,3854652,0,2843
group_2270,NC_002945.4,99.855,690,1,0,1,690,3851218,3850529,0,1269
group_1458,NC_002945.4,100,1047,0,0,1,1047,3847877,3848923,0,1934
kgtP,NC_002945.4,100,1350,0,0,1,1350,3844471,3843122,0,2494
menH,NC_002945.4,100,903,0,0,1,903,3842959,3842057,0,1668
group_1319,NC_002945.4,100,507,0,0,1,507,3841471,3841977,0,937
group_1516,NC_002945.4,100,1011,0,0,1,1011,3839192,3838182,0,1868
fcl,NC_002945.4,100,1095,0,0,1,1095,3838178,3837084,0,2023
group_1474,NC_002945.4,100,1041,0,0,1,1041,2247324,2248364,0,1923
group_2197,NC_002945.4,100,720,0,0,1,720,2248606,2249325,0,1330
group_1283,NC_002945.4,100,288,0,0,1,288,2250034,2249747,4.26E-152,532
group_1283,NC_002945.4,93.162,234,13,3,42,273,2254017,2253785,2.77E-94,340
higA2_2,NC_002945.4,100,306,0,0,1,306,2250436,2250131,4.48E-162,566
group_1977,NC_002945.4,100,237,0,0,1,237,2252459,2252223,7.73E-124,438
group_1600,NC_002945.4,100,960,0,0,1,960,2260034,2259075,0,1773
dosT,NC_002945.4,100,1677,0,0,1,1677,2262788,2261112,0,3097
group_1899,NC_002945.4,100,840,0,0,1,840,2263733,2262894,0,1552
pfkB,NC_002945.4,100,1020,0,0,1,1020,2264749,2263730,0,1884
hspX,NC_002945.4,100,435,0,0,1,435,2267256,2266822,0,804
acg,NC_002945.4,100,996,0,0,1,996,2267453,2268448,0,1840
group_1425,NC_002945.4,100,489,0,0,1,489,2269938,2270426,0,904
group_221,NC_002945.4,100,642,0,0,1,642,2270423,2271064,0,1186
group_1569,NC_002945.4,100,975,0,0,1,975,2272045,2271071,0,1801
msiK_2,NC_002945.4,100,1074,0,0,1,1074,2273120,2272047,0,1984
araQ_2,NC_002945.4,100,843,0,0,1,843,2273965,2273123,0,1557
group_1076,NC_002945.4,99.924,1320,1,0,1,1320,2276170,2274851,0,2433
group_2003,NC_002945.4,100,798,0,0,1,798,2277005,2276208,0,1474
pncA,NC_002945.4,100,561,0,0,1,561,2277565,2277005,0,1037
group_64,NC_002945.4,100,351,0,0,1,351,2277956,2277606,0,649
group_112,NC_002945.4,100,657,0,0,1,657,2279593,2280249,0,1214
group_197,NC_002945.4,100,2565,0,0,1,2565,2282850,2280286,0,4737
group_563,NC_002945.4,100,186,0,0,1,186,2801162,2801347,1.33E-95,344
group_1850,NC_002945.4,100,423,0,0,1,423,2801369,2801791,0,782
group_1576,NC_002945.4,100,462,0,0,1,462,2802546,2802085,0,854
group_1160,NC_002945.4,100,1248,0,0,1,1248,2803799,2802552,0,2305
group_1994,NC_002945.4,100,804,0,0,1,804,2804721,2803918,0,1485
group_1778,NC_002945.4,100,252,0,0,1,252,2804969,2804718,3.79E-132,466
group_833,NC_002945.4,99.865,1479,2,0,1,1479,2806993,2808471,0,2721
group_2090,NC_002945.4,100,228,0,0,1,228,2808823,2808596,7.46E-119,422
bcp,NC_002945.4,99.789,474,1,0,1,474,2808892,2809365,0,870
acpS,NC_002945.4,100,393,0,0,1,393,2811138,2810746,0,726
group_1,NC_002945.4,99.978,9210,2,0,1,9210,2820540,2811331,0,16997
group_2194,NC_002945.4,100,723,0,0,1,723,2821782,2821060,0,1336
group_2091,NC_002945.4,100,228,0,0,1,228,2822299,2822526,7.46E-119,422
group_2016,NC_002945.4,100,402,0,0,1,402,2822523,2822924,0,743
mrr,NC_002945.4,99.891,921,1,0,1,921,2823879,2822959,0,1696
group_1885,NC_002945.4,100,420,0,0,1,420,2825894,2825475,0,776
group_2017,NC_002945.4,100,402,0,0,1,402,2829462,2829061,0,743
nusB,NC_002945.4,100,471,0,0,1,471,2829932,2829462,0,870
efp,NC_002945.4,100,564,0,0,1,564,2830498,2829935,0,1042
group_2258,NC_002945.4,100,699,0,0,1,699,2831654,2832352,0,1291
aroQ,NC_002945.4,100,444,0,0,1,444,2832799,2832356,0,821
aroB,NC_002945.4,100,1089,0,0,1,1089,2833884,2832796,0,2012
aroK,NC_002945.4,100,531,0,0,1,531,2834411,2833881,0,981
group_1211,NC_002945.4,100,1212,0,0,1,1212,2836338,2837549,0,2239
group_1211,NC_002945.4,92.105,38,1,2,1093,1129,2837369,2837405,6.48E-07,52.8
group_1211,NC_002945.4,92.105,38,1,2,1032,1068,2837430,2837466,6.48E-07,52.8
group_1681,NC_002945.4,100,258,0,0,1,258,3701402,3701145,1.80E-135,477
group_1681,NC_002945.4,96.135,207,8,0,52,258,3727659,3727453,8.85E-94,339
group_1681,NC_002945.4,98.148,54,1,0,1,54,3727746,3727693,2.11E-20,95.3
group_2228,NC_002945.4,100,711,0,0,1,711,3690308,3691018,0,1314
metXA,NC_002945.4,100,1140,0,0,1,1140,3689151,3690290,0,2106
group_2251,NC_002945.4,100,213,0,0,1,213,3687759,3687547,1.51E-110,394
icd,NC_002945.4,100,1230,0,0,1,1230,3687507,3686278,0,2272
trpS,NC_002945.4,100,1011,0,0,1,1011,3685293,3684283,0,1868
yhjD,NC_002945.4,100,870,0,0,1,870,3684262,3683393,0,1607
merR1,NC_002945.4,100,441,0,0,1,441,3682919,3683359,0,815
group_921,NC_002945.4,100,312,0,0,1,312,3682589,3682900,2.11E-165,577
group_1879,NC_002945.4,100,846,0,0,1,846,3682444,3681599,0,1563
agaA,NC_002945.4,100,1152,0,0,1,1152,3680257,3681408,0,2128
group_1202,NC_002945.4,99.918,1218,1,0,1,1218,3677439,3678656,0,2244
group_1084,NC_002945.4,100,1317,0,0,1,1317,3676054,3677370,0,2433
sigJ,NC_002945.4,100,948,0,0,1,948,3676003,3675056,0,1751
group_1446,NC_002945.4,100,486,0,0,1,486,2191873,2191388,0,898
mazE5,NC_002945.4,100,378,0,0,1,378,2191391,2191014,0,699
linC,NC_002945.4,100,771,0,0,1,771,2189708,2190478,0,1424
ribBA_2,NC_002945.4,100,1062,0,0,1,1062,2188650,2189711,0,1962
group_1267,NC_002945.4,99.806,516,0,1,1,516,2188139,2188653,0,946
group_1606,NC_002945.4,100,957,0,0,1,957,2183204,2182248,0,1768
group_1185,NC_002945.4,100,1230,0,0,1,1230,2182233,2181004,0,2272
tpx,NC_002945.4,100,498,0,0,1,498,2179417,2179914,0,920
group_1409,NC_002945.4,100,279,0,0,1,279,2179010,2178732,4.15E-147,516
group_2066,NC_002945.4,99.567,231,1,0,1,231,2178735,2178505,7.57E-119,422
group_1215,NC_002945.4,100,525,0,0,1,525,2178487,2177963,0,970
group_2072,NC_002945.4,100,774,0,0,1,774,2175718,2176491,0,1430
group_1481,NC_002945.4,100,480,0,0,1,480,2175481,2175002,0,887
group_421,NC_002945.4,99.946,1863,1,0,1,1863,2173132,2174994,0,3435
group_2166,NC_002945.4,100,381,0,0,1,381,2172975,2172595,0,704
