"","Gene","No..isolates"
"2524","glpG",851
"2525","group_592",851
"2526","cph2",851
"2527","group_590",851
"2528","group_589",851
"2529","group_588",851
"2530","group_587",851
"2531","stf0",851
"2532","group_586",851
"2533","group_585",851
"2534","group_584",851
"2535","asnC",851
"2536","group_583",851
"2537","modA",851
"2538","group_582",851
"2539","group_581",851
"2540","sigL",851
"2541","impA",851
"2542","group_580",851
"2543","group_579",851
"2544","etfB",851
"2545","group_578",851
"2546","thyA",851
"2547","sufC",851
"2548","group_575",851
"2549","map1",851
"2550","group_573",851
"2551","clgR",851
"2552","group_572",851
"2553","lgt",851
"2554","group_570",851
"2555","group_569",851
"2556","disA~~~disA_2~~~~~~disA_1",851
"2557","mtcA2",851
"2558","group_568",851
"2559","group_567",851
"2560","COQ5_1",851
"2561","acsA",851
"2562","cut2",851
"2563","narX_1",851
"2564","udgB_1~~~udgB_2~~~udgB",851
"2565","carB_2",851
"2566","group_566",851
"2567","group_565",851
"2568","menE_4~~~lcfB_3",851
"2569","group_564",851
"2570","korA",851
"2571","group_563",851
"2572","lepA",851
"2573","group_562",851
"2574","group_561",851
"2575","group_560",851
"2576","group_559",851
"2577","hisF",851
"2578","group_557",851
"2579","group_556",851
"2580","group_555",851
"2581","ppgK_1~~~ppgK_2~~~ppgK",851
"2582","group_554",851
"2583","group_553",851
"2584","dosT",851
"2585","trmI",851
"2586","ephG",851
"2587","paaF",851
"2588","group_552",851
"2589","clcB_1~~~~~~clcB_2~~~clcB",851
"2590","group_551",851
"2591","group_550",851
"2592","lppO",851
"2593","group_549",851
"2594","dinG",851
"2595","cysW_2~~~cysW_1",851
"2596","clpB",851
"2597","group_548",851
"2598","trxC_2",851
"2599","group_547",851
"2600","chp1_1",851
"2601","kstD",851
"2602","atoB~~~~~~fadA_3",851
"2603","psd",851
"2604","umaA_1~~~umaA",851
"2605","group_546",851
"2606","bicA",851
"2607","nei1_2",851
"2608","ctaA",851
"2609","paaG_2",851
"2610","paaG_1",851
"2611","tlyA",851
"2612","group_544",851
"2613","group_543",851
"2614","paaE~~~~~~hmp_3",851
"2615","nrdH",851
"2616","putB~~~fadM",851
"2617","group_541",851
"2618","group_540",851
"2619","group_539",851
"2620","group_538",851
"2621","purS",851
"2622","araQ_1",851
"2623","ansP1",851
"2624","group_537",851
"2625","group_536",851
"2626","inhA_2",851
"2627","nagR",851
"2628","ermD",851
"2629","nrdI",851
"2630","group_534",851
"2631","group_533",851
"2632","group_532",851
"2633","group_531",851
"2634","recO",851
"2635","group_530",851
"2636","lpdA_1",851
"2637","group_529",851
"2638","pucA",851
"2639","group_528",851
"2640","pstC1_1~~~pstC1_2~~~pstC1",851
"2641","tadA_3~~~tadA_1",851
"2642","trmH",851
"2643","pyrE_2~~~pyrE_1",851
"2644","group_527",851
"2645","zwf2",851
"2646","argO_1",851
"2647","group_526",851
"2648","xerC_2",851
"2649","group_525",851
"2650","group_524",851
"2651","group_523",851
"2652","group_521",851
"2653","group_520",851
"2654","group_519",851
"2655","relJ",851
"2656","trpA",851
"2657","group_518",851
"2658","mmpL9_1",851
"2659","group_517",851
"2660","group_516",851
"2661","group_515",851
"2662","argD",851
"2663","group_514",851
"2664","oppA",851
"2665","btuD~~~oppC",851
"2666","group_512",851
"2667","group_511",851
"2668","panD",851
"2669","group_509",851
"2670","ppx1",851
"2671","tagU",851
"2672","group_508",851
"2673","stp_2~~~stp_1~~~stp",851
"2674","aldH1",851
"2675","group_507",851
"2676","group_506",851
"2677","group_505",851
"2678","group_504",851
"2679","group_502",851
"2680","acr1",851
"2681","epi",851
"2682","murI",851
"2683","murC",851
"2684","group_501",851
"2685","pimA",851
"2686","glgE",851
"2687","group_499",851
"2688","group_498",851
"2689","group_497",851
"2690","group_496",851
"2691","ppk",851
"2692","rpmE",851
"2693","aspC_2",851
"2694","group_495",851
"2695","gmhA",851
"2696","group_494",851
"2697","group_493",851
"2698","fadA_4",851
"2699","group_492",851
"2700","group_491",851
"2701","group_490",851
"2702","group_489",851
"2703","pyrR",851
"2704","ligA",851
"2705","dinB1_2~~~dinB1_1",851
"2706","lspA",851
"2707","group_487",851
"2708","group_486",851
"2709","group_485",851
"2710","hpt",851
"2711","group_484",851
"2712","ccs1",851
"2713","group_483",851
"2714","group_482",851
"2715","group_481",851
"2716","group_480",851
"2717","ctaD",851
"2718","group_479",851
"2719","group_478",851
"2720","phy",851
"2721","asnB",851
"2722","gloB_3",851
"2723","mptA",851
"2724","group_477",851
"2725","group_476",851
"2726","trpC",851
"2727","group_475",851
"2728","group_474",851
"2729","group_473",851
"2730","group_472",851
"2731","group_471",851
"2732","mazF4",851
"2733","group_470",851
"2734","group_469",851
"2735","cadI",851
"2736","tadA_3",851
"2737","ugpA_2~~~lacF_1",851
"2738","group_468",851
"2739","kimA",851
"2740","citE",851
"2741","group_467",851
"2742","group_466",851
"2743","dus_2~~~dus_1~~~dus",851
"2744","nudL",851
"2745","group_464",851
"2746","mku",851
"2747","group_463",851
"2748","rapZ",851
"2749","group_462",851
"2750","group_461",851
"2751","group_460",851
"2752","group_459",851
"2753","kdpB",851
"2754","ald",851
"2755","ask",851
"2756","group_456",851
"2757","COQ5_2~~~moaA_1~~~moaA_2",851
"2758","group_455",851
"2759","group_452",851
"2760","mftR",851
"2761","folP2",851
"2762","group_450",851
"2763","group_449",851
"2764","pyrF",851
"2765","group_448",851
"2766","group_447",851
"2767","group_446",851
"2768","group_445",851
"2769","group_444",851
"2770","rpsC",851
"2771","group_443",851
"2772","group_442",851
"2773","rsfB",851
"2774","group_441",851
"2775","group_440",851
"2776","group_439",851
"2777","fadJ",851
"2778","ahpE",851
"2779","group_437",851
"2780","group_436",851
"2781","glgX",851
"2782","prmC",851
"2783","group_435",851
"2784","gpsA",851
"2785","group_433",851
"2786","crtB",851
"2787","bmr3",851
"2788","ugpB",851
"2789","group_431",851
"2790","group_429",851
"2791","group_428",851
"2792","group_427",851
"2793","group_426",851
"2794","cdsA",851
"2795","group_424",851
"2796","group_423",851
"2797","ald2~~~drdA",851
"2798","group_422",851
"2799","malQ",851
"2800","thiD",851
"2801","folP1",851
"2802","desA2",851
"2803","ftsH_1",851
"2804","pimC_2~~~pimC~~~pimC_1",851
"2805","group_421",851
"2806","dhbA",851
"2807","ptlF",851
"2808","group_420",851
"2809","sadH_2",851
"2810","group_419",851
"2811","group_418",851
"2812","group_417",851
"2813","pknD_3~~~pknD_2~~~pknD_1",851
"2814","group_416",851
"2815","dap_1",851
"2816","group_415",851
"2817","pstB2_1",851
"2818","group_414",851
"2819","group_413",851
"2820","group_412",851
"2821","prrA",851
"2822","nrdR",851
"2823","group_410",851
"2824","trmL",851
"2825","rseA",851
"2826","group_409",851
"2827","group_408",851
"2828","group_407",851
"2829","group_406",851
"2830","bcpB",851
"2831","ripB_1~~~ripB_2~~~ripB",851
"2832","group_405",851
"2833","group_404",851
"2834","group_403",851
"2835","group_402",851
"2836","group_401",851
"2837","katG",851
"2838","group_400",851
"2839","deaD_2",851
"2840","nadE",851
"2841","group_397",851
"2842","glcB",851
"2843","kynB",851
"2844","sadH_3",851
"2845","group_396",851
"2846","fdhD",851
"2847","group_395",851
"2848","group_393",851
"2849","group_392",851
"2850","group_391",851
"2851","napA",851
"2852","group_388",851
"2853","ddn_2",851
"2854","group_387",851
"2855","mutB_2",851
"2856","corA",851
"2857","group_385",851
"2858","paaZ",851
"2859","group_384",851
"2860","pknD_3~~~pknD_4",851
"2861","hcaB_2",851
"2862","group_383",851
"2863","group_382",851
"2864","ctpB",851
"2865","lcfB_1",851
"2866","pstA1",851
"2867","group_380",851
"2868","argB",851
"2869","group_379",851
"2870","group_378",851
"2871","group_376",851
"2872","cstA",851
"2873","group_373",851
"2874","esxU",851
"2875","glgM",851
"2876","group_372",851
"2877","group_371",851
"2878","ligD_1",851
"2879","group_369",851
"2880","scpA",851
"2881","group_368",851
"2882","group_367",851
"2883","group_364",851
"2884","group_363",851
"2885","gpmA",851
"2886","yqeY",851
"2887","group_361",851
"2888","mntR",851
"2889","vapB4",851
"2890","ftsK",851
"2891","cysQ",851
"2892","COQ5_2",851
"2893","group_360",851
"2894","group_358",851
"2895","cmoB",851
"2896","hemW",851
"2897","uvrD1",851
"2898","metK",851
"2899","group_357",851
"2900","sugB",851
"2901","group_356",851
"2902","group_355",851
"2903","group_354",851
"2904","mas_2~~~mas_1~~~mas",851
"2905","group_353",851
"2906","group_352",851
"2907","lprJ_1",851
"2908","hpaC~~~rutF",851
"2909","group_351",851
"2910","pbpX~~~dap_3",851
"2911","nusB",851
"2912","group_349",851
"2913","group_348",851
"2914","secA2",851
"2915","group_347",851
"2916","group_346",851
"2917","group_345",851
"2918","rpsG",851
"2919","group_344",851
"2920","mmpL3_2",851
"2921","group_343",851
"2922","qcrC",851
"2923","group_342",851
"2924","rbn_1",851
"2925","group_340",851
"2926","rplB",851
"2927","group_338",851
"2928","recA",851
"2929","group_337",851
"2930","group_336",851
"2931","group_335",851
"2932","group_334",851
"2933","group_333",851
"2934","group_332",851
"2935","walR",851
"2936","lppE",851
"2937","pnp",851
"2938","lacF_2",851
"2939","group_331",851
"2940","group_330",851
"2941","group_329",851
"2942","aes_2~~~nlhH_1~~~aes_1",851
"2943","ctpE",851
"2944","group_328",851
"2945","eryA",851
"2946","cinA_1~~~cinA~~~cinA_2",851
"2947","group_325",851
"2948","panB",851
"2949","cutL",851
"2950","group_324",851
"2951","parD1",851
"2952","group_323",851
"2953","group_322",851
"2954","tesB_2",851
"2955","tatA",851
"2956","group_321",851
"2957","caeB_2~~~caeB_1~~~caeB_3",851
"2958","relG",851
"2959","hom",851
"2960","rpsI",851
"2961","group_318",851
"2962","group_317",851
"2963","group_316",851
"2964","group_315",851
"2965","yoaD",851
"2966","group_314",851
"2967","group_313",851
"2968","group_312",851
"2969","group_311",851
"2970","hemE",851
"2971","group_310",851
"2972","group_309",851
"2973","group_308",851
"2974","group_307",851
"2975","group_306",851
"2976","treS",851
"2977","group_305",851
"2978","group_304",851
"2979","group_303",851
"2980","eccD1_2",851
"2981","group_302",851
"2982","group_301",851
"2983","group_300",851
"2984","group_299",851
"2985","group_298",851
"2986","pcaF_1~~~fadA_2",851
"2987","group_297",851
"2988","baeB",851
"2989","ureD",851
"2990","fgd1_2",851
"2991","hcaB_2~~~bacC_1",851
"2992","group_295",851
"2993","group_294",851
"2994","bcp",851
"2995","group_293",851
"2996","rlmB_2",851
"2997","arfC",851
"2998","mftE",851
"2999","group_292",851
"3000","group_291",851
"3001","rimI",851
"3002","metZ",851
"3003","group_290",851
"3004","group_289",851
"3005","nat",851
"3006","group_288",851
"3007","group_287",851
"3008","group_285",851
"3009","uvrB",851
"3010","tesB_1",851
"3011","fpg2",851
"3012","group_283",851
"3013","espG3",851
"3014","group_282",851
"3015","group_281",851
"3016","group_280",851
"3017","sbnA",851
"3018","group_279",851
"3019","group_278",851
"3020","tatC",851
"3021","group_277",851
"3022","era",851
"3023","group_276",851
"3024","group_275",851
"3025","tcrX_3~~~tcrX_1",851
"3026","group_274",851
"3027","group_273",851
"3028","group_272",851
"3029","gpsA2",851
"3030","group_271",851
"3031","mbtL",851
"3032","group_269",851
"3033","group_268",851
"3034","group_267",851
"3035","group_266",851
"3036","group_265",851
"3037","clpC1",851
"3038","group_264",851
"3039","furA",851
"3040","group_263",851
"3041","group_262",851
"3042","mraY",851
"3043","nadC",851
"3044","group_261",851
"3045","rsmI",851
"3046","map",851
"3047","group_260",851
"3048","caiA_4",851
"3049","group_259",851
"3050","group_257",851
"3051","pfkA",851
"3052","ispF",851
"3053","bfr",851
"3054","group_255",851
"3055","group_254",851
"3056","mazE",851
"3057","pepN",851
"3058","group_253",851
"3059","group_252",851
"3060","mmgC_5~~~mmgC_1",851
"3061","group_251",851
"3062","group_250",851
"3063","group_249",851
"3064","group_248",851
"3065","cobH",851
"3066","group_247",851
"3067","fadB2",851
"3068","mmaA1",851
"3069","pip",851
"3070","htpX",851
"3071","group_246",851
"3072","cobS",851
"3073","group_245",851
"3074","group_244",851
"3075","tkt",851
"3076","comEA",851
"3077","group_242",851
"3078","valS",851
"3079","group_241",851
"3080","group_240",851
"3081","group_239",851
"3082","lprN_1~~~lprN_2",851
"3083","lprG",851
"3084","group_238",851
"3085","group_237",851
"3086","tatD",851
"3087","fabR",851
"3088","smpB",851
"3089","arcA",851
"3090","purN",851
"3091","group_236",851
"3092","group_235",851
"3093","group_234",851
"3094","group_233",851
"3095","group_232",851
"3096","ribH",851
"3097","group_231",851
"3098","mog",851
"3099","group_230",851
"3100","accA1_2",851
"3101","accA1_1",851
"3102","group_229",851
"3103","mmgC_4~~~mmgC_5~~~mmgC_2",851
"3104","group_228",851
"3105","egtC_1",851
"3106","dcsG",851
"3107","group_227",851
"3108","ppm1_2",851
"3109","gltA2",851
"3110","group_225",851
"3111","nfdA",851
"3112","group_224",851
"3113","alkA",851
"3114","group_223",851
"3115","group_222",851
"3116","group_221",851
"3117","crcB1",851
"3118","group_220",851
"3119","group_218",851
"3120","group_217",851
"3121","qcrA",851
"3122","group_216",851
"3123","group_215",851
"3124","group_214",851
"3125","polA",851
"3126","group_212",851
"3127","group_211",851
"3128","relK",851
"3129","group_210",851
"3130","xseB",851
"3131","group_209",851
"3132","group_207",851
"3133","group_206",851
"3134","mca",851
"3135","group_205",851
"3136","rlmB",851
"3137","group_203",851
"3138","truA",851
"3139","tesE",851
"3140","group_201",851
"3141","group_200",851
"3142","hemB",851
"3143","group_199",851
"3144","group_198",851
"3145","coaD",851
"3146","group_197",851
"3147","dtd",851
"3148","folA",851
"3149","secE",851
"3150","group_195",851
"3151","recB_2",851
"3152","group_194",851
"3153","group_192",851
"3154","tesA",851
"3155","group_191",851
"3156","group_190",851
"3157","drrB",851
"3158","yhjD",851
"3159","group_189",851
"3160","group_188",851
"3161","yedI",851
"3162","act",851
"3163","dapF",851
"3164","pepE",851
"3165","group_186",851
"3166","tdh",851
"3167","aceE",851
"3168","mmpL7",851
"3169","nadR",851
"3170","group_184",851
"3171","group_183",851
"3172","lpqH",851
"3173","ugpA",851
"3174","sigI",851
"3175","group_182",851
"3176","gcvP",851
"3177","group_181",851
"3178","cbiX",851
"3179","eccB3_2~~~eccB3_1",851
"3180","acn",851
"3181","ilvG_1~~~ilvG_2~~~ilvG",851
"3182","group_179",851
"3183","rpsP",851
"3184","group_178",851
"3185","rpiB",851
"3186","rne",851
"3187","ppa",851
"3188","group_177",851
"3189","group_176",851
"3190","carD",851
"3191","iscU",851
"3192","group_175",851
"3193","group_174",851
"3194","group_173",851
"3195","cmaA1",851
"3196","group_172",851
"3197","cobL",851
"3198","group_171",851
"3199","prcB",851
"3200","dacB",851
"3201","rpmA",851
"3202","rpsT",851
"3203","vapB5",851
"3204","group_170",851
"3205","group_169",851
"3206","glgP",851
"3207","nmtR",851
"3208","dinG_1",851
"3209","group_168",851
"3210","mmpL4_1",851
"3211","group_167",851
"3212","ackA",851
"3213","group_166",851
"3214","mymT",851
"3215","group_165",851
"3216","group_164",851
"3217","group_163",851
"3218","group_161",851
"3219","group_160",851
"3220","group_159",851
"3221","group_158",851
"3222","sauT",851
"3223","mtcA1",851
"3224","group_156",851
"3225","group_155",851
"3226","group_154",851
"3227","group_153",851
"3228","group_152",851
"3229","ptpA",851
"3230","glnE",851
"3231","baiE",851
"3232","group_151",851
"3233","group_150",851
"3234","pepO",851
"3235","menE_2",851
"3236","group_149",851
"3237","group_148",851
"3238","echA8_3",851
"3239","group_146",851
"3240","lepB",851
"3241","group_145",851
"3242","group_144",851
"3243","group_143",851
"3244","group_142",851
"3245","group_141",851
"3246","group_139",851
"3247","apt",851
"3248","cutS~~~coxS",851
"3249","group_138",851
"3250","group_137",851
"3251","glnB",851
"3252","group_136",851
"3253","whiB4",851
"3254","csm2",851
"3255","group_134",851
"3256","group_133",851
"3257","group_131",851
"3258","proC",851
"3259","group_130",851
"3260","group_129",851
"3261","group_128",851
"3262","group_127",851
"3263","group_126",851
"3264","group_125",851
"3265","group_123",851
"3266","group_122",851
"3267","group_121",851
"3268","greA",851
"3269","group_120",851
"3270","group_119",851
"3271","argA",851
"3272","group_117",851
"3273","group_116",851
"3274","group_115",851
"3275","group_114",851
"3276","group_113",851
"3277","group_112",851
"3278","group_111",851
"3279","xerC_1",851
"3280","group_110",851
"3281","group_109",851
"3282","group_108",851
"3283","aftA",851
"3284","group_107",851
"3285","uppS",851
"3286","infC",851
"3287","group_106",851
"3288","lprE",851
"3289","group_105",851
"3290","group_104",851
"3291","group_103",851
"3292","group_101",851
"3293","group_100",851
"3294","relB",851
"3295","mutT2",851
"3296","ftsX",851
"3297","group_99",851
"3298","purC",851
"3299","embC",851
"3300","embA",851
"3301","amiD_1",851
"3302","embB",851
"3303","group_98",851
"3304","ogt",851
"3305","group_97",851
"3306","group_96",851
"3307","group_95",851
"3308","group_94",851
"3309","mmpR5",851
"3310","group_93",851
"3311","group_92",851
"3312","truB",851
"3313","group_90",851
"3314","bluB",851
"3315","group_87",851
"3316","group_86",851
"3317","pdxS",851
"3318","group_85",851
"3319","group_84",851
"3320","group_83",851
"3321","rpoB",851
"3322","car",851
"3323","group_78",851
"3324","group_77",851
"3325","group_76",851
"3326","group_75",851
"3327","dhaA_2",851
"3328","group_74",851
"3329","group_73",851
"3330","group_72",851
"3331","hsaC",851
"3332","espG5",851
"3333","dapA",851
"3334","cutM",851
"3335","sucD",851
"3336","group_70",851
"3337","group_69",851
"3338","group_67",851
"3339","group_66",851
"3340","group_62",851
"3341","group_61",851
"3342","group_60",851
"3343","ephA_1",851
"3344","hcaB_3",851
"3345","pstA2",851
"3346","rdmC",851
"3347","group_59",851
"3348","kgd",851
"3349","mfd",851
"3350","cut3_2",851
"3351","cmaA2",851
"3352","mmuM",851
"3353","rutD_2",851
"3354","group_57",851
"3355","group_56",851
"3356","fabD",851
"3357","group_55",851
"3358","group_54",851
"3359","group_52",851
"3360","tsf",851
"3361","rpsO",851
"3362","group_51",851
"3363","group_50",851
"3364","mshB_2",851
"3365","group_49",851
"3366","group_48",851
"3367","group_47",851
"3368","rpoC",851
"3369","group_46",851
"3370","rbsKrbiA",851
"3371","group_44",851
"3372","group_43",851
"3373","group_42",851
"3374","group_41",851
"3375","eccC3",851
"3376","mmgB",851
"3377","recG",851
"3378","group_38",851
"3379","ilvH",851
"3380","group_37",851
"3381","tsaE",851
"3382","group_36",851
"3383","group_35",851
"3384","atpG",851
"3385","folD",851
"3386","fgd",851
"3387","group_33",851
"3388","eccC5_2",851
"3389","aftD",851
"3390","group_31",851
"3391","mrr",851
"3392","mbtB",851
"3393","group_30",851
"3394","group_29",851
"3395","gtaB",851
"3396","aes_2",851
"3397","cmaC",851
"3398","lgrD",851
"3399","group_27",851
"3400","serB1",851
"3401","ppsE",851
"3402","group_26",851
"3403","group_25",851
"3404","ppnK",851
"3405","group_24",851
"3406","argF",851
"3407","group_21",851
"3408","group_19",851
"3409","ppiB",851
"3410","rihA",851
"3411","group_18",851
"3412","dppB",851
"3413","dagK",851
"3414","hemC",851
"3415","panC",851
"3416","group_17",851
"3417","argR",851
"3418","group_15",851
"3419","group_14",851
"3420","group_13",851
"3421","group_12",851
"3422","group_11",851
"3423","purU",851
"3424","group_10",851
"3425","group_9",851
"3426","cysK1",851
"3427","group_8",851
"3428","group_7",851
"3429","atpF",851
"3430","group_5",851
"3431","lipA",851
"3432","group_4",851
"3433","xerD",851
"3434","group_3",851
"3435","pnbA_2",851
"3436","group_2",851
"3437","group_1",851
"3438","dltA",851
"3439","group_0",851
"3440","group_2332",850
"3441","group_2331",850
"3442","group_2325",850
"3443","group_2305",850
"3444","group_2303",850
"3445","group_2301",850
"3446","group_2295",850
"3447","group_2294",850
"3448","group_2287",850
"3449","group_2285",850
"3450","espL",850
"3451","group_2246",850
"3452","group_2239",850
"3453","group_2193",850
"3454","group_2191",850
"3455","group_2181",850
"3456","group_2086",850
"3457","ppx2",850
"3458","group_2072",850
"3459","group_2063",850
"3460","rfbB",850
"3461","group_2049",850
"3462","secBL",850
"3463","group_2002",850
"3464","mfpA",850
"3465","group_1990",850
"3466","group_1984",850
"3467","group_1959",850
"3468","group_1947",850
"3469","group_1938",850
"3470","group_1936",850
"3471","group_1933",850
"3472","ligC",850
"3473","chp2",850
"3474","group_1895",850
"3475","group_1821",850
"3476","group_1810",850
"3477","group_1711",850
"3478","group_1689",850
"3479","group_1652",850
"3480","group_1637",850
"3481","group_1627",850
"3482","moaA_2~~~moaA1_2",850
"3483","mhpF_1~~~mhpF~~~mhpF_2",850
"3484","group_1604",850
"3485","group_1563",850
"3486","csm4",850
"3487","group_1562",850
"3488","group_1557",850
"3489","group_1532",850
"3490","group_1520",850
"3491","group_1518",850
"3492","group_1507",850
"3493","rocA~~~rocA1",850
"3494","group_1475",850
"3495","group_1458",850
"3496","group_1440",850
"3497","group_1434",850
"3498","group_1430",850
"3499","group_1424",850
"3500","group_1405",850
"3501","group_1399",850
"3502","group_1389",850
"3503","group_1384",850
"3504","group_1375",850
"3505","rtcB",850
"3506","narK_1",850
"3507","kdpE",850
"3508","dmsA~~~torA~~~dorA",850
"3509","group_1316",850
"3510","group_1291",850
"3511","group_1288",850
"3512","group_1283",850
"3513","tcrA",850
"3514","lprJ_2",850
"3515","group_1247",850
"3516","group_1246",850
"3517","group_1234",850
"3518","dnaK_1~~~dnaK_2",850
"3519","hflX",850
"3520","csm3",850
"3521","group_1196",850
"3522","group_1161",850
"3523","group_1156",850
"3524","dxs_2~~~dxs_3",850
"3525","plcA~~~plcB",850
"3526","group_1142",850
"3527","csm5_2~~~csm5_1~~~csm5",850
"3528","urdA",850
"3529","ilvX",850
"3530","group_1081",850
"3531","group_1079",850
"3532","group_1063",850
"3533","group_1049",850
"3534","group_1010",850
"3535","group_963",850
"3536","group_918",850
"3537","group_904",850
"3538","group_891",850
"3539","group_877",850
"3540","bpoC_3",850
"3541","group_855",850
"3542","group_838",850
"3543","group_817",850
"3544","mltG",850
"3545","auaH",850
"3546","group_711",850
"3547","group_709",850
"3548","amiD_2~~~QRSL1",850
"3549","group_668",850
"3550","mazF2",850
"3551","group_601",850
"3552","group_598",850
"3553","group_595",850
"3554","group_577",850
"3555","group_576",850
"3556","group_558",850
"3557","fadB",850
"3558","lpqY",850
"3559","group_513",850
"3560","group_488",850
"3561","fusA",850
"3562","pra~~~~~~cbs",850
"3563","group_425",850
"3564","group_381",850
"3565","group_374",850
"3566","group_370",850
"3567","group_362",850
"3568","group_339",850
"3569","group_326",850
"3570","eccB2_2~~~eccB3_2",850
"3571","cut3_1~~~cut3_2",850
"3572","group_243",850
"3573","yfeW_1~~~dap_1",850
"3574","group_213",850
"3575","group_204",850
"3576","group_196",850
"3577","group_193",850
"3578","group_147",850
"3579","group_118",850
"3580","group_102",850
"3581","group_91",850
"3582","group_68",850
"3583","group_53",850
"3584","group_34",850
"3585","group_23",850
"3586","group_2310",849
"3587","acpP",849
"3588","ndhB",849
"3589","hycE",849
"3590","group_2213",849
"3591","aam",849
"3592","group_2207",849
"3593","group_2167",849
"3594","group_2116",849
"3595","group_2103",849
"3596","pstC2",849
"3597","group_2053",849
"3598","group_2051",849
"3599","group_2014",849
"3600","group_1968",849
"3601","group_1962",849
"3602","group_1894",849
"3603","group_1792",849
"3604","rbpA",849
"3605","group_1633",849
"3606","rpfA_2~~~rpfA",849
"3607","group_1522",849
"3608","kdpB_2~~~ctpF_1~~~ctpF_2~~~ctpF",849
"3609","group_1492",849
"3610","group_1485",849
"3611","group_1462",849
"3612","pxpC",849
"3613","group_1442",849
"3614","kgtP",849
"3615","group_1398",849
"3616","group_1346",849
"3617","group_1299",849
"3618","comM~~~lon",849
"3619","group_1108",849
"3620","group_1106",849
"3621","group_1089",849
"3622","group_1087",849
"3623","vapC5_2",849
"3624","group_1057",849
"3625","group_1019",849
"3626","tagH_2~~~tagH",849
"3627","group_993",849
"3628","group_988",849
"3629","secE2",849
"3630","group_857",849
"3631","rpsD",849
"3632","group_761",849
"3633","decR",849
"3634","group_654",849
"3635","group_617",849
"3636","group_591",849
"3637","group_510",849
"3638","group_454",849
"3639","ispH1_2~~~ispH1_1~~~ispH1",849
"3640","plsB",849
"3641","dasC",849
"3642","group_286",849
"3643","menH",849
"3644","group_39",849
"3645","esxF_1~~~esxF_2",848
"3646","nrdB",848
"3647","esxV",848
"3648","group_1897",848
"3649","group_1564",848
"3650","group_1495",848
"3651","group_1412",848
"3652","group_1351",848
"3653","group_1289",848
"3654","group_1281",848
"3655","group_1261",848
"3656","mutY",848
"3657","group_1179",848
"3658","group_1148",848
"3659","group_1118",848
"3660","group_1067",848
"3661","group_897",848
"3662","group_804",848
"3663","group_799",848
"3664","group_694",848
"3665","group_359",848
"3666","esxJ_1",848
"3667","group_40",848
"3668","group_22",848
"3669","group_2008",847
"3670","cas2",847
"3671","group_1537",847
"3672","cas1_1~~~cas1~~~cas1_2",847
"3673","group_1255",847
"3674","group_876",847
"3675","group_773",847
"3676","group_430",847
"3677","group_89",847
"3678","group_2299",846
"3679","group_2292",846
"3680","group_2281",846
"3681","group_2261",846
"3682","esxC",846
"3683","eccC5_2~~~eccC5_1",846
"3684","group_2232",846
"3685","eccB2_2~~~eccB2_1~~~eccB2",846
"3686","group_2227",846
"3687","group_2135",846
"3688","egtE",846
"3689","group_1250",846
"3690","group_1222",846
"3691","group_808",846
"3692","group_672",846
"3693","gsiA",846
"3694","esxO~~~esxN_2",846
"3695","group_399",846
"3696","group_187",846
"3697","eccC_2~~~eccC5_2~~~eccC_1",845
"3698","esxD_1~~~esxD_2~~~esxD",845
"3699","eccD2",845
"3700","group_1517",845
"3701","pknH_1~~~pknH_2~~~pknD_3",845
"3702","agaA",845
"3703","group_1306",845
"3704","amt",845
"3705","group_1278",845
"3706","group_600",845
"3707","group_453",845
"3708","pknA",844
"3709","group_1415",844
"3710","group_411",844
"3711","group_208",844
"3712","group_2282",843
"3713","mmpL4_2~~~~~~mmpL2_1",843
"3714","group_1612",843
"3715","group_1584",843
"3716","group_1244",843
"3717","group_1197",843
"3718","group_1034",843
"3719","group_934",843
"3720","wbbL2",843
"3721","group_607",843
"3722","group_500",843
"3723","pafA_1",842
"3724","group_1511",842
"3725","dhaA_3~~~dhaA_2~~~oleB_2",842
"3726","pra",841
"3727","group_1364",841
"3728","group_833",841
"3729","lppA_2~~~lppA",840
"3730","papA3",840
"3731","group_1636",839
"3732","group_1239",839
"3733","group_2249",838
"3734","group_765",838
"3735","lppA_2",838
"3736","group_1181",836
"3737","hisB_2~~~hisB_1",834
"3738","group_377",833
"3739","vgb",831
"3740","group_1381",830
"3741","group_2083",829
"3742","acrC_2",829
"3743","group_1608",829
"3744","group_1500",829
"3745","group_1478",829
"3746","group_1350",829
"3747","budC",829
"3748","group_728",829
"3749","group_432",829
"3750","tpx",829
"3751","moaC1_2~~~moaC1_3",828
"3752","group_1213",828
"3753","group_671",828
"3754","group_2005",823
"3755","group_1793",823
"3756","group_1769",823
"3757","group_1715",823
"3758","lppA_1~~~lppA_3",823
"3759","group_1429",823
"3760","rsfA_2",823
"3761","group_1192",823
"3762","group_985",823
"3763","group_983",823
"3764","group_845",823
"3765","group_786",823
"3766","lprF",823
"3767","group_682",823
"3768","group_641",823
"3769","group_596",823
"3770","group_593",823
"3771","group_386",823
"3772","group_157",823
"3773","group_1447",821
"3774","group_135",810
"3775","citA",810
"3776","tyrA",804
"3777","argD_2~~~leuA",801
"3778","group_1730",798
"3779","group_1873",795
"3780","group_1606",790
"3781","group_20",787
"3782","dorA",768
"3783","group_1596",766
"3784","group_1401",764
"3785","group_80",761
"3786","group_1387",760
"3787","group_1704",739
"3788","mhpE",738
"3789","group_1274",727
"3790","group_1620",709
"3791","group_389",708
"3792","group_1722",703
