Run,Assay Type,BioSample,Center Name,Consent,Experiment,Instrument,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,SRA Study,BioProject,Bytes,DATASTORE filetype,DATASTORE provider,DATASTORE region,AvgSpotLen,Bases,Host,Collection_Date,BioSampleModel,isolate,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,isolation_source,strain,collected_by,lat_lon,host_disease,ENA-FIRST-PUBLIC (run),ENA-LAST-UPDATE (run),sample_type,AssemblyName,sample_name,INSDC_center_name,INSDC_first_public,INSDC_last_update,INSDC_status,SRA_accession,title,Alias,INSDC_center_alias,ENA_CHECKLIST,subject_id,Biomaterial_provider,ENA-FIRST-PUBLIC,ENA-LAST-UPDATE,spoligotype,ArrayExpress-SPECIES,Genotype,VNTR,host_description,forward_read_length (run),MD5_checksum2 (run),MD5_checksum (run),reverse_read_length (run),REA,external_id,Submitter_Id,passage_history,identified_by,samp_size,common_name,lab_host,host_sex,geographic_location_(country_and/or_sea),host_health_state,host_scientific_name,Host_Age,host_tissue_sampled,doi_location,Description,env_biome,specific_host,env_feature,env_material,isol_growth_condt,num_replicons,ref_biomaterial,accession (run),object_status (run),study (run),analysis_type (exp),analysis_type (run),flowcell_barcode (run),gssr_id (exp),gssr_id (run),instrument_name (run),isolation-source,lane (run),library_type (exp)
SRR1792438,WGS,SAMN03300796,USDA-NVSL-DBL,public,SRX868100,Illumina MiSeq,250: 13-5712,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis variant bovis,ILLUMINA,2015-03-11T00:00:00Z,13-5712,SRP053287,PRJNA251692,500630985,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",448,765316423,Cattle,2013,Pathogen.cl,MB747,Mexico,North America,Mexico,Tissue,13-5712,Not Collected,Not Collected,Bovine Tuberculosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR1792439,WGS,SAMN03300797,USDA-NVSL-DBL,public,SRX868101,Illumina MiSeq,250: 13-5783,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis variant bovis,ILLUMINA,2015-03-11T00:00:00Z,13-5783,SRP053287,PRJNA251692,433154003,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",450,651426117,Cattle,2013,Pathogen.cl,MB748,USA,North America,USA:MI,Tissue,13-5783,Not Collected,Not Collected,Bovine Tuberculosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR1792440,WGS,SAMN03300798,USDA-NVSL-DBL,public,SRX868102,Illumina MiSeq,250: 13-6216,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis variant bovis,ILLUMINA,2015-03-11T00:00:00Z,13-6216,SRP053287,PRJNA251692,547583611,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",467,824732075,Cattle,2013,Pathogen.cl,MB749,USA,North America,USA:MI,Tissue,13-6216,Not Collected,Not Collected,Bovine Tuberculosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR1792441,WGS,SAMN03300799,USDA-NVSL-DBL,public,SRX868103,Illumina MiSeq,250: 13-6626,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis variant bovis,ILLUMINA,2015-03-11T00:00:00Z,13-6626,SRP053287,PRJNA251692,447652312,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",467,688979655,Cattle,2013,Pathogen.cl,MB750,Mexico,North America,Mexico,Tissue,13-6626,Not Collected,Not Collected,Bovine Tuberculosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR1792442,WGS,SAMN03300800,USDA-NVSL-DBL,public,SRX868104,Illumina MiSeq,250: 13-6769,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis variant bovis,ILLUMINA,2015-03-11T00:00:00Z,13-6769,SRP053287,PRJNA251692,333879223,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",454,477508615,Cattle,2013,Pathogen.cl,MB751,USA,North America,USA:CA,Tissue,13-6769,Not Collected,Not Collected,Bovine Tuberculosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR1792443,WGS,SAMN03300801,USDA-NVSL-DBL,public,SRX868105,Illumina MiSeq,250: 13-6884,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis variant bovis,ILLUMINA,2015-03-11T00:00:00Z,13-6884,SRP053287,PRJNA251692,414823297,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",433,601695706,Cattle,2013,Pathogen.cl,MB752,USA,North America,USA:TX,Tissue,13-6884,Not Collected,Not Collected,Bovine Tuberculosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR1792444,WGS,SAMN03300802,USDA-NVSL-DBL,public,SRX868106,Illumina MiSeq,250: 13-7000,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis variant bovis,ILLUMINA,2015-03-11T00:00:00Z,13-7000,SRP053287,PRJNA251692,405275772,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",448,630763010,Cattle,2013,Pathogen.cl,MB753,USA,North America,USA:NE,Tissue,13-7000,Not Collected,Not Collected,Bovine Tuberculosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR1792445,WGS,SAMN03300803,USDA-NVSL-DBL,public,SRX868107,Illumina MiSeq,250: 13-7459,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis variant bovis,ILLUMINA,2015-03-11T00:00:00Z,13-7459,SRP053287,PRJNA251692,134580808,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",463,236705618,Cattle,2013,Pathogen.cl,MB754,Mexico,North America,Mexico,Tissue,13-7459,Not Collected,Not Collected,Bovine Tuberculosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR1792446,WGS,SAMN03300804,USDA-NVSL-DBL,public,SRX868108,Illumina MiSeq,250: 13-7506,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis variant bovis,ILLUMINA,2015-03-11T00:00:00Z,13-7506,SRP053287,PRJNA251692,90163159,5,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",471,164913646,Cattle,2013,Pathogen.cl,MB755,USA,North America,USA:ND,Tissue,13-7506,Not Collected,Not Collected,Bovine Tuberculosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR1792447,WGS,SAMN03300805,USDA-NVSL-DBL,public,SRX868109,Illumina MiSeq,250: 13-7528,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis variant bovis,ILLUMINA,2015-03-11T00:00:00Z,13-7528,SRP053287,PRJNA251692,474447228,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",426,751812282,Cattle,2013,Pathogen.cl,MB756,Mexico,North America,Mexico,Tissue,13-7528,Not Collected,Not Collected,Bovine Tuberculosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR1792448,WGS,SAMN03300806,USDA-NVSL-DBL,public,SRX868110,Illumina MiSeq,250: 13-7725,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis variant bovis,ILLUMINA,2015-03-11T00:00:00Z,13-7725,SRP053287,PRJNA251692,232701563,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",465,379162291,Cattle,2013,Pathogen.cl,MB757,USA,North America,USA:UT,Tissue,13-7725,Not Collected,Not Collected,Bovine Tuberculosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR1792449,WGS,SAMN03300807,USDA-NVSL-DBL,public,SRX868111,Illumina MiSeq,250: 13-8025,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis variant bovis,ILLUMINA,2015-03-11T00:00:00Z,13-8025,SRP053287,PRJNA251692,357383949,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",431,554125067,Cattle,2013,Pathogen.cl,MB758,Mexico,North America,Mexico,Tissue,13-8025,Not Collected,Not Collected,Bovine Tuberculosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR1792450,WGS,SAMN03300808,USDA-NVSL-DBL,public,SRX868112,Illumina MiSeq,250: 13-8046,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis variant bovis,ILLUMINA,2015-03-11T00:00:00Z,13-8046,SRP053287,PRJNA251692,397616574,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",444,674788093,Cattle,2013,Pathogen.cl,MB759,USA,North America,USA:ND,Tissue,13-8046,Not Collected,Not Collected,Bovine Tuberculosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR1792451,WGS,SAMN03300809,USDA-NVSL-DBL,public,SRX868113,Illumina MiSeq,250: 14-0065,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis variant bovis,ILLUMINA,2015-03-11T00:00:00Z,14-0065,SRP053287,PRJNA251692,168322823,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",484,269669511,Cattle,2014,Pathogen.cl,MB760,USA,North America,USA:MI,Tissue,14-0065,Not Collected,Not Collected,Bovine Tuberculosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR1792455,WGS,SAMN03300813,USDA-NVSL-DBL,public,SRX868117,Illumina MiSeq,250: 14-0784,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis variant bovis,ILLUMINA,2015-03-11T00:00:00Z,14-0784,SRP053287,PRJNA251692,269299231,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",484,446561801,Cattle,2014,Pathogen.cl,MB764,USA,North America,USA:WI,Tissue,14-0784,Not Collected,Not Collected,Bovine Tuberculosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR1792456,WGS,SAMN03300814,USDA-NVSL-DBL,public,SRX868118,Illumina MiSeq,250: 14-0926,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis variant bovis,ILLUMINA,2015-03-11T00:00:00Z,14-0926,SRP053287,PRJNA251692,394857922,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",479,675640407,Cattle,2014,Pathogen.cl,MB765,USA,North America,USA:MI,Tissue,14-0926,Not Collected,Not Collected,Bovine Tuberculosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR1792458,WGS,SAMN03300816,USDA-NVSL-DBL,public,SRX868120,Illumina MiSeq,250: 14-1593,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis variant bovis,ILLUMINA,2015-03-11T00:00:00Z,14-1593,SRP053287,PRJNA251692,381542566,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",479,560283231,Cattle,2014,Pathogen.cl,MB767,USA,North America,USA:MI,Tissue,14-1593,Not Collected,Not Collected,Bovine Tuberculosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR1792464,WGS,SAMN03300822,USDA-NVSL-DBL,public,SRX868126,Illumina MiSeq,250: 14-2111,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis variant bovis,ILLUMINA,2015-03-11T00:00:00Z,14-2111,SRP053287,PRJNA251692,366276449,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",474,585883503,Cattle,2014,Pathogen.cl,MB773,USA,North America,USA:MI,Tissue,14-2111,Not Collected,Not Collected,Bovine Tuberculosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR1792465,WGS,SAMN03300823,USDA-NVSL-DBL,public,SRX868127,Illumina MiSeq,250: 14-2239,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis variant bovis,ILLUMINA,2015-03-11T00:00:00Z,14-2239,SRP053287,PRJNA251692,295798778,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",476,449768022,Cattle,2014,Pathogen.cl,MB774,USA,North America,USA:MI,Tissue,14-2239,Not Collected,Not Collected,Bovine Tuberculosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR1792467,WGS,SAMN03300825,USDA-NVSL-DBL,public,SRX868129,Illumina MiSeq,250: 14-2479,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis variant bovis,ILLUMINA,2015-03-11T00:00:00Z,14-2479,SRP053287,PRJNA251692,266603385,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",473,433615251,Cattle,2014,Pathogen.cl,MB776,USA,North America,USA:MI,Tissue,14-2479,Not Collected,Not Collected,Bovine Tuberculosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR1792468,WGS,SAMN03300826,USDA-NVSL-DBL,public,SRX868130,Illumina MiSeq,250: 14-2480,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis variant bovis,ILLUMINA,2015-03-11T00:00:00Z,14-2480,SRP053287,PRJNA251692,282673189,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",475,461966664,Cattle,2014,Pathogen.cl,MB777,USA,North America,USA:MI,Tissue,14-2480,Not Collected,Not Collected,Bovine Tuberculosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR1792469,WGS,SAMN03300827,USDA-NVSL-DBL,public,SRX868131,Illumina MiSeq,250: 14-2481,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis variant bovis,ILLUMINA,2015-03-11T00:00:00Z,14-2481,SRP053287,PRJNA251692,278439815,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",476,438607093,Cattle,2014,Pathogen.cl,MB778,USA,North America,USA:MI,Tissue,14-2481,Not Collected,Not Collected,Bovine Tuberculosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR1792470,WGS,SAMN03300828,USDA-NVSL-DBL,public,SRX868132,Illumina MiSeq,250: 14-2737,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis variant bovis,ILLUMINA,2015-03-11T00:00:00Z,14-2737,SRP053287,PRJNA251692,98323749,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",424,194950984,Cattle,2014,Pathogen.cl,MB779,USA,North America,USA:MI,Tissue,14-2737,Not Collected,Not Collected,Bovine Tuberculosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR1792471,WGS,SAMN03300829,USDA-NVSL-DBL,public,SRX868133,Illumina MiSeq,250: 14-2738,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis variant bovis,ILLUMINA,2015-03-11T00:00:00Z,14-2738,SRP053287,PRJNA251692,310869995,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",469,495745851,Cattle,2014,Pathogen.cl,MB780,USA,North America,USA:MI,Tissue,14-2738,Not Collected,Not Collected,Bovine Tuberculosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR6467888,WGS,SAMN08321034,OLANDR'S SHARED SUBMISSIONS,public,SRX3557811,PacBio RS II,MBWGS070_Pb,SINGLE,RANDOM,GENOMIC,Mycobacterium tuberculosis variant bovis,PACBIO_SMRT,2018-03-07T00:00:00Z,2002-0476,SRP129014,PRJNA428763,866348320,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",7459,1249703651,Bos taurus,2002,Pathogen.cl,,Canada,North America,Canada:ON,tissue,2002/0476,not collected,not collected,Bovine tuberculosis,,,,,,,,,,,,,,,,,,,,,SB0265-MLVA 2-2-3-3-2-2-3-3-2-2-5-3-4-3-4-2-5-3-3-3-2-4-1-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR6467889,WGS,SAMN08321034,OLANDR'S SHARED SUBMISSIONS,public,SRX3557810,Illumina HiSeq 2000,MBWGS070_Il,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis variant bovis,ILLUMINA,2018-03-07T00:00:00Z,2002-0476,SRP129014,PRJNA428763,434030481,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",200,907126000,Bos taurus,2002,Pathogen.cl,,Canada,North America,Canada:ON,tissue,2002/0476,not collected,not collected,Bovine tuberculosis,,,,,,,,,,,,,,,,,,,,,SB0265-MLVA 2-2-3-3-2-2-3-3-2-2-5-3-4-3-4-2-5-3-3-3-2-4-1-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR6467892,WGS,SAMN08321029,OLANDR'S SHARED SUBMISSIONS,public,SRX3557807,PacBio RS II,MBWGS007_Pb,SINGLE,RANDOM,GENOMIC,Mycobacterium tuberculosis variant bovis,PACBIO_SMRT,2018-03-07T00:00:00Z,2008-0665,SRP129014,PRJNA428763,259067996,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2414,373779144,Bos taurus,2008,Pathogen.cl,,Canada,North America,Canada:MB,tissue,2008/0665,not collected,not collected,Bovine tuberculosis,,,,,,,,,,,,,,,,,,,,,SB1071-MLVA 2-2-5-2-2-2-2-3-2-4-9-3-4-5-4-2-6-3-3-3-2-4-1-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR6467893,WGS,SAMN08321029,OLANDR'S SHARED SUBMISSIONS,public,SRX3557806,Illumina HiSeq 2000,MBWGS007_Il,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis variant bovis,ILLUMINA,2018-03-07T00:00:00Z,2008-0665,SRP129014,PRJNA428763,1783507495,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",200,4202050200,Bos taurus,2008,Pathogen.cl,,Canada,North America,Canada:MB,tissue,2008/0665,not collected,not collected,Bovine tuberculosis,,,,,,,,,,,,,,,,,,,,,SB1071-MLVA 2-2-5-2-2-2-2-3-2-4-9-3-4-5-4-2-6-3-3-3-2-4-1-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR6467884,WGS,SAMN08321046,OLANDR'S SHARED SUBMISSIONS,public,SRX3557815,PacBio RS II,MBWGS124_Pb,SINGLE,RANDOM,GENOMIC,Mycobacterium tuberculosis variant bovis,PACBIO_SMRT,2018-03-07T00:00:00Z,2011-0565,SRP129014,PRJNA428763,735209223,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",7067,1063463509,Bos taurus,2011,Pathogen.cl,,Canada,North America,Canada:BC,tissue,2011/0565,not collected,not collected,Bovine tuberculosis,,,,,,,,,,,,,,,,,,,,,SB0673-MLVA 2-2-5-3-2-2-2-3-2-4-7-3-4-5-4-2-5-3-3-3-2-4-1-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR6467885,WGS,SAMN08321046,OLANDR'S SHARED SUBMISSIONS,public,SRX3557814,Illumina MiSeq,MBWGS124_Il,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis variant bovis,ILLUMINA,2018-03-07T00:00:00Z,2011-0565,SRP129014,PRJNA428763,389363923,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",484,629847766,Bos taurus,2011,Pathogen.cl,,Canada,North America,Canada:BC,tissue,2011/0565,not collected,not collected,Bovine tuberculosis,,,,,,,,,,,,,,,,,,,,,SB0673-MLVA 2-2-5-3-2-2-2-3-2-4-7-3-4-5-4-2-5-3-3-3-2-4-1-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR1792477,WGS,SAMN03300835,USDA-NVSL-DBL,public,SRX868139,Illumina MiSeq,250: 91-4755,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis variant bovis,ILLUMINA,2015-03-11T00:00:00Z,91-4755,SRP053287,PRJNA251692,215219377,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",472,359604646,Cattle,1991,Pathogen.cl,MB786,USA,North America,USA:TX,Tissue,91-4755,Not Collected,Not Collected,Bovine Tuberculosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR1792483,WGS,SAMN03300841,USDA-NVSL-DBL,public,SRX868145,Illumina MiSeq,250: 94-0568,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis variant bovis,ILLUMINA,2015-03-11T00:00:00Z,94-0568,SRP053287,PRJNA251692,414263947,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",455,634825518,Cattle,1994,Pathogen.cl,MB792,USA,North America,USA:MI,Tissue,94-0568,Not Collected,Not Collected,Bovine Tuberculosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR1792485,WGS,SAMN03300843,USDA-NVSL-DBL,public,SRX868147,Illumina MiSeq,250: 94-1195,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis variant bovis,ILLUMINA,2015-03-11T00:00:00Z,94-1195,SRP053287,PRJNA251692,561184701,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",457,819832697,Cattle,1994,Pathogen.cl,MB794,USA,North America,USA:TX,Tissue,94-1195,Not Collected,Not Collected,Bovine Tuberculosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR1792487,WGS,SAMN03300845,USDA-NVSL-DBL,public,SRX868149,Illumina MiSeq,250: 94-5053,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis variant bovis,ILLUMINA,2015-03-11T00:00:00Z,94-5053,SRP053287,PRJNA251692,241510326,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",437,440752830,Cattle,1994,Pathogen.cl,MB796,USA,North America,USA:VA,Tissue,94-5053,Not Collected,Not Collected,Bovine Tuberculosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR1792490,WGS,SAMN03300848,USDA-NVSL-DBL,public,SRX868152,Illumina MiSeq,250: 96-0487,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis variant bovis,ILLUMINA,2015-03-11T00:00:00Z,96-0487,SRP053287,PRJNA251692,435416619,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",455,599653888,Cattle,1996,Pathogen.cl,MB799,USA,North America,USA:NM,Tissue,96-0487,Not Collected,Not Collected,Bovine Tuberculosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR1792491,WGS,SAMN03300849,USDA-NVSL-DBL,public,SRX868153,Illumina MiSeq,250: 96-3239,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis variant bovis,ILLUMINA,2015-03-11T00:00:00Z,96-3239,SRP053287,PRJNA251692,790674828,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",453,1006608738,Cattle,1996,Pathogen.cl,MB800,USA,North America,USA:TX,Tissue,96-3239,Not Collected,Not Collected,Bovine Tuberculosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR1792494,WGS,SAMN03300852,USDA-NVSL-DBL,public,SRX868156,Illumina MiSeq,250: 97-2516,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis variant bovis,ILLUMINA,2015-03-11T00:00:00Z,97-2516,SRP053287,PRJNA251692,310611507,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",460,410434271,Cattle,1997,Pathogen.cl,MB803,USA,North America,USA:HI,Tissue,97-2516,Not Collected,Not Collected,Bovine Tuberculosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR1792501,WGS,SAMN03300859,USDA-NVSL-DBL,public,SRX868163,Illumina MiSeq,250: 98-2322,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis variant bovis,ILLUMINA,2015-03-11T00:00:00Z,98-2322,SRP053287,PRJNA251692,418696269,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",455,633072030,Cattle,1998,Pathogen.cl,MB810,USA,North America,USA:MI,Tissue,98-2322,Not Collected,Not Collected,Bovine Tuberculosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR1792502,WGS,SAMN03300860,USDA-NVSL-DBL,public,SRX868164,Illumina MiSeq,250: 99-0380,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis variant bovis,ILLUMINA,2015-03-11T00:00:00Z,99-0380,SRP053287,PRJNA251692,653188407,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",470,1064876202,Cattle,1999,Pathogen.cl,MB811,USA,North America,USA:TX,Tissue,99-0380,Not Collected,Not Collected,Bovine Tuberculosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR1792503,WGS,SAMN03300861,USDA-NVSL-DBL,public,SRX868165,Illumina MiSeq,250: 99-1263,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis variant bovis,ILLUMINA,2015-03-11T00:00:00Z,99-1263,SRP053287,PRJNA251692,453702002,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",469,641228337,Cattle,1999,Pathogen.cl,MB812,USA,North America,USA:MI,Tissue,99-1263,Not Collected,Not Collected,Bovine Tuberculosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
