qseqid,sseqid,pident,length,mismatch,gapopen,qstart,qend,sstart,send,evalue,bitscore
aes_2~~~nlhH_1~~~aes_1,NC_002945.4,100,909,0,0,1,909,261056,260148,0,1679
group_329,NC_002945.4,100,243,0,0,1,243,938348,938590,3.67E-127,449
group_330,NC_002945.4,100,957,0,0,1,957,826461,825505,0,1768
group_331,NC_002945.4,100,1263,0,0,1,1263,1603037,1601775,0,2333
lacF_2,NC_002945.4,100,903,0,0,1,903,2274854,2273952,0,1668
pnp,NC_002945.4,99.96,2475,1,0,1,2475,3053774,3051300,0,4566
lppE,NC_002945.4,100,423,0,0,1,423,2126949,2126527,0,782
walR,NC_002945.4,100,702,0,0,1,702,3154377,3155078,0,1297
group_332,NC_002945.4,100,489,0,0,1,489,294330,294818,0,904
dasC,NC_002945.4,100,828,0,0,1,828,3102297,3101470,0,1530
group_333,NC_002945.4,100,1140,0,0,1,1140,3425506,3426645,0,2106
group_334,NC_002945.4,100,303,0,0,1,303,3428269,3428571,2.06E-160,560
group_335,NC_002945.4,100,759,0,0,1,759,1683121,1682363,0,1402
group_336,NC_002945.4,100,597,0,0,1,597,1378098,1377502,0,1103
group_337,NC_002945.4,98.394,436,0,1,1,429,2145054,2145489,0,760
pbpA,NC_002945.4,100,1476,0,0,1,1476,20233,18758,0,2726
group_343,NC_002945.4,100,447,0,0,1,447,1753528,1753974,0,826
ddn_1,NC_002945.4,100,516,0,0,1,516,3507944,3508459,0,953
group_344,NC_002945.4,100,1065,0,0,1,1065,1031043,1029979,0,1967
group_345,NC_002945.4,100,1206,0,0,1,1206,1998826,2000031,0,2228
pbpX~~~dap_3,NC_002945.4,100,1116,0,0,1,1116,2170112,2171227,0,2061
group_2278,NC_002945.4,99.73,740,2,0,29,768,79532,80271,0,1356
group_2278,NC_002945.4,96.078,51,2,0,718,768,3043452,3043502,1.44E-16,84.2
group_351,NC_002945.4,100,924,0,0,1,924,3399932,3399009,0,1707
hpaC~~~rutF,NC_002945.4,100,579,0,0,1,579,3327441,3326863,0,1070
lprJ_1,NC_002945.4,100,420,0,0,1,420,1905242,1905661,0,776
ravA,NC_002945.4,99.796,979,1,1,1,978,3495568,3494590,0,1796
group_352,NC_002945.4,100,1239,0,0,1,1239,1020431,1019193,0,2289
group_353,NC_002945.4,100,1587,0,0,1,1587,1607102,1608688,0,2931
mas_2~~~mas_1~~~mas,NC_002945.4,100,6336,0,0,1,6336,3243700,3237365,0,11701
mas_2~~~mas_1~~~mas,NC_002945.4,73.945,2180,496,57,4088,6231,1712744,1710601,0,813
mas_2~~~mas_1~~~mas,NC_002945.4,73.508,1827,456,22,4011,5823,4236259,4234447,0,667
group_2179,NC_002945.4,100,933,0,0,1,933,3659271,3658339,0,1724
group_354,NC_002945.4,100,400,0,0,3,402,470633,471032,0,739
nimR,NC_002945.4,100,792,0,0,1,792,4247552,4248343,0,1463
metK,NC_002945.4,99.917,1212,1,0,1,1212,1567913,1569124,0,2233
cmoB,NC_002945.4,100,726,0,0,1,726,3268491,3267766,0,1341
hemW,NC_002945.4,100,1173,0,0,1,1173,2655669,2654497,0,2167
group_358,NC_002945.4,100,639,0,0,1,639,1237494,1236856,0,1181
group_359,NC_002945.4,100,876,0,0,1,876,2696777,2695902,0,1618
group_360,NC_002945.4,100,378,0,0,1,378,2116491,2116114,0,699
COQ5_2,NC_002945.4,100,1044,0,0,1,1044,1706075,1707118,0,1929
cysQ,NC_002945.4,100,804,0,0,1,804,2378129,2377326,0,1485
vapB4,NC_002945.4,100,258,0,0,1,258,696730,696473,1.80E-135,477
nuoG,NC_002945.4,100,2421,0,0,1,2421,3476267,3478687,0,4471
mntR,NC_002945.4,100,687,0,0,1,687,3057920,3058606,0,1269
group_361,NC_002945.4,100,390,0,0,1,390,3353784,3354173,0,721
yqeY,NC_002945.4,100,465,0,0,1,465,4072116,4071652,0,859
gpmA,NC_002945.4,100,771,0,0,1,771,579426,580196,0,1424
group_362,NC_002945.4,99.93,1422,1,0,1,1422,2523469,2524890,0,2621
group_363,NC_002945.4,100,606,0,0,1,606,1251334,1250729,0,1120
group_364,NC_002945.4,100,822,0,0,1,822,3685390,3686211,0,1519
group_367,NC_002945.4,100,621,0,0,1,621,3161704,3161084,0,1147
sap_2,NC_002945.4,100,798,0,0,1,798,4226574,4227371,0,1474
cshA~~~deaD_1,NC_002945.4,99.937,1584,1,0,1,1584,3546750,3548333,0,2920
group_370,NC_002945.4,100,828,0,0,1,828,788868,789695,0,1530
group_370,NC_002945.4,97.297,37,1,0,290,326,3024082,3024118,2.03E-10,63.9
group_371,NC_002945.4,99.927,1372,0,1,1,1371,3276223,3274852,0,2527
group_372,NC_002945.4,100,1032,0,0,1,1032,689275,690306,0,1906
glgM,NC_002945.4,100,1164,0,0,1,1164,1356936,1355773,0,2150
esxU,NC_002945.4,100,432,0,0,1,432,3815492,3815061,0,798
group_373,NC_002945.4,98.765,162,2,0,1,162,623432,623271,5.42E-79,289
group_374,NC_002945.4,100,300,0,0,1,300,2042936,2043235,9.50E-159,555
group_375,NC_002945.4,99.817,547,1,0,90,636,726821,727367,0,1005
group_375,NC_002945.4,100,97,0,0,1,97,725139,725043,1.47E-45,180
tdh_1~~~qorA_1,NC_002945.4,99.914,1162,0,1,1,1161,3467616,3468777,0,2139
argB,NC_002945.4,100,885,0,0,1,885,1857637,1858521,0,1635
pstA1,NC_002945.4,99.894,1886,0,1,1,1884,1036493,1038378,0,3470
lcfB_1,NC_002945.4,100,1683,0,0,1,1683,322892,324574,0,3109
group_381,NC_002945.4,100,369,0,0,1,369,3730590,3730958,0,682
group_382,NC_002945.4,100,372,0,0,1,372,480808,481179,0,688
group_2193,NC_002945.4,99.822,561,0,1,1,561,3518506,3519065,0,1029
pknD_3~~~pknD_4,NC_002945.4,100,927,0,0,1,927,3908488,3909414,0,1712
group_384,NC_002945.4,100,1065,0,0,1,1065,3906076,3907140,0,1967
paaZ,NC_002945.4,100,558,0,0,1,558,2784938,2784381,0,1031
group_385,NC_002945.4,99.942,1731,1,0,1,1731,1258724,1260454,0,3192
group_386,NC_002945.4,99.898,982,0,1,1,981,1547099,1548080,0,1807
corA,NC_002945.4,99.909,1101,1,0,1,1101,1384314,1383214,0,2028
group_387,NC_002945.4,100,834,0,0,1,834,2435524,2434691,0,1541
group_2196,NC_002945.4,100,1080,0,0,1,1080,3450286,3451365,0,1995
ddn_2,NC_002945.4,100,456,0,0,1,456,3934472,3934927,0,843
group_388,NC_002945.4,99.718,355,0,1,1,354,1215458,1215812,0,649
group_389,NC_002945.4,99.85,666,1,0,1,666,2423392,2422727,0,1225
group_389,NC_002945.4,99.85,666,1,0,1,666,2694037,2693372,0,1225
group_390,NC_002945.4,100,534,0,0,1,534,1170614,1171147,0,987
group_390,NC_002945.4,100,534,0,0,1,534,1343166,1342633,0,987
group_390,NC_002945.4,100,534,0,0,1,534,2800297,2799764,0,987
group_390,NC_002945.4,100,534,0,0,1,534,3342880,3342347,0,987
group_390,NC_002945.4,100,534,0,0,1,534,3443124,3443657,0,987
group_390,NC_002945.4,100,70,0,0,1,70,2944676,2944745,1.25E-30,130
group_391,NC_002945.4,100,1119,0,0,1,1119,4040972,4039854,0,2067
group_393,NC_002945.4,100,165,0,0,1,165,3801303,3801139,5.49E-84,305
group_395,NC_002945.4,99.07,645,0,1,1,645,883903,883265,0,1153
group_396,NC_002945.4,100,198,0,0,1,198,705917,705720,3.03E-102,366
group_400,NC_002945.4,100,1185,0,0,1,1185,1923628,1922444,0,2189
group_400,NC_002945.4,79.093,507,89,15,113,612,3162944,3162448,2.02E-91,333
group_400,NC_002945.4,78.947,171,32,4,419,587,1340937,1341105,2.86E-25,113
group_400,NC_002945.4,78.947,171,32,4,419,587,1535767,1535599,2.86E-25,113
group_400,NC_002945.4,82.178,101,14,4,123,221,1265513,1265415,2.24E-16,84.2
group_400,NC_002945.4,86.792,53,7,0,182,234,3920008,3919956,3.78E-09,60.2
group_397,NC_002945.4,99.939,1635,0,1,1,1635,2431880,2433513,0,3013
deaD_2,NC_002945.4,99.944,1779,1,0,1,1779,1401155,1402933,0,3280
group_401,NC_002945.4,100,435,0,0,1,435,1678096,1678530,0,804
group_402,NC_002945.4,100,357,0,0,1,357,1679707,1680063,0,660
group_403,NC_002945.4,100,738,0,0,1,738,2487031,2486294,0,1363
group_404,NC_002945.4,99.927,1362,1,0,1,1362,2122633,2123994,0,2510
group_405,NC_002945.4,100,324,0,0,1,324,2137166,2137489,4.70E-172,599
ripB_1~~~ripB_2~~~ripB,NC_002945.4,100,726,0,0,1,726,1669574,1670299,0,1341
group_406,NC_002945.4,100,1023,0,0,1,1023,983227,984249,0,1890
group_407,NC_002945.4,100,684,0,0,1,684,443412,444095,0,1264
group_411,NC_002945.4,99.407,1011,0,2,1,1011,3423723,3422719,0,1829
group_410,NC_002945.4,100,1221,0,0,1,1221,3916971,3918191,0,2255
pstB2_1,NC_002945.4,100,642,0,0,1,642,1041920,1042561,0,1186
group_412,NC_002945.4,99.879,825,1,0,1,825,1894234,1895058,0,1519
group_413,NC_002945.4,99.842,631,0,1,1,630,3855627,3856257,0,1158
group_414,NC_002945.4,100,1374,0,0,1,1374,190773,192146,0,2538
group_415,NC_002945.4,100,957,0,0,1,957,2596070,2595114,0,1768
dap_1,NC_002945.4,100,1689,0,0,1,1689,1010512,1012200,0,3120
group_416,NC_002945.4,100,693,0,0,1,693,2831660,2832352,0,1280
pknD_3~~~pknD_2~~~pknD_1,NC_002945.4,100,876,0,0,1,876,1040380,1039505,0,1618
whiB6,NC_002945.4,100,291,0,0,1,291,4279146,4278856,9.26E-154,538
group_418,NC_002945.4,100,1425,0,0,1,1425,998340,999764,0,2632
group_419,NC_002945.4,100,453,0,0,1,453,3042019,3041567,0,837
sadH_2,NC_002945.4,100,831,0,0,1,831,3411879,3412709,0,1535
group_420,NC_002945.4,99.93,1419,1,0,1,1419,3413884,3415302,0,2615
group_2315,NC_002945.4,100,297,0,0,1,297,4291477,4291773,4.37E-157,549
ald2~~~drdA,NC_002945.4,100,657,0,0,1,657,822321,821665,0,1214
pimC_2~~~pimC~~~pimC_1,NC_002945.4,100,930,0,0,1,930,1979257,1978328,0,1718
group_138,NC_002945.4,100,633,0,0,1,633,2490080,2490712,0,1170
group_429,NC_002945.4,100,711,0,0,1,711,2484481,2485191,0,1314
group_423,NC_002945.4,100,273,0,0,1,273,3033895,3033623,8.77E-144,505
cdsA,NC_002945.4,100,987,0,0,1,987,3152614,3151628,0,1823
purF,NC_002945.4,99.937,1584,1,0,1,1584,902941,904524,0,2920
group_425,NC_002945.4,100,3009,0,0,1,3009,1322798,1325806,0,5557
group_432,NC_002945.4,100,1230,0,0,1,1230,2182233,2181004,0,2272
group_427,NC_002945.4,100,645,0,0,1,645,1230140,1230784,0,1192
group_428,NC_002945.4,100,2820,0,0,1,2820,1314576,1311757,0,5208
group_430,NC_002945.4,98.925,93,1,0,1,93,2454880,2454972,1.36E-42,167
group_431,NC_002945.4,100,606,0,0,1,606,161060,161665,0,1120
ugpB,NC_002945.4,99.846,1298,2,0,782,2079,3101454,3100157,0,2386
ugpB,NC_002945.4,99.873,785,1,0,1,785,3102297,3101513,0,1445
bmr3,NC_002945.4,100,1740,0,0,1,1740,1395451,1397190,0,3214
crtB,NC_002945.4,100,909,0,0,1,909,3771748,3770840,0,1679
group_433,NC_002945.4,100,558,0,0,1,558,3043799,3044356,0,1031
group_434,NC_002945.4,97.99,1144,15,8,1,1140,4077407,4076268,0,1978
group_434,NC_002945.4,95.652,69,2,1,972,1040,643979,644046,3.56E-24,110
group_434,NC_002945.4,93.151,73,5,0,976,1048,271207,271279,1.28E-23,108
group_434,NC_002945.4,94.118,68,4,0,926,993,865442,865375,1.66E-22,104
group_434,NC_002945.4,93.443,61,4,0,926,986,23174,23234,1.29E-18,91.6
group_434,NC_002945.4,93.443,61,2,2,988,1047,3034101,3034042,4.64E-18,89.8
group_434,NC_002945.4,94.444,36,2,0,917,952,271172,271207,4.70E-08,56.5
gpsA,NC_002945.4,100,1005,0,0,1,1005,3299971,3298967,0,1857
group_435,NC_002945.4,99.32,147,1,0,1,147,1284290,1284436,2.27E-72,267
prmC,NC_002945.4,100,978,0,0,1,978,1459023,1460000,0,1807
prmC,NC_002945.4,92.308,52,4,0,895,946,2688956,2688905,1.11E-13,75
group_436,NC_002945.4,99.225,516,3,1,1,516,2188139,2188653,0,929
hisB_2~~~hisB_1,NC_002945.4,100,654,0,0,1,654,137898,138551,0,1208
pra~~~~~~cbs,NC_002945.4,99.928,1384,1,0,1,1384,1203105,1204488,0,2551
pra~~~~~~cbs,NC_002945.4,100,445,0,0,1401,1845,1204979,1205423,0,822
pra~~~~~~cbs,NC_002945.4,97.368,38,1,0,1373,1410,1204826,1204789,1.27E-10,65.8
group_437,NC_002945.4,100,585,0,0,1,585,1348180,1347596,0,1081
group_442,NC_002945.4,100,1311,0,0,1,1311,1883375,1882065,0,2422
group_444,NC_002945.4,99.804,511,0,1,1,510,4159457,4158947,0,937
group_446,NC_002945.4,99.933,1485,1,0,1,1485,4129601,4131085,0,2737
group_446,NC_002945.4,98.071,311,5,1,1460,1770,4132187,4132496,1.67E-153,540
group_445,NC_002945.4,100,1314,0,0,1,1314,2624040,2622727,0,2427
group_450,NC_002945.4,100,501,0,0,1,501,4126384,4125884,0,926
group_449,NC_002945.4,99.796,490,0,1,1,489,2389446,2388957,0,898
group_2216,NC_002945.4,99.94,1662,1,0,1,1662,3602187,3603848,0,3064
ispH1_2~~~ispH1_1~~~ispH1,NC_002945.4,100,990,0,0,1,990,3754133,3753144,0,1829
mftR,NC_002945.4,100,597,0,0,1,597,793435,792839,0,1103
group_452,NC_002945.4,100,738,0,0,1,738,2853272,2854009,0,1363
group_2327,NC_002945.4,99.899,993,0,1,1,993,81712,82703,0,1827
group_2327,NC_002945.4,82.294,994,164,12,2,989,2855205,2856192,0,850
soj~~~nifH,NC_002945.4,99.904,1044,1,0,1,1044,4345903,4344860,0,1923
group_453,NC_002945.4,100,801,0,0,1,801,2694172,2693372,0,1480
group_453,NC_002945.4,99.7,667,2,0,135,801,2423393,2422727,0,1221
group_454,NC_002945.4,99.928,1395,1,0,1,1395,3846478,3847872,0,2571
group_455,NC_002945.4,99.886,880,0,1,1,879,886990,886111,0,1618
COQ5_2~~~moaA_1~~~moaA_2,NC_002945.4,100,2367,0,0,1,2367,4120121,4122487,0,4372
group_456,NC_002945.4,100,831,0,0,1,831,3376823,3377653,0,1535
group_457,NC_002945.4,100,612,0,0,1,612,2246716,2247327,0,1131
ask,NC_002945.4,99.927,1366,0,1,1,1365,4095343,4093978,0,2516
ald,NC_002945.4,100,846,0,0,1,846,3048051,3048896,0,1563
group_458,NC_002945.4,100,1076,0,0,1,1076,1996102,1997177,0,1988
group_458,NC_002945.4,96.183,917,24,6,942,1857,1574121,1573215,0,1489
group_459,NC_002945.4,100,1386,0,0,1,1386,1572057,1570672,0,2560
group_461,NC_002945.4,100,1005,0,0,1,1005,3905056,3906060,0,1857
group_462,NC_002945.4,100,354,0,0,1,354,4146193,4146546,0,654
rapZ,NC_002945.4,100,906,0,0,1,906,1596695,1597600,0,1674
group_464,NC_002945.4,100,2238,0,0,1,2238,3406000,3408237,0,4133
group_465,NC_002945.4,97.412,1198,23,3,1,1197,1536077,1534887,0,2034
group_465,NC_002945.4,94,1100,46,4,2,1100,1340628,1341708,0,1648
group_465,NC_002945.4,92.384,1103,72,10,1,1100,3845177,3846270,0,1561
group_465,NC_002945.4,79.245,159,31,2,311,468,1923210,1923053,3.74E-24,110
dus_2~~~dus_1~~~dus,NC_002945.4,100,1170,0,0,1,1170,918476,917307,0,2161
dus_2~~~dus_1~~~dus,NC_002945.4,100,36,0,0,1,36,918534,918499,2.23E-11,67.6
group_467,NC_002945.4,99.816,544,0,1,1,543,3072786,3073329,0,998
group_468,NC_002945.4,100,1506,0,0,1,1506,751769,753274,0,2782
ugpA_2~~~lacF_1,NC_002945.4,99.89,912,0,1,1,912,3103204,3102294,0,1677
group_469,NC_002945.4,100,924,0,0,1,924,1674535,1673612,0,1707
mazF4,NC_002945.4,100,318,0,0,1,318,1687725,1688042,9.97E-169,588
group_471,NC_002945.4,99.928,1386,0,1,1,1386,1689099,1690483,0,2553
group_472,NC_002945.4,100,1380,0,0,1,1380,3296263,3294884,0,2549
group_472,NC_002945.4,83.539,1379,211,12,10,1380,3062533,3061163,0,1275
group_472,NC_002945.4,80.977,1351,238,17,40,1380,3156434,3155093,0,1053
group_472,NC_002945.4,82.224,1097,187,7,10,1102,4243462,4242370,0,939
group_472,NC_002945.4,88.462,286,33,0,1095,1380,922410,922695,3.03E-95,346
group_472,NC_002945.4,94.262,122,7,0,1259,1380,4242376,4242255,1.94E-47,187
group_473,NC_002945.4,100,945,0,0,1,945,2327171,2328115,0,1746
group_476,NC_002945.4,100,843,0,0,1,843,2269406,2268564,0,1557
mptA,NC_002945.4,99.941,1704,0,1,1,1704,2419354,2421056,0,3140
group_2232,NC_002945.4,100,867,0,0,1,867,4321220,4320354,0,1602
asnB,NC_002945.4,100,1959,0,0,1,1959,2448555,2450513,0,3618
group_478,NC_002945.4,100,720,0,0,1,720,475860,475141,0,1330
group_479,NC_002945.4,100,1586,0,0,2,1587,1639216,1640801,0,2929
group_479,NC_002945.4,100,332,0,0,2,333,1635452,1635783,8.66E-176,614
group_479,NC_002945.4,85.227,88,9,4,4,89,3888433,3888348,2.34E-17,87.9
group_479,NC_002945.4,76,150,34,2,22,170,2083984,2084132,5.05E-14,76.8
yhjE_2~~~yhjE,NC_002945.4,100,1278,0,0,1,1278,1344217,1345494,0,2361
ctaD,NC_002945.4,100,1722,0,0,1,1722,3365893,3364172,0,3181
group_480,NC_002945.4,99.943,1755,0,1,1,1755,4169054,4170807,0,3234
group_481,NC_002945.4,100,657,0,0,1,657,1108578,1107922,0,1214
group_482,NC_002945.4,100,1161,0,0,1,1161,1105595,1106755,0,2145
ccs1,NC_002945.4,100,1590,0,0,1,1590,619455,621044,0,2937
group_484,NC_002945.4,99.857,697,0,1,1,696,3066580,3065884,0,1280
group_484,NC_002945.4,100,56,0,0,583,638,3065942,3065997,9.99E-23,104
group_484,NC_002945.4,96.774,31,1,0,610,640,1470625,1470595,3.67E-07,52.8
group_484,NC_002945.4,100,28,0,0,584,611,1470598,1470625,3.67E-07,52.8
hpt,NC_002945.4,100,651,0,0,1,651,4005553,4004903,0,1203
group_485,NC_002945.4,100,300,0,0,1,300,2319633,2319334,9.50E-159,555
group_486,NC_002945.4,99.935,1546,0,1,1,1545,2685472,2683927,0,2848
group_487,NC_002945.4,100,687,0,0,1,687,2207355,2206669,0,1269
lspA,NC_002945.4,100,609,0,0,1,609,1730666,1731274,0,1125
dinB1_2~~~dinB1_1,NC_002945.4,100,1392,0,0,1,1392,1728278,1729669,0,2571
pspA_1,NC_002945.4,100,699,0,0,1,699,4252393,4251695,0,1291
group_2138,NC_002945.4,100,483,0,0,1,483,3496058,3495576,0,893
pyrR,NC_002945.4,100,582,0,0,1,582,1553742,1554323,0,1075
group_491,NC_002945.4,100,1851,0,0,1,1851,2662708,2664558,0,3419
gmhA,NC_002945.4,99.919,1228,0,1,1,1227,137324,138551,0,2261
aspC_2,NC_002945.4,99.918,1221,0,1,1,1221,3953828,3955047,0,2248
ppk,NC_002945.4,100,2229,0,0,1,2229,3300826,3303054,0,4117
group_496,NC_002945.4,100,807,0,0,1,807,1847505,1848311,0,1491
group_483,NC_002945.4,100,210,0,0,1,210,1114861,1114652,6.91E-109,388
pimA,NC_002945.4,100,1137,0,0,1,1137,2910869,2909733,0,2100
group_503,NC_002945.4,100,1482,0,0,1,1482,3673642,3675123,0,2737
group_503,NC_002945.4,100,843,0,0,1,843,891449,892291,0,1557
group_502,NC_002945.4,100,1317,0,0,1,1317,3676054,3677370,0,2433
murC,NC_002945.4,100,1485,0,0,1,1485,2397047,2395563,0,2743
acr1,NC_002945.4,100,885,0,0,1,885,640160,639276,0,1635
group_506,NC_002945.4,100,1365,0,0,1,1365,1918326,1916962,0,2521
group_504,NC_002945.4,100,1164,0,0,1,1164,3930768,3929605,0,2150
group_507,NC_002945.4,100,1647,0,0,1,1647,1363071,1361425,0,3042
aldH1,NC_002945.4,100,1521,0,0,1,1521,173428,174948,0,2809
stp_2~~~stp_1~~~stp,NC_002945.4,100,1572,0,0,1,1572,2590328,2588757,0,2904
group_508,NC_002945.4,100,600,0,0,1,600,2129507,2128908,0,1109
ppx1,NC_002945.4,100,1035,0,0,1,1035,587497,588531,0,1912
group_509,NC_002945.4,100,366,0,0,1,366,2065527,2065892,0,676
panD,NC_002945.4,99.544,439,1,1,1,438,3991934,3991496,0,798
group_510,NC_002945.4,100,396,0,0,1,396,1188474,1188869,0,732
group_512,NC_002945.4,99.861,722,0,1,578,1299,703284,704004,0,1327
group_512,NC_002945.4,100,584,0,0,1,584,702675,703258,0,1079
group_512,NC_002945.4,80.262,1297,224,19,1,1268,3063123,3061830,0,948
group_512,NC_002945.4,82.006,678,108,13,583,1253,3156446,3155776,7.22E-161,564
group_513,NC_002945.4,99.359,312,2,0,1,312,701101,701412,4.58E-162,566
btuD~~~oppC,NC_002945.4,99.92,2507,0,1,1,2505,4046297,4043791,0,4617
oppA,NC_002945.4,100,1626,0,0,1,1626,4048843,4047218,0,3003
group_514,NC_002945.4,100,441,0,0,1,441,1302708,1303148,0,815
argD,NC_002945.4,100,1203,0,0,1,1203,1858518,1859720,0,2222
lpqY,NC_002945.4,99.929,1401,1,0,1,1401,1378802,1380202,0,2582
group_515,NC_002945.4,100,1224,0,0,1,1224,2314194,2312971,0,2261
group_516,NC_002945.4,100,429,0,0,1,429,331461,331033,0,793
group_516,NC_002945.4,93.473,429,28,0,1,429,843418,843846,0,638
group_517,NC_002945.4,99.901,1011,1,0,1,1011,2824464,2825474,0,1862
group_518,NC_002945.4,97.34,940,0,2,1,939,3047614,3046699,0,1574
xerC_2,NC_002945.4,99.895,948,1,0,1,948,3165269,3164322,0,1746
relJ,NC_002945.4,100,276,0,0,1,276,3728712,3728987,1.91E-145,510
relJ,NC_002945.4,96,50,2,0,222,271,3701455,3701504,1.77E-16,82.4
group_525,NC_002945.4,100,828,0,0,1,828,1336205,1337032,0,1530
rmlD,NC_002945.4,100,915,0,0,1,915,3606807,3605893,0,1690
group_526,NC_002945.4,100,1308,0,0,1,1308,3995263,3993956,0,2416
argO_1,NC_002945.4,100,600,0,0,1,600,2213337,2213936,0,1109
zwf2,NC_002945.4,100,1545,0,0,1,1545,1627718,1626174,0,2854
pyrE_2~~~pyrE_1,NC_002945.4,100,540,0,0,1,540,459397,458858,0,998
trmH,NC_002945.4,99.845,644,1,0,1,644,457935,457292,0,1184
trmH,NC_002945.4,99.628,269,1,0,641,909,456844,456576,2.40E-139,492
aftB,NC_002945.4,99.95,1998,1,0,1,1998,4209635,4207638,0,3685
tadA_3~~~tadA_1,NC_002945.4,100,633,0,0,1,633,922653,922021,0,1170
tadA_3~~~tadA_1,NC_002945.4,98.776,245,2,1,1,244,3155135,3155379,2.83E-122,435
tadA_3~~~tadA_1,NC_002945.4,88.43,242,28,0,3,244,3294928,3295169,1.80E-79,292
tadA_3~~~tadA_1,NC_002945.4,86.885,244,28,4,3,244,3061207,3061448,8.44E-73,270
tadA_3~~~tadA_1,NC_002945.4,92.958,71,5,0,10,80,4242306,4242376,9.06E-23,104
pstC1_1~~~pstC1_2~~~pstC1,NC_002945.4,100,1017,0,0,1,1017,1043766,1044782,0,1879
group_528,NC_002945.4,100,639,0,0,1,639,2548778,2549416,0,1181
pucA,NC_002945.4,100,1158,0,0,1,1158,455404,454247,0,2139
esxO~~~esxN_2,NC_002945.4,98.246,285,5,0,1,285,2025558,2025842,4.27E-142,499
esxO~~~esxN_2,NC_002945.4,95.053,283,14,0,1,283,1342281,1342563,5.65E-126,446
esxO~~~esxN_2,NC_002945.4,93.684,285,18,0,1,285,1161303,1161019,2.04E-120,427
esxO~~~esxN_2,NC_002945.4,98.889,180,2,0,104,283,2608077,2607898,9.93E-89,322
group_529,NC_002945.4,100,1023,0,0,1,1023,2875390,2874368,0,1890
lpdA_1,NC_002945.4,100,612,0,0,1,612,889938,889327,0,1131
group_2154,NC_002945.4,99.966,2910,1,0,1,2910,3644895,3641986,0,5369
recO,NC_002945.4,100,924,0,0,1,924,2616866,2615943,0,1707
group_2267,NC_002945.4,100,354,0,0,1,354,4325091,4324738,0,654
group_532,NC_002945.4,100,1761,0,0,1,1761,3420006,3421766,0,3253
group_533,NC_002945.4,100,567,0,0,1,567,3782309,3781743,0,1048
group_534,NC_002945.4,100,300,0,0,1,300,3783293,3783592,9.50E-159,555
group_537,NC_002945.4,100,876,0,0,1,876,1225785,1226660,0,1618
ansP1,NC_002945.4,99.881,1674,1,1,1,1674,2373425,2375097,0,3079
araQ_1,NC_002945.4,99.907,2145,1,1,1,2145,2571703,2573846,0,3949
putB~~~fadM,NC_002945.4,100,990,0,0,1,990,1332299,1333288,0,1829
group_544,NC_002945.4,100,1365,0,0,1,1365,198726,200090,0,2521
group_544,NC_002945.4,75.198,883,188,26,94,962,688154,689019,4.90E-108,388
group_544,NC_002945.4,82.573,241,34,7,1129,1365,689042,689278,5.30E-53,206
paaE~~~~~~hmp_3,NC_002945.4,100,2019,0,0,1,2019,3940352,3942370,0,3729
group_542,NC_002945.4,100,612,0,0,1,612,400517,401128,0,1131
group_543,NC_002945.4,99.948,1935,1,0,1,1935,1048879,1050813,0,3568
bicA,NC_002945.4,100,1461,0,0,1,1461,1924632,1926092,0,2699
ctaA,NC_002945.4,100,933,0,0,1,933,1643580,1642648,0,1724
group_546,NC_002945.4,100,1272,0,0,1,1272,2169840,2168569,0,2350
umaA_1~~~umaA,NC_002945.4,100,861,0,0,1,861,560907,561767,0,1591
psd,NC_002945.4,100,696,0,0,1,696,527101,526406,0,1286
atoB~~~~~~fadA_3,NC_002945.4,100,1218,0,0,1,1218,1200761,1199544,0,2250
kstD,NC_002945.4,100,1692,0,0,1,1692,3922997,3924688,0,3125
chp1_1,NC_002945.4,99.934,1522,0,1,1,1521,3925605,3927126,0,2804
trxC_2,NC_002945.4,100,372,0,0,1,372,1660525,1660896,0,688
group_548,NC_002945.4,100,663,0,0,1,663,384571,383909,0,1225
clpB,NC_002945.4,100,2547,0,0,1,2547,463019,460473,0,4704
clpB,NC_002945.4,78.479,697,134,13,520,1211,3987808,3987123,6.98E-124,442
clpB,NC_002945.4,76.817,509,109,7,1665,2168,3986856,3986352,2.08E-74,278
group_2280,NC_002945.4,100,1662,0,0,1,1662,4215441,4217102,0,3070
cysW_2~~~cysW_1,NC_002945.4,99.878,819,1,0,1,819,2668279,2667461,0,1507
group_549,NC_002945.4,99.708,343,0,1,1,342,3428543,3428885,2.28E-180,627
lppO,NC_002945.4,100,366,0,0,1,366,2544755,2545120,0,676
group_550,NC_002945.4,99.815,541,0,1,1,540,1282773,1282233,0,992
group_551,NC_002945.4,100,814,0,0,492,1305,171545,172358,0,1504
group_551,NC_002945.4,100,495,0,0,1,495,170474,170968,0,915
clcB_1~~~~~~clcB_2~~~clcB,NC_002945.4,100,1479,0,0,1,1479,170372,168894,0,2732
group_552,NC_002945.4,100,876,0,0,1,876,590334,591209,0,1618
paaF,NC_002945.4,100,909,0,0,1,909,3900056,3900964,0,1679
dosT,NC_002945.4,100,1677,0,0,1,1677,2262788,2261112,0,3097
trmI,NC_002945.4,100,843,0,0,1,843,2363148,2362306,0,1557
group_555,NC_002945.4,100,651,0,0,1,651,2976251,2976901,0,1203
ppgK_1~~~ppgK_2~~~ppgK,NC_002945.4,100,798,0,0,1,798,2977906,2978703,0,1474
group_556,NC_002945.4,100,477,0,0,1,477,2128327,2127851,0,881
