Name	n_Nucleotides	n_Sequences	Percent_GC	Percent_Identical Sites	Percent_Pairwise_Identity	Created	Created Date	Description	Free end gaps	Max Sequence Length	Mean Coverage	Min Sequence Length	Modified	Ref Seq Index	Ref Seq Length	Ref Seq Name	Sequence_Length	Size	Topology	URN
group_1090.aln	344655	851	65.4%	99.3%	100.0%	Tue Oct 05 22:15:50 EDT 2021	Tue Oct 05 22:15:50 EDT 2021	Alignment of 851 sequences	true	405	851.0	405	Wed Oct 06 07:27:10 EDT 2021	-1	0		405	124 KB	linear	urn:local:.:pkg-dxz06zx
group_1091.aln	344655	851	60.7%	99.5%	100.0%	Tue Oct 05 22:15:50 EDT 2021	Tue Oct 05 22:15:50 EDT 2021	Alignment of 851 sequences	true	405	851.0	405	Wed Oct 06 07:27:10 EDT 2021	-1	0		405	124 KB	linear	urn:local:.:pkh-dxz06zx
group_1092.aln	344655	851	62.2%	100.0%	100.0%	Tue Oct 05 22:15:50 EDT 2021	Tue Oct 05 22:15:50 EDT 2021	Alignment of 851 sequences	true	405	851.0	405	Wed Oct 06 07:27:10 EDT 2021	-1	0		405	124 KB	linear	urn:local:.:pki-dxz06zx
group_1094.aln	344655	851	64.7%	99.0%	100.0%	Tue Oct 05 22:15:50 EDT 2021	Tue Oct 05 22:15:50 EDT 2021	Alignment of 851 sequences	true	405	851.0	405	Wed Oct 06 07:27:10 EDT 2021	-1	0		405	124 KB	linear	urn:local:.:pkj-dxz06zx
group_1097.aln	617826	851	69.0%	99.7%	100.0%	Tue Oct 05 22:15:50 EDT 2021	Tue Oct 05 22:15:50 EDT 2021	Alignment of 851 sequences	true	726	851.0	726	Wed Oct 06 07:27:10 EDT 2021	-1	0		726	191 KB	linear	urn:local:.:pkk-dxz06zx
group_1098.aln	617826	851	64.9%	99.4%	99.9%	Tue Oct 05 22:15:50 EDT 2021	Tue Oct 05 22:15:50 EDT 2021	Alignment of 851 sequences	true	726	851.0	726	Wed Oct 06 07:27:10 EDT 2021	-1	0		726	191 KB	linear	urn:local:.:pkl-dxz06zx
group_1101.aln	155733	851	61.7%	100.0%	100.0%	Tue Oct 05 22:15:51 EDT 2021	Tue Oct 05 22:15:51 EDT 2021	Alignment of 851 sequences	true	183	851.0	183	Wed Oct 06 07:27:10 EDT 2021	-1	0		183	77 KB	linear	urn:local:.:pkm-dxz06zx
group_1102.aln	119991	851	63.1%	55.3%	99.9%	Tue Oct 05 22:15:51 EDT 2021	Tue Oct 05 22:15:51 EDT 2021	Alignment of 851 sequences	true	141	851.0	141	Wed Oct 06 07:27:10 EDT 2021	-1	0		141	69 KB	linear	urn:local:.:pkn-dxz06zx
group_1105.aln	1312242	851	67.1%	99.1%	100.0%	Tue Oct 05 22:15:51 EDT 2021	Tue Oct 05 22:15:51 EDT 2021	Alignment of 851 sequences	true	1542	851.0	1542	Wed Oct 06 07:27:10 EDT 2021	-1	0		1542	364 KB	linear	urn:local:.:pko-dxz06zx
group_1107.aln	164243	851	61.7%	99.5%	100.0%	Tue Oct 05 22:15:52 EDT 2021	Tue Oct 05 22:15:52 EDT 2021	Alignment of 851 sequences	true	193	851.0	193	Wed Oct 06 07:27:10 EDT 2021	-1	0		193	80 KB	linear	urn:local:.:pkq-dxz06zx
group_1109.aln	176157	851	67.6%	99.0%	100.0%	Tue Oct 05 22:15:52 EDT 2021	Tue Oct 05 22:15:52 EDT 2021	Alignment of 851 sequences	true	207	851.0	207	Wed Oct 06 07:27:10 EDT 2021	-1	0		207	82 KB	linear	urn:local:.:pkr-dxz06zx
group_1111.aln	1008435	851	65.8%	99.6%	100.0%	Tue Oct 05 22:15:52 EDT 2021	Tue Oct 05 22:15:52 EDT 2021	Alignment of 851 sequences	true	1185	851.0	1185	Wed Oct 06 07:27:10 EDT 2021	-1	0		1185	289 KB	linear	urn:local:.:pks-dxz06zx
group_1116.aln	464646	851	63.6%	99.6%	100.0%	Tue Oct 05 22:15:52 EDT 2021	Tue Oct 05 22:15:52 EDT 2021	Alignment of 851 sequences	true	546	851.0	546	Wed Oct 06 07:27:09 EDT 2021	-1	0		546	153 KB	linear	urn:local:.:pkt-dxz06zx
group_1117.aln	634846	851	62.6%	99.5%	100.0%	Tue Oct 05 22:15:52 EDT 2021	Tue Oct 05 22:15:52 EDT 2021	Alignment of 851 sequences	true	746	851.0	746	Wed Oct 06 07:27:09 EDT 2021	-1	0		746	195 KB	linear	urn:local:.:pku-dxz06zx
group_1121.aln	615273	851	66.8%	99.4%	100.0%	Tue Oct 05 22:15:53 EDT 2021	Tue Oct 05 22:15:53 EDT 2021	Alignment of 851 sequences	true	723	851.0	723	Wed Oct 06 07:27:09 EDT 2021	-1	0		723	190 KB	linear	urn:local:.:pkv-dxz06zx
group_1122.aln	615273	851	64.6%	99.6%	100.0%	Tue Oct 05 22:15:53 EDT 2021	Tue Oct 05 22:15:53 EDT 2021	Alignment of 851 sequences	true	723	851.0	723	Wed Oct 06 07:27:09 EDT 2021	-1	0		723	190 KB	linear	urn:local:.:pkw-dxz06zx
group_1123.aln	615273	851	63.3%	99.9%	100.0%	Tue Oct 05 22:15:53 EDT 2021	Tue Oct 05 22:15:53 EDT 2021	Alignment of 851 sequences	true	723	851.0	723	Wed Oct 06 07:27:09 EDT 2021	-1	0		723	190 KB	linear	urn:local:.:pkx-dxz06zx
group_1124.aln	615273	851	65.8%	99.4%	100.0%	Tue Oct 05 22:15:54 EDT 2021	Tue Oct 05 22:15:54 EDT 2021	Alignment of 851 sequences	true	723	851.0	723	Wed Oct 06 07:27:09 EDT 2021	-1	0		723	190 KB	linear	urn:local:.:pky-dxz06zx
group_1125.aln	1304583	851	65.6%	99.7%	100.0%	Tue Oct 05 22:15:54 EDT 2021	Tue Oct 05 22:15:54 EDT 2021	Alignment of 851 sequences	true	1533	851.0	1533	Wed Oct 06 07:27:09 EDT 2021	-1	0		1533	362 KB	linear	urn:local:.:pkz-dxz06zx
group_1126.aln	947163	851	65.6%	99.5%	100.0%	Tue Oct 05 22:15:54 EDT 2021	Tue Oct 05 22:15:54 EDT 2021	Alignment of 851 sequences	true	1113	851.0	1113	Wed Oct 06 07:27:09 EDT 2021	-1	0		1113	274 KB	linear	urn:local:.:pl0-dxz06zx
group_1128.aln	342102	851	64.9%	99.8%	100.0%	Tue Oct 05 22:15:55 EDT 2021	Tue Oct 05 22:15:55 EDT 2021	Alignment of 851 sequences	true	402	851.0	402	Wed Oct 06 07:27:09 EDT 2021	-1	0		402	123 KB	linear	urn:local:.:pl1-dxz06zx
group_1129.aln	342102	851	64.9%	99.8%	100.0%	Tue Oct 05 22:15:55 EDT 2021	Tue Oct 05 22:15:55 EDT 2021	Alignment of 851 sequences	true	402	851.0	402	Wed Oct 06 07:27:08 EDT 2021	-1	0		402	123 KB	linear	urn:local:.:pl2-dxz06zx
group_1130.aln	191475	851	65.3%	100.0%	100.0%	Tue Oct 05 22:15:55 EDT 2021	Tue Oct 05 22:15:55 EDT 2021	Alignment of 851 sequences	true	225	851.0	225	Wed Oct 06 07:27:08 EDT 2021	-1	0		225	86 KB	linear	urn:local:.:pl3-dxz06zx
group_1133.aln	988011	851	63.6%	99.7%	100.0%	Tue Oct 05 22:15:55 EDT 2021	Tue Oct 05 22:15:55 EDT 2021	Alignment of 851 sequences	true	1161	851.0	1161	Wed Oct 06 07:27:08 EDT 2021	-1	0		1161	284 KB	linear	urn:local:.:pl4-dxz06zx
group_1136.aln	342102	851	67.4%	99.0%	100.0%	Tue Oct 05 22:15:55 EDT 2021	Tue Oct 05 22:15:55 EDT 2021	Alignment of 851 sequences	true	402	851.0	402	Wed Oct 06 07:27:08 EDT 2021	-1	0		402	123 KB	linear	urn:local:.:pl5-dxz06zx
group_1137.aln	342102	851	66.9%	99.3%	100.0%	Tue Oct 05 22:15:55 EDT 2021	Tue Oct 05 22:15:55 EDT 2021	Alignment of 851 sequences	true	402	851.0	402	Wed Oct 06 07:27:08 EDT 2021	-1	0		402	123 KB	linear	urn:local:.:pl6-dxz06zx
group_1138.aln	342102	851	61.4%	99.5%	100.0%	Tue Oct 05 22:15:56 EDT 2021	Tue Oct 05 22:15:56 EDT 2021	Alignment of 851 sequences	true	402	851.0	402	Wed Oct 06 07:27:08 EDT 2021	-1	0		402	123 KB	linear	urn:local:.:pl7-dxz06zx
group_1139.aln	658674	851	62.3%	43.5%	99.6%	Tue Oct 05 22:15:56 EDT 2021	Tue Oct 05 22:15:56 EDT 2021	Alignment of 851 sequences	true	774	851.0	774	Wed Oct 06 07:27:08 EDT 2021	-1	0		774	201 KB	linear	urn:local:.:pl8-dxz06zx
group_1143.aln	612720	851	65.0%	99.9%	100.0%	Tue Oct 05 22:15:56 EDT 2021	Tue Oct 05 22:15:56 EDT 2021	Alignment of 851 sequences	true	720	851.0	720	Wed Oct 06 07:27:08 EDT 2021	-1	0		720	189 KB	linear	urn:local:.:pl9-dxz06zx
group_1147.aln	890146	851	65.4%	99.2%	100.0%	Tue Oct 05 22:15:56 EDT 2021	Tue Oct 05 22:15:56 EDT 2021	Alignment of 851 sequences	true	1046	851.0	1046	Wed Oct 06 07:27:08 EDT 2021	-1	0		1046	260 KB	linear	urn:local:.:pla-dxz06zx
group_1150.aln	1291818	851	63.3%	99.5%	100.0%	Tue Oct 05 22:15:57 EDT 2021	Tue Oct 05 22:15:57 EDT 2021	Alignment of 851 sequences	true	1518	851.0	1518	Wed Oct 06 07:27:07 EDT 2021	-1	0		1518	359 KB	linear	urn:local:.:plb-dxz06zx
group_1151.aln	1291818	851	65.1%	99.8%	100.0%	Tue Oct 05 22:15:57 EDT 2021	Tue Oct 05 22:15:57 EDT 2021	Alignment of 851 sequences	true	1518	851.0	1518	Wed Oct 06 07:27:07 EDT 2021	-1	0		1518	359 KB	linear	urn:local:.:plc-dxz06zx
group_1154.aln	173604	851	63.2%	100.0%	100.0%	Tue Oct 05 22:15:58 EDT 2021	Tue Oct 05 22:15:58 EDT 2021	Alignment of 851 sequences	true	204	851.0	204	Wed Oct 06 07:27:07 EDT 2021	-1	0		204	81 KB	linear	urn:local:.:pld-dxz06zx
group_1155.aln	173604	851	67.2%	99.5%	100.0%	Tue Oct 05 22:15:58 EDT 2021	Tue Oct 05 22:15:58 EDT 2021	Alignment of 851 sequences	true	204	851.0	204	Wed Oct 06 07:27:07 EDT 2021	-1	0		204	81 KB	linear	urn:local:.:ple-dxz06zx
group_1158.aln	173604	851	63.2%	100.0%	100.0%	Tue Oct 05 22:15:58 EDT 2021	Tue Oct 05 22:15:58 EDT 2021	Alignment of 851 sequences	true	204	851.0	204	Wed Oct 06 07:27:07 EDT 2021	-1	0		204	81 KB	linear	urn:local:.:plf-dxz06zx
group_1159.aln	740370	851	63.9%	98.3%	100.0%	Tue Oct 05 22:15:58 EDT 2021	Tue Oct 05 22:15:58 EDT 2021	Alignment of 851 sequences	true	870	851.0	870	Wed Oct 06 07:27:07 EDT 2021	-1	0		870	221 KB	linear	urn:local:.:plg-dxz06zx
group_1163.aln	1286712	851	64.7%	99.4%	100.0%	Tue Oct 05 22:15:59 EDT 2021	Tue Oct 05 22:15:59 EDT 2021	Alignment of 851 sequences	true	1512	851.0	1512	Wed Oct 06 07:27:07 EDT 2021	-1	0		1512	357 KB	linear	urn:local:.:plh-dxz06zx
group_1164.aln	610167	851	61.5%	99.3%	100.0%	Tue Oct 05 22:15:59 EDT 2021	Tue Oct 05 22:15:59 EDT 2021	Alignment of 851 sequences	true	717	851.0	717	Wed Oct 06 07:27:07 EDT 2021	-1	0		717	189 KB	linear	urn:local:.:pli-dxz06zx
group_1167.aln	610167	851	70.0%	99.4%	100.0%	Tue Oct 05 22:15:59 EDT 2021	Tue Oct 05 22:15:59 EDT 2021	Alignment of 851 sequences	true	717	851.0	717	Wed Oct 06 07:27:06 EDT 2021	-1	0		717	189 KB	linear	urn:local:.:plj-dxz06zx
group_1169.aln	610167	851	62.5%	99.9%	100.0%	Tue Oct 05 22:15:59 EDT 2021	Tue Oct 05 22:15:59 EDT 2021	Alignment of 851 sequences	true	717	851.0	717	Wed Oct 06 07:27:06 EDT 2021	-1	0		717	189 KB	linear	urn:local:.:plk-dxz06zx
group_1170.aln	339549	851	63.4%	99.0%	100.0%	Tue Oct 05 22:16:00 EDT 2021	Tue Oct 05 22:16:00 EDT 2021	Alignment of 851 sequences	true	399	851.0	399	Wed Oct 06 07:27:06 EDT 2021	-1	0		399	122 KB	linear	urn:local:.:pll-dxz06zx
group_1171.aln	339549	851	62.7%	100.0%	100.0%	Tue Oct 05 22:16:00 EDT 2021	Tue Oct 05 22:16:00 EDT 2021	Alignment of 851 sequences	true	399	851.0	399	Wed Oct 06 07:27:06 EDT 2021	-1	0		399	122 KB	linear	urn:local:.:plm-dxz06zx
group_1172.aln	1284159	851	60.8%	99.4%	100.0%	Tue Oct 05 22:16:00 EDT 2021	Tue Oct 05 22:16:00 EDT 2021	Alignment of 851 sequences	true	1509	851.0	1509	Wed Oct 06 07:27:06 EDT 2021	-1	0		1509	357 KB	linear	urn:local:.:pln-dxz06zx
group_1178.aln	706330	851	67.5%	99.8%	100.0%	Tue Oct 05 22:16:00 EDT 2021	Tue Oct 05 22:16:00 EDT 2021	Alignment of 851 sequences	true	830	851.0	830	Wed Oct 06 07:27:06 EDT 2021	-1	0		830	213 KB	linear	urn:local:.:plo-dxz06zx
group_1184.aln	607614	851	61.1%	99.2%	99.9%	Tue Oct 05 22:16:01 EDT 2021	Tue Oct 05 22:16:01 EDT 2021	Alignment of 851 sequences	true	714	851.0	714	Wed Oct 06 07:27:06 EDT 2021	-1	0		714	188 KB	linear	urn:local:.:plp-dxz06zx
group_1185.aln	561660	851	59.5%	100.0%	100.0%	Tue Oct 05 22:16:01 EDT 2021	Tue Oct 05 22:16:01 EDT 2021	Alignment of 851 sequences	true	660	851.0	660	Wed Oct 06 07:27:06 EDT 2021	-1	0		660	177 KB	linear	urn:local:.:plq-dxz06zx
group_1186.aln	446775	851	65.9%	99.4%	100.0%	Tue Oct 05 22:16:01 EDT 2021	Tue Oct 05 22:16:01 EDT 2021	Alignment of 851 sequences	true	525	851.0	525	Wed Oct 06 07:27:06 EDT 2021	-1	0		525	149 KB	linear	urn:local:.:plr-dxz06zx
group_1188.aln	1276500	851	66.4%	99.9%	100.0%	Tue Oct 05 22:16:01 EDT 2021	Tue Oct 05 22:16:01 EDT 2021	Alignment of 851 sequences	true	1500	851.0	1500	Wed Oct 06 07:27:05 EDT 2021	-1	0		1500	355 KB	linear	urn:local:.:pls-dxz06zx
group_1189.aln	176157	851	72.9%	59.4%	99.9%	Tue Oct 05 22:16:02 EDT 2021	Tue Oct 05 22:16:02 EDT 2021	Alignment of 851 sequences	true	207	851.0	207	Wed Oct 06 07:27:05 EDT 2021	-1	0		207	82 KB	linear	urn:local:.:plt-dxz06zx
group_1190.aln	1273947	851	64.7%	99.5%	100.0%	Tue Oct 05 22:16:02 EDT 2021	Tue Oct 05 22:16:02 EDT 2021	Alignment of 851 sequences	true	1497	851.0	1497	Wed Oct 06 07:27:05 EDT 2021	-1	0		1497	355 KB	linear	urn:local:.:plu-dxz06zx
group_1191.aln	587190	851	67.1%	99.9%	100.0%	Tue Oct 05 22:16:02 EDT 2021	Tue Oct 05 22:16:02 EDT 2021	Alignment of 851 sequences	true	690	851.0	690	Wed Oct 06 07:27:05 EDT 2021	-1	0		690	183 KB	linear	urn:local:.:plv-dxz06zx
group_1195.aln	94461	851	56.8%	100.0%	100.0%	Tue Oct 05 22:16:03 EDT 2021	Tue Oct 05 22:16:03 EDT 2021	Alignment of 851 sequences	true	111	851.0	111	Wed Oct 06 07:27:05 EDT 2021	-1	0		111	62 KB	linear	urn:local:.:plw-dxz06zx
group_1201.aln	171051	851	63.7%	99.5%	100.0%	Tue Oct 05 22:16:03 EDT 2021	Tue Oct 05 22:16:03 EDT 2021	Alignment of 851 sequences	true	201	851.0	201	Wed Oct 06 07:27:05 EDT 2021	-1	0		201	81 KB	linear	urn:local:.:plx-dxz06zx
group_1202.aln	171051	851	68.2%	99.5%	100.0%	Tue Oct 05 22:16:03 EDT 2021	Tue Oct 05 22:16:03 EDT 2021	Alignment of 851 sequences	true	201	851.0	201	Wed Oct 06 07:27:05 EDT 2021	-1	0		201	81 KB	linear	urn:local:.:ply-dxz06zx
group_1203.aln	605061	851	68.6%	99.4%	100.0%	Tue Oct 05 22:16:03 EDT 2021	Tue Oct 05 22:16:03 EDT 2021	Alignment of 851 sequences	true	711	851.0	711	Wed Oct 06 07:27:05 EDT 2021	-1	0		711	188 KB	linear	urn:local:.:plz-dxz06zx
group_1204.aln	336996	851	65.9%	99.7%	100.0%	Tue Oct 05 22:16:03 EDT 2021	Tue Oct 05 22:16:03 EDT 2021	Alignment of 851 sequences	true	396	851.0	396	Wed Oct 06 07:27:05 EDT 2021	-1	0		396	122 KB	linear	urn:local:.:pm0-dxz06zx
group_1205.aln	605061	851	66.5%	99.4%	100.0%	Tue Oct 05 22:16:03 EDT 2021	Tue Oct 05 22:16:03 EDT 2021	Alignment of 851 sequences	true	711	851.0	711	Wed Oct 06 07:27:05 EDT 2021	-1	0		711	188 KB	linear	urn:local:.:pm1-dxz06zx
group_1206.aln	336996	851	66.9%	99.5%	100.0%	Tue Oct 05 22:16:04 EDT 2021	Tue Oct 05 22:16:04 EDT 2021	Alignment of 851 sequences	true	396	851.0	396	Wed Oct 06 07:27:05 EDT 2021	-1	0		396	122 KB	linear	urn:local:.:pm2-dxz06zx
group_1207.aln	336996	851	60.1%	99.7%	100.0%	Tue Oct 05 22:16:04 EDT 2021	Tue Oct 05 22:16:04 EDT 2021	Alignment of 851 sequences	true	396	851.0	396	Wed Oct 06 07:27:05 EDT 2021	-1	0		396	122 KB	linear	urn:local:.:pm3-dxz06zx
group_1208.aln	605061	851	65.4%	99.6%	100.0%	Tue Oct 05 22:16:04 EDT 2021	Tue Oct 05 22:16:04 EDT 2021	Alignment of 851 sequences	true	711	851.0	711	Wed Oct 06 07:27:04 EDT 2021	-1	0		711	188 KB	linear	urn:local:.:pm4-dxz06zx
group_1209.aln	605061	851	62.6%	99.6%	100.0%	Tue Oct 05 22:16:04 EDT 2021	Tue Oct 05 22:16:04 EDT 2021	Alignment of 851 sequences	true	711	851.0	711	Wed Oct 06 07:27:04 EDT 2021	-1	0		711	188 KB	linear	urn:local:.:pm5-dxz06zx
group_1211.aln	336996	851	67.2%	100.0%	100.0%	Tue Oct 05 22:16:04 EDT 2021	Tue Oct 05 22:16:04 EDT 2021	Alignment of 851 sequences	true	396	851.0	396	Wed Oct 06 07:27:04 EDT 2021	-1	0		396	122 KB	linear	urn:local:.:pm6-dxz06zx
group_1220.aln	140415	851	66.6%	98.8%	99.9%	Tue Oct 05 22:16:05 EDT 2021	Tue Oct 05 22:16:05 EDT 2021	Alignment of 851 sequences	true	165	851.0	165	Wed Oct 06 07:27:04 EDT 2021	-1	0		165	74 KB	linear	urn:local:.:pm7-dxz06zx
group_1221.aln	411033	851	63.6%	99.8%	100.0%	Tue Oct 05 22:16:05 EDT 2021	Tue Oct 05 22:16:05 EDT 2021	Alignment of 851 sequences	true	483	851.0	483	Wed Oct 06 07:27:04 EDT 2021	-1	0		483	140 KB	linear	urn:local:.:pm8-dxz06zx
group_1226.aln	280830	851	69.7%	100.0%	100.0%	Tue Oct 05 22:16:05 EDT 2021	Tue Oct 05 22:16:05 EDT 2021	Alignment of 851 sequences	true	330	851.0	330	Wed Oct 06 07:27:04 EDT 2021	-1	0		330	108 KB	linear	urn:local:.:pm9-dxz06zx
group_1227.aln	1258629	851	63.0%	99.5%	100.0%	Tue Oct 05 22:16:06 EDT 2021	Tue Oct 05 22:16:06 EDT 2021	Alignment of 851 sequences	true	1479	851.0	1479	Wed Oct 06 07:27:04 EDT 2021	-1	0		1479	350 KB	linear	urn:local:.:pma-dxz06zx
group_1229.aln	421245	851	63.8%	99.4%	100.0%	Tue Oct 05 22:16:06 EDT 2021	Tue Oct 05 22:16:06 EDT 2021	Alignment of 851 sequences	true	495	851.0	495	Wed Oct 06 07:27:03 EDT 2021	-1	0		495	142 KB	linear	urn:local:.:pmb-dxz06zx
group_1231.aln	334443	851	67.9%	99.5%	100.0%	Tue Oct 05 22:16:06 EDT 2021	Tue Oct 05 22:16:06 EDT 2021	Alignment of 851 sequences	true	393	851.0	393	Wed Oct 06 07:27:03 EDT 2021	-1	0		393	122 KB	linear	urn:local:.:pmc-dxz06zx
group_1232.aln	334443	851	67.4%	99.7%	100.0%	Tue Oct 05 22:16:06 EDT 2021	Tue Oct 05 22:16:06 EDT 2021	Alignment of 851 sequences	true	393	851.0	393	Wed Oct 06 07:27:03 EDT 2021	-1	0		393	122 KB	linear	urn:local:.:pmd-dxz06zx
group_1233.aln	1253523	851	65.5%	99.6%	100.0%	Tue Oct 05 22:16:07 EDT 2021	Tue Oct 05 22:16:07 EDT 2021	Alignment of 851 sequences	true	1473	851.0	1473	Wed Oct 06 07:27:03 EDT 2021	-1	0		1473	350 KB	linear	urn:local:.:pme-dxz06zx
group_1235.aln	265512	851	62.5%	99.0%	100.0%	Tue Oct 05 22:16:07 EDT 2021	Tue Oct 05 22:16:07 EDT 2021	Alignment of 851 sequences	true	312	851.0	312	Wed Oct 06 07:27:03 EDT 2021	-1	0		312	104 KB	linear	urn:local:.:pmf-dxz06zx
group_1236.aln	597402	851	63.0%	99.4%	100.0%	Tue Oct 05 22:16:07 EDT 2021	Tue Oct 05 22:16:07 EDT 2021	Alignment of 851 sequences	true	702	851.0	702	Wed Oct 06 07:27:03 EDT 2021	-1	0		702	186 KB	linear	urn:local:.:pmg-dxz06zx
group_1237.aln	599955	851	66.2%	99.1%	100.0%	Tue Oct 05 22:16:07 EDT 2021	Tue Oct 05 22:16:07 EDT 2021	Alignment of 851 sequences	true	705	851.0	705	Wed Oct 06 07:27:03 EDT 2021	-1	0		705	187 KB	linear	urn:local:.:pmh-dxz06zx
group_1238.aln	765900	851	64.9%	98.4%	100.0%	Tue Oct 05 22:16:07 EDT 2021	Tue Oct 05 22:16:07 EDT 2021	Alignment of 851 sequences	true	900	851.0	900	Wed Oct 06 07:27:03 EDT 2021	-1	0		900	227 KB	linear	urn:local:.:pmi-dxz06zx
group_1240.aln	168498	851	67.7%	99.0%	100.0%	Tue Oct 05 22:16:08 EDT 2021	Tue Oct 05 22:16:08 EDT 2021	Alignment of 851 sequences	true	198	851.0	198	Wed Oct 06 07:27:03 EDT 2021	-1	0		198	81 KB	linear	urn:local:.:pmj-dxz06zx
group_1241.aln	168498	851	63.1%	99.5%	99.9%	Tue Oct 05 22:16:08 EDT 2021	Tue Oct 05 22:16:08 EDT 2021	Alignment of 851 sequences	true	198	851.0	198	Wed Oct 06 07:27:03 EDT 2021	-1	0		198	81 KB	linear	urn:local:.:pmk-dxz06zx
group_1242.aln	168498	851	68.2%	99.0%	100.0%	Tue Oct 05 22:16:08 EDT 2021	Tue Oct 05 22:16:08 EDT 2021	Alignment of 851 sequences	true	198	851.0	198	Wed Oct 06 07:27:03 EDT 2021	-1	0		198	81 KB	linear	urn:local:.:pml-dxz06zx
group_1243.aln	1248417	851	65.8%	99.8%	100.0%	Tue Oct 05 22:16:08 EDT 2021	Tue Oct 05 22:16:08 EDT 2021	Alignment of 851 sequences	true	1467	851.0	1467	Wed Oct 06 07:27:02 EDT 2021	-1	0		1467	348 KB	linear	urn:local:.:pmm-dxz06zx
group_1245.aln	806748	851	58.4%	99.7%	100.0%	Tue Oct 05 22:16:08 EDT 2021	Tue Oct 05 22:16:08 EDT 2021	Alignment of 851 sequences	true	948	851.0	948	Wed Oct 06 07:27:02 EDT 2021	-1	0		948	237 KB	linear	urn:local:.:pmn-dxz06zx
group_1248.aln	1245864	851	70.8%	99.4%	100.0%	Tue Oct 05 22:16:09 EDT 2021	Tue Oct 05 22:16:09 EDT 2021	Alignment of 851 sequences	true	1464	851.0	1464	Wed Oct 06 07:27:02 EDT 2021	-1	0		1464	347 KB	linear	urn:local:.:pmo-dxz06zx
group_1249.aln	597402	851	63.5%	99.9%	100.0%	Tue Oct 05 22:16:09 EDT 2021	Tue Oct 05 22:16:09 EDT 2021	Alignment of 851 sequences	true	702	851.0	702	Wed Oct 06 07:27:02 EDT 2021	-1	0		702	186 KB	linear	urn:local:.:pmp-dxz06zx
group_1251.aln	331890	851	71.5%	99.2%	100.0%	Tue Oct 05 22:16:10 EDT 2021	Tue Oct 05 22:16:10 EDT 2021	Alignment of 851 sequences	true	390	851.0	390	Wed Oct 06 07:27:02 EDT 2021	-1	0		390	121 KB	linear	urn:local:.:pmq-dxz06zx
group_1252.aln	594849	851	66.7%	99.7%	100.0%	Tue Oct 05 22:16:10 EDT 2021	Tue Oct 05 22:16:10 EDT 2021	Alignment of 851 sequences	true	699	851.0	699	Wed Oct 06 07:27:02 EDT 2021	-1	0		699	185 KB	linear	urn:local:.:pmr-dxz06zx
group_1253.aln	331890	851	61.3%	99.2%	100.0%	Tue Oct 05 22:16:10 EDT 2021	Tue Oct 05 22:16:10 EDT 2021	Alignment of 851 sequences	true	390	851.0	390	Wed Oct 06 07:27:02 EDT 2021	-1	0		390	121 KB	linear	urn:local:.:pms-dxz06zx
group_1254.aln	594849	851	66.5%	99.4%	100.0%	Tue Oct 05 22:16:10 EDT 2021	Tue Oct 05 22:16:10 EDT 2021	Alignment of 851 sequences	true	699	851.0	699	Wed Oct 06 07:27:02 EDT 2021	-1	0		699	185 KB	linear	urn:local:.:pmt-dxz06zx
group_1256.aln	331890	851	62.3%	100.0%	100.0%	Tue Oct 05 22:16:10 EDT 2021	Tue Oct 05 22:16:10 EDT 2021	Alignment of 851 sequences	true	390	851.0	390	Wed Oct 06 07:27:02 EDT 2021	-1	0		390	121 KB	linear	urn:local:.:pmu-dxz06zx
group_1257.aln	594849	851	61.4%	99.6%	100.0%	Tue Oct 05 22:16:10 EDT 2021	Tue Oct 05 22:16:10 EDT 2021	Alignment of 851 sequences	true	699	851.0	699	Wed Oct 06 07:27:02 EDT 2021	-1	0		699	185 KB	linear	urn:local:.:pmv-dxz06zx
group_1258.aln	331890	851	67.2%	99.5%	100.0%	Tue Oct 05 22:16:10 EDT 2021	Tue Oct 05 22:16:10 EDT 2021	Alignment of 851 sequences	true	390	851.0	390	Wed Oct 06 07:27:02 EDT 2021	-1	0		390	121 KB	linear	urn:local:.:pmw-dxz06zx
group_1262.aln	165945	851	63.1%	99.5%	100.0%	Tue Oct 05 22:16:11 EDT 2021	Tue Oct 05 22:16:11 EDT 2021	Alignment of 851 sequences	true	195	851.0	195	Wed Oct 06 07:27:01 EDT 2021	-1	0		195	80 KB	linear	urn:local:.:pmx-dxz06zx
group_1263.aln	165945	851	66.2%	98.5%	100.0%	Tue Oct 05 22:16:11 EDT 2021	Tue Oct 05 22:16:11 EDT 2021	Alignment of 851 sequences	true	195	851.0	195	Wed Oct 06 07:27:01 EDT 2021	-1	0		195	80 KB	linear	urn:local:.:pmy-dxz06zx
group_1264.aln	165945	851	67.7%	100.0%	100.0%	Tue Oct 05 22:16:11 EDT 2021	Tue Oct 05 22:16:11 EDT 2021	Alignment of 851 sequences	true	195	851.0	195	Wed Oct 06 07:27:01 EDT 2021	-1	0		195	80 KB	linear	urn:local:.:pmz-dxz06zx
group_1265.aln	165945	851	65.1%	100.0%	100.0%	Tue Oct 05 22:16:11 EDT 2021	Tue Oct 05 22:16:11 EDT 2021	Alignment of 851 sequences	true	195	851.0	195	Wed Oct 06 07:27:01 EDT 2021	-1	0		195	80 KB	linear	urn:local:.:pn0-dxz06zx
