"","Sequence_ID","Assembly","X..contigs.....0.bp.","X..contigs.....1000.bp.","X..contigs.....5000.bp.","X..contigs.....10000.bp.","X..contigs.....25000.bp.","X..contigs.....50000.bp.","Total.length.....0.bp.","Total.length.....1000.bp.","Total.length.....5000.bp.","Total.length.....10000.bp.","Total.length.....25000.bp.","Total.length.....50000.bp.","X..contigs","Largest.contig","Total.length","Reference.length","GC....","Reference.GC....","N50","NG50","N75","NG75","L50","LG50","L75","LG75","X..misassemblies","X..misassembled.contigs","Misassembled.contigs.length","X..local.misassemblies","X..scaffold.gap.ext..mis.","X..scaffold.gap.loc..mis.","X..unaligned.mis..contigs","X..unaligned.contigs","Unaligned.length","Genome.fraction....","Duplication.ratio","X..N.s.per.100.kbp","X..mismatches.per.100.kbp","X..indels.per.100.kbp","X..genomic.features","Largest.alignment","Total.aligned.length","NA50","NGA50","NA75","NGA75","LA50","LGA50","LA75","LGA75contigs"
"461","SAMN06855966_assembled"," contigs ",157,97,75,68,50,27,4308020,4277872,4231126,4177606,3902725,3045931,124,260288,4297365,4349904,65.51,65.63,102201,98885,46548,44896,14,15,31,32,9,9,636478,18,0,0,0," 10 + 0 part ",6952,98.474,1.002,0,16.97,2.12," 7886 + 197 part ",260232,4284773,78464,78464,41195,41195,16,"16",35," 35 \\ \hline"
"462","SAMN09725429_assembled"," contigs ",277,100,76,69,52,31,4360782,4282590,4236432,4185679,3932652,3204121,124,227655,4299158,4349904,65.51,65.63,83913,82712,49942,48636,15,16,32,33,5,4,362633,15,0,0,0," 9 + 0 part ",7867,98.452,1.002,0,15.64,2.41," 7902 + 185 part ",227655,4285629,78446,78446,48636,47882,17,"17",34," 35 \\ \hline"
"463","SAMN09725537_assembled"," contigs ",161,101,78,69,49,27,4302233,4273500,4225820,4158228,3843199,3056992,124,237044,4290429,4349904,65.52,65.63,103572,103572,44638,42962,14,14,31,32,8,7,493064,15,0,0,0," 2 + 1 part ",2755,98.308,1.003,0,17.26,2.76," 7892 + 193 part ",237044,4278777,81442,81000,42831,41344,15,"16",33," 34 \\ \hline"
"464","SAMN09725636_assembled"," contigs ",207,105,80,74,53,29,4308387,4262853,4210751,4166102,3817884,2946667,124,227655,4276712,4349904,65.5,65.63,78487,78487,43579,42580,17,17,35,36,5,4,107717,11,0,0,0," 2 + 0 part ",1451,98.115,1.002,0,17.24,2.67," 7878 + 207 part ",227655,4270514,78464,78464,43579,41192,17,"17",35," 37 \\ \hline"
"465","SAMN09725647_assembled"," contigs ",161,98,78,72,53,29,4316437,4287435,4239197,4193999,3904467,3047538,124,227643,4305351,4349904,65.53,65.63,82682,82682,44452,43465,16,16,33,34,5,4,290634,7,0,0,0," 0 + 0 part ",0,98.782,1.002,0,6.52,1.02," 7928 + 193 part ",227643,4298829,82519,82519,43326,43326,16,"16",34," 34 \\ \hline"
"466","SAMN09725671_assembled"," contigs ",173,104,77,70,50,27,4305144,4275468,4219518,4164357,3822397,2968614,124,227655,4289749,4349904,65.52,65.63,82032,82032,42643,41195,15,15,33,34,5,4,420489,8,0,0,0," 0 + 0 part ",0,98.396,1.002,0,17.08,2.43," 7900 + 191 part ",227655,4282769,81675,78464,41195,39547,16,"17",34," 35 \\ \hline"
"467","SAMN09725677_assembled"," contigs ",176,104,76,69,49,26,4309906,4277794,4221342,4169304,3838107,2994348,124,327726,4291974,4349904,65.53,65.63,98885,98885,43713,43185,14,14,31,32,12,9,475397,11,0,0,0," 1 + 1 part ",1295,98.384,1.003,0,16.4,2.36," 7890 + 197 part ",327707,4284922,82965,82965,42937,41338,15,"15",33," 34 \\ \hline"
"468","SAMN09725817_assembled"," contigs ",168,103,78,69,50,26,4299630,4271849,4223631,4157806,3866480,3013077,124,236559,4286455,4349904,65.54,65.63,98885,98885,41984,41716,14,14,31,32,4,3,179809,8,0,0,0," 0 + 0 part ",0,98.316,1.002,0,15.9,2.67," 7898 + 183 part ",236559,4278707,98885,89911,41984,41195,14,"15",31," 33 \\ \hline"
"469","SAMN09812388_assembled"," contigs ",234,105,80,75,55,27,4306895,4274727,4222557,4191159,3861795,2876088,124,239308,4288374,4349904,65.55,65.63,82745,82745,40998,39419,16,16,35,36,8,8,698770,15,0,0,0," 0 + 2 part ",3442,98.488,1,0,20.05,3.29," 7910 + 183 part ",182105,4282913,79121,79121,40998,39419,18,"18",37," 38 \\ \hline"
"470","SAMN09812407_assembled"," contigs ",253,104,76,69,50,30,4312774,4275586,4219238,4166152,3836092,3124221,124,239311,4289024,4349904,65.54,65.63,83603,82973,48061,44564,15,16,32,33,6,6,779329,11,0,0,0," 0 + 3 part ",3775,98.488,1,0,18.16,2.99," 7906 + 189 part ",227255,4282867,82660,78207,42934,41215,17,"18",36," 38 \\ \hline"
"471","SAMN09812416_assembled"," contigs ",246,104,74,69,48,28,4308017,4273510,4204438,4168998,3815474,3079886,124,253522,4287404,4349904,65.54,65.63,96252,96252,48228,46344,14,14,31,32,6,6,524388,19,0,0,0," 0 + 2 part ",3307,98.399,1.001,0,19.95,3.27," 7888 + 207 part ",243366,4281492,88193,88193,43132,41230,15,"15",33," 34 \\ \hline"
"472","SAMN09812450_assembled"," contigs ",218,107,75,70,50,30,4300990,4273176,4204579,4167538,3824236,3112862,124,253747,4284521,4349904,65.55,65.63,83293,83293,48570,48320,16,16,33,34,6,6,539164,11,0,0,0," 0 + 1 part ",849,98.447,1,0,17.02,3.27," 7902 + 169 part ",227261,4280579,81264,78202,48290,45490,17,"18",35," 36 \\ \hline"
"473","SAMN10966064_assembled"," contigs ",226,102,77,72,50,26,4465226,4427821,4378233,4340947,3986494,3149447,124,321560,4442855,4349904,65.53,65.63,106972,106972,42530,48437,13,13,30,29,4,3,524370,12,0,0,0," 0 + 0 part ",0,98.403,1.038,0,4.21,1.19," 7910 + 181 part ",227543,4440842,98717,106848,42530,48124,15,"14",32," 31 \\ \hline"
"474","SAMN10966174_assembled"," contigs ",359,110,83,77,50,36,4397312,4345593,4288974,4248124,3781772,3270437,124,155548,4355458,4349904,65.6,65.63,87841,87841,51012,51012,19,19,36,36,4,4,193935,10,0,0,0," 0 + 0 part ",0,98.985,1.012,0,6.32,1.6," 7920 + 169 part ",155548,4354097,86121,86121,48424,48424,20,"20",37," 37 \\ \hline"
"475","SAMN10966181_assembled"," contigs ",339,103,74,71,54,32,4374892,4315501,4249281,4229650,3969108,3113167,124,227543,4330000,4349904,65.61,65.63,73570,73570,48237,48147,17,17,35,36,7,7,467193,9,0,0,0," 0 + 0 part ",0,98.874,1.007,0,4.49,1.44," 7910 + 181 part ",227543,4327839,72415,72415,48147,47657,18,"18",36," 37 \\ \hline"
"476","SAMN10966189_assembled"," contigs ",703,96,73,64,48,33,4462592,4292243,4240847,4176737,3906869,3351279,124,227543,4312152,4349904,65.59,65.63,107071,107071,51255,51005,15,15,31,32,4,4,312695,14,0,0,0," 5 + 0 part ",3048,98.882,1.002,0,4.46,1.37," 7916 + 175 part ",227543,4306555,98717,98717,50927,50927,16,"16",33," 33 \\ \hline"
"477","SAMN14447213_assembled"," contigs ",170,100,73,66,49,33,4308893,4277173,4222202,4169268,3904961,3282285,124,224011,4294194,4349904,65.54,65.63,84010,80233,51043,50020,15,16,32,33,12,11,871847,15,0,0,0," 0 + 2 part ",1852,98.434,1.002,0,24.66,3.88," 7870 + 211 part ",184476,4283401,74350,74350,44634,43134,17,"17",36," 37 \\ \hline"
"478","SAMN03300118_assembled"," contigs ",160,101,71,66,55,30,4321421,4294430,4230600,4191133,4015683,3076195,125,256787,4310527,4349904,65.56,65.63,80725,80725,44924,44924,16,16,34,34,2,2,6119,15,0,0,0," 1 + 0 part ",670,98.821,1.003,0,15.03,2.07," 7920 + 169 part ",256623,4301848,80725,80725,44924,44896,16,"16",34," 35 \\ \hline"
"479","SAMN03300195_assembled"," contigs ",157,103,76,72,50,30,4318184,4292396,4236729,4210453,3871243,3155770,125,227645,4307687,4349904,65.54,65.63,83805,83805,48695,48097,15,15,32,33,4,4,168016,14,0,0,0," 0 + 0 part ",0,98.822,1.002,0,10.65,1.67," 7938 + 181 part ",227645,4302121,83805,83805,42950,41323,15,"15",33," 34 \\ \hline"
"480","SAMN03300472_assembled"," contigs ",157,103,75,70,49,28,4329389,4304202,4246326,4208363,3838402,3056410,125,239528,4320001,4349904,65.57,65.63,81254,79200,45990,44607,14,15,32,33,5,5,182351,12,0,0,0," 1 + 0 part ",687,99.03,1.003,0,10.61,1.79," 7942 + 179 part ",239528,4311479,81249,79200,44489,44015,14,"15",33," 34 \\ \hline"
"481","SAMN03300541_assembled"," contigs ",181,99,71,66,51,30,4347220,4309611,4252480,4213387,3977451,3212267,125,236625,4328162,4349904,65.53,65.63,96386,96386,48745,48702,14,14,31,32,0,0,0,10,0,0,0," 11 + 0 part ",11472,99.012,1.002,0,10.24,1.81," 7956 + 163 part ",236625,4309921,96386,96386,48687,48493,14,"14",31," 32 \\ \hline"
"482","SAMN03300732_assembled"," contigs ",169,103,78,73,47,27,4313329,4285001,4226062,4185968,3763837,2991801,125,278360,4300519,4349904,65.54,65.63,89930,84012,45758,42750,14,15,32,33,6,6,212025,15,0,0,0," 0 + 0 part ",0,98.608,1.003,0,15.2,2.1," 7894 + 191 part ",278360,4292957,83753,83753,42750,42590,15,"15",33," 34 \\ \hline"
"483","SAMN03300743_assembled"," contigs ",197,105,78,71,48,28,4321986,4287749,4231642,4181473,3821000,3078130,125,242974,4301940,4349904,65.56,65.63,93441,85867,45758,45758,14,15,32,32,7,7,393452,15,0,0,0," 1 + 0 part ",600,98.656,1.002,0,14.42,2.21," 7898 + 189 part ",242974,4294542,81086,78379,42682,42682,15,"16",34," 34 \\ \hline"
"484","SAMN04386733_assembled"," contigs ",157,106,80,74,49,31,4299767,4277283,4223981,4182277,3781564,3098701,125,227591,4290829,4349904,65.53,65.63,81891,81891,48525,48459,17,17,34,35,6,3,264601,13,0,0,0," 0 + 0 part ",0,98.425,1.002,0,15.46,2.13," 7886 + 201 part ",227591,4285136,81185,78464,43000,41278,17,"18",36," 37 \\ \hline"
"485","SAMN04386739_assembled"," contigs ",157,106,79,71,51,30,4296885,4273565,4223381,4165167,3840564,3065427,125,227591,4287221,4349904,65.52,65.63,81023,81023,46461,42801,17,17,34,35,7,6,353225,17,0,0,0," 0 + 0 part ",0,98.359,1.002,0,16.43,2.06," 7890 + 195 part ",227591,4280157,80305,80305,42717,41850,17,"17",35," 36 \\ \hline"
"486","SAMN04386750_assembled"," contigs ",188,108,80,74,53,32,4300953,4267550,4213918,4171707,3835384,3082745,125,256598,4279602,4349904,65.5,65.63,82182,82182,47770,42472,18,18,35,36,3,3,122898,17,0,0,0," 0 + 1 part ",563,98.196,1.002,0,15.71,2.25," 7886 + 199 part ",256598,4272587,81346,80549,42472,41252,18,"19",36," 37 \\ \hline"
"487","SAMN06855931_assembled"," contigs ",180,103,79,74,54,32,4313391,4279278,4228992,4189212,3875344,3061147,125,201392,4295657,4349904,65.53,65.63,78317,78317,47944,43728,18,18,36,37,3,3,43147,21,0,0,0," 4 + 0 part ",3458,98.438,1.002,0,16.72,2.41," 7886 + 203 part ",201271,4284110,78293,78293,47833,43728,18,"18",36," 37 \\ \hline"
"488","SAMN06855960_assembled"," contigs ",166,103,76,70,48,28,4310778,4281036,4230523,4181910,3827569,3068841,125,235908,4296544,4349904,65.52,65.63,83934,83934,47862,47862,15,15,32,32,5,5,269466,18,0,0,0," 7 + 0 part ",6134,98.402,1.002,0,18.29,2.22," 7898 + 187 part ",235908,4281614,80350,80350,44598,44598,16,"16",34," 34 \\ \hline"
"489","SAMN06856035_assembled"," contigs ",167,99,73,69,50,28,4313482,4280146,4224813,4195621,3888480,3057348,125,244276,4299107,4349904,65.52,65.63,82432,82432,46686,42887,15,15,32,33,6,5,194607,15,0,0,0," 4 + 1 part ",5507,98.483,1.002,0,14.59,2.1," 7900 + 179 part ",241805,4287718,81227,81227,42678,42323,15,"15",33," 34 \\ \hline"
"490","SAMN09725352_assembled"," contigs ",154,101,75,70,51,30,4301759,4275414,4223959,4188959,3873856,3122384,125,227655,4292227,4349904,65.54,65.63,82787,81670,46051,46051,15,16,33,33,4,3,204060,13,0,0,0," 0 + 0 part ",0,98.38,1.003,0,18.09,2.8," 7894 + 191 part ",227655,4282608,81454,81454,45850,42598,16,"16",33," 34 \\ \hline"
"491","SAMN09725358_assembled"," contigs ",164,106,78,73,52,29,4300070,4272629,4213041,4173677,3844466,3024906,125,292285,4286769,4349904,65.53,65.63,81527,81527,44518,41499,16,16,33,35,7,6,338688,11,0,0,0," 1 + 0 part ",520,98.285,1.003,0,20.42,2.85," 7886 + 203 part ",292235,4279298,81467,81467,42791,41195,16,"16",34," 35 \\ \hline"
"492","SAMN09725383_assembled"," contigs ",176,100,76,73,50,29,4309164,4273436,4225913,4205902,3828141,3043064,125,236764,4291921,4349904,65.52,65.63,80522,80419,44939,43200,15,16,33,34,12,9,239866,11,0,0,0," 3 + 0 part ",2313,98.375,1.002,0,15.96,2.76," 7894 + 197 part ",236764,4282055,80231,80231,43139,42443,16,"16",34," 35 \\ \hline"
"493","SAMN09725389_assembled"," contigs ",176,104,76,71,50,31,4308087,4275016,4218043,4183631,3843536,3143702,125,227655,4290758,4349904,65.53,65.63,83999,83813,48539,47896,16,17,33,34,3,2,213439,11,0,0,0," 0 + 0 part ",0,98.405,1.002,0,16.42,2.48," 7900 + 191 part ",227655,4283434,83813,83685,48305,47862,16,"17",33," 34 \\ \hline"
"494","SAMN09725436_assembled"," contigs ",200,93,70,67,48,31,4290692,4240681,4194146,4174861,3848167,3204573,125,227712,4262909,4349904,65.42,65.63,91071,91071,52015,48376,16,16,31,33,10,8,637226,2,0,0,0," 3 + 0 part ",1916,97.78,1.002,0,16.34,2.28," 7900 + 185 part ",227712,4256164,81709,81476,48251,45121,17,"18",34," 36 \\ \hline"
"495","SAMN09725509_assembled"," contigs ",163,99,74,69,53,31,4308302,4279677,4229164,4188770,3943743,3144762,125,227712,4296766,4349904,65.52,65.63,85078,81926,48410,48253,16,17,33,34,7,6,410263,12,0,0,0," 5 + 1 part ",5433,98.421,1.002,0,19.36,2.78," 7894 + 191 part ",227712,4284533,80579,80579,48174,45393,17,"17",34," 35 \\ \hline"
"496","SAMN09725550_assembled"," contigs ",298,99,69,66,47,28,4370582,4283510,4222569,4203559,3865308,3144651,125,227655,4301391,4349904,65.5,65.63,96386,93593,47793,47591,14,15,30,31,7,6,287313,4,0,0,0," 3 + 0 part ",6599,98.423,1.003,0,15.28,2.2," 7928 + 163 part ",227655,4284994,93593,93593,47591,45351,15,"15",32," 33 \\ \hline"
"497","SAMN09725676_assembled"," contigs ",163,105,79,73,52,30,4298080,4272606,4216352,4170860,3841401,3056188,125,212024,4286536,4349904,65.5,65.63,81418,81418,45625,42750,16,16,34,35,8,7,280840,11,0,0,0," 1 + 1 part ",1196,98.092,1.004,0,15.87,2.41," 7882 + 201 part ",212024,4277473,81385,73935,42750,40371,16,"17",34," 36 \\ \hline"
"498","SAMN09725756_assembled"," contigs ",181,100,77,69,52,32,4317604,4280873,4233143,4172995,3906565,3178235,125,227648,4298972,4349904,65.51,65.63,83765,82429,48305,47932,16,17,33,34,5,5,280955,10,0,0,0," 2 + 0 part ",1217,98.655,1.001,0,9.02,1.44," 7924 + 195 part ",227648,4293534,75334,75334,47881,44798,17,"17",34," 35 \\ \hline"
"499","SAMN09725757_assembled"," contigs ",191,106,80,74,55,30,4317286,4279570,4227290,4187254,3888756,2985061,125,227648,4293415,4349904,65.49,65.63,75414,75414,43424,43424,17,17,36,36,3,3,86870,11,0,0,0," 2 + 0 part ",1344,98.511,1.002,0,9.5,1.45," 7916 + 203 part ",227648,4286771,75334,75334,42717,41460,17,"17",36," 37 \\ \hline"
"500","SAMN09725816_assembled"," contigs ",156,103,75,67,52,27,4304867,4280246,4230166,4174386,3932348,3029971,125,227717,4294589,4349904,65.53,65.63,88490,83925,46480,43217,14,15,31,32,7,6,232069,9,0,0,0," 5 + 0 part ",4045,98.393,1.002,0,16.26,2.45," 7908 + 177 part ",227717,4283052,83771,83771,43032,41336,15,"15",32," 33 \\ \hline"
"501","SAMN09725823_assembled"," contigs ",161,103,76,69,49,29,4297523,4270522,4211627,4159067,3828186,3083883,125,256535,4286217,4349904,65.51,65.63,82244,82244,47849,46933,15,15,32,33,5,4,200176,11,0,0,0," 2 + 0 part ",1026,98.307,1.002,0,15.04,2.39," 7887 + 199 part ",256534,4279136,82211,82211,47710,46933,15,"15",32," 33 \\ \hline"
"502","SAMN09812412_assembled"," contigs ",220,105,78,75,51,32,4298773,4267763,4210239,4189868,3797215,3105627,125,212721,4282699,4349904,65.51,65.63,83796,81682,47485,45215,17,18,35,36,5,5,396482,14,0,0,0," 0 + 1 part ",829,98.416,1,0,17.92,2.97," 7906 + 187 part ",199649,4279610,78230,75765,44118,44096,18,"19",37," 38 \\ \hline"
"503","SAMN09812435_assembled"," contigs ",301,101,72,68,51,31,4316060,4267812,4197765,4169529,3889681,3172269,125,227261,4284614,4349904,65.49,65.63,98740,98740,48394,48311,16,16,32,33,5,5,508254,14,0,0,0," 4 + 1 part ",7785,98.285,1,0,17.29,3.53," 7880 + 185 part ",227261,4273420,83183,83183,48311,45236,17,"17",35," 36 \\ \hline"
"504","SAMN10966111_assembled"," contigs ",304,103,81,75,52,29,4340061,4283010,4232382,4187179,3802487,2976387,125,227543,4297722,4349904,65.54,65.63,80745,80571,44408,42962,16,17,35,36,8,7,204375,8,0,0,0," 1 + 0 part ",702,98.71,1.001,0,4.22,1.28," 7920 + 189 part ",227543,4294032,80501,80220,42897,37617,16,"17",35," 36 \\ \hline"
"505","SAMN10966133_assembled"," contigs ",308,104,80,73,51,32,4338129,4285683,4237110,4191668,3846511,3146923,125,227543,4300505,4349904,65.58,65.63,80141,80141,49485,48645,17,17,34,35,3,3,45065,17,0,0,0," 0 + 0 part ",0,98.793,1.001,0,3.35,1.26," 7902 + 189 part ",227543,4298117,80141,80141,49419,48631,17,"17",34," 35 \\ \hline"
"506","SAMN14447196_assembled"," contigs ",181,104,77,71,53,31,4324874,4290804,4235932,4197401,3900740,3054565,125,227649,4306086,4349904,65.55,65.63,78518,78518,47514,46861,17,17,35,36,8,7,323902,20,0,0,0," 1 + 1 part ",1430,98.696,1.003,0,22.76,3.07," 7918 + 195 part ",227649,4297413,74023,69739,43430,42453,17,"18",37," 38 \\ \hline"
"507","SAMN14447212_assembled"," contigs ",177,103,80,75,52,32,4322320,4288505,4238332,4202640,3836814,3146660,125,236645,4304620,4349904,65.55,65.63,79391,79391,48342,42733,17,17,34,35,6,5,238907,13,0,0,0," 1 + 2 part ",3438,98.604,1.003,0,22.36,2.54," 7918 + 195 part ",236645,4292086,79193,79193,39598,39518,17,"17",35," 36 \\ \hline"
"508","SAMN03300100_assembled"," contigs ",248,84,63,58,46,28,4366812,4291951,4251809,4213190,4015760,3327865,126,326676,4319519,4349904,65.52,65.63,110625,110380,52418,52418,12,13,27,27,6,5,574055,14,0,0,0," 13 + 1 part ",9164,98.882,1.002,0,10.09,1.77," 7952 + 169 part ",326676,4304968,98885,98885,52418,49922,13,"13",28," 29 \\ \hline"
"509","SAMN03300106_assembled"," contigs ",170,105,79,73,51,28,4314515,4284833,4230247,4185558,3813235,2959956,126,236698,4299806,4349904,65.54,65.63,82309,82309,43245,43042,16,16,34,35,6,6,237035,11,0,0,0," 0 + 0 part ",0,98.562,1.003,0,15.35,1.73," 7920 + 195 part ",236698,4291897,82309,82309,41472,37679,16,"16",35," 36 \\ \hline"
"510","SAMN03300251_assembled"," contigs ",207,97,75,69,47,25,4329465,4278651,4233254,4188996,3838056,3024445,126,236810,4298676,4349904,65.53,65.63,119473,119473,43193,42850,13,13,30,31,6,5,408524,9,0,0,0," 4 + 0 part ",2263,98.548,1.002,0,11.34,1.56," 7926 + 191 part ",236810,4289066,83605,82415,42734,41331,14,"15",32," 33 \\ \hline"
"511","SAMN03300315_assembled"," contigs ",194,106,80,76,53,32,4315453,4281019,4229057,4196338,3838014,3075095,126,205227,4294938,4349904,65.52,65.63,77415,77415,43209,43209,17,17,36,36,9,8,104680,13,0,0,0," 0 + 1 part ",840,98.517,1.002,0,9.61,1.59," 7912 + 205 part ",205203,4287717,77409,77409,42750,42699,17,"17",36," 37 \\ \hline"
"512","SAMN03300378_assembled"," contigs ",176,101,79,73,52,28,4330946,4295548,4255283,4212449,3857356,2956347,126,220910,4312907,4349904,65.56,65.63,78579,78579,43272,43039,16,16,34,35,3,2,54064,6,0,0,0," 0 + 0 part ",0,98.937,1.002,0,11.22,1.79," 7940 + 179 part ",220910,4306666,78394,78394,43165,43039,16,"16",34," 35 \\ \hline"
"513","SAMN03300441_assembled"," contigs ",157,101,76,69,53,25,4319437,4292671,4247192,4193140,3925869,2879388,126,227646,4310864,4349904,65.56,65.63,83848,83848,43205,42797,15,15,33,34,5,5,214493,11,0,0,0," 0 + 1 part ",840,98.839,1.002,0,10.33,1.65," 7940 + 177 part ",227646,4303041,83623,83623,43205,42678,15,"15",33," 34 \\ \hline"
"514","SAMN03300667_assembled"," contigs ",193,107,71,65,47,28,4327614,4291260,4226032,4182826,3886319,3160206,126,236626,4304690,4349904,65.54,65.63,125585,105239,48385,45985,13,14,30,31,14,13,392307,12,0,0,0," 1 + 0 part ",534,98.732,1.002,0,10.01,1.65," 7912 + 207 part ",236626,4298795,98885,98885,48298,45915,14,"14",31," 32 \\ \hline"
"515","SAMN03300673_assembled"," contigs ",162,106,79,74,53,30,4309981,4283757,4221772,4182241,3843744,3014752,126,220928,4297577,4349904,65.56,65.63,74448,69206,42889,42750,16,17,35,36,6,6,303001,14,0,0,0," 0 + 1 part ",647,98.544,1.002,0,19.15,2.54," 7888 + 199 part ",220928,4290330,69206,69206,41195,39460,17,"17",36," 37 \\ \hline"
"516","SAMN03300675_assembled"," contigs ",174,107,73,67,51,28,4313618,4286516,4221227,4177937,3924986,3066987,126,236089,4299585,4349904,65.56,65.63,96329,96329,44713,43326,14,14,32,33,11,9,342541,15,0,0,0," 0 + 0 part ",0,98.643,1.002,0,13.84,2.45," 7892 + 199 part ",236089,4294069,96329,96329,43132,43131,14,"14",32," 33 \\ \hline"
"517","SAMN03300726_assembled"," contigs ",166,102,73,68,53,30,4319064,4289485,4224870,4186758,3939547,3080458,126,227645,4306322,4349904,65.56,65.63,83933,83933,45773,45773,16,16,34,34,5,5,87491,9,0,0,0," 0 + 0 part ",0,98.73,1.003,0,10.59,1.63," 7922 + 187 part ",227645,4298780,83690,83690,45660,45660,16,"16",34," 34 \\ \hline"
"518","SAMN03300735_assembled"," contigs ",165,104,74,70,51,29,4312039,4285937,4217225,4188077,3887676,3042930,126,221009,4301114,4349904,65.56,65.63,82474,82474,48034,46126,16,16,33,34,14,11,241450,11,0,0,0," 0 + 0 part ",0,98.646,1.002,0,15.87,2.14," 7894 + 191 part ",220880,4293444,80496,80496,44896,43049,16,"16",34," 35 \\ \hline"
"519","SAMN03300742_assembled"," contigs ",205,90,66,63,48,25,4347307,4296186,4241338,4214217,3961229,3075579,126,298394,4319156,4349904,65.5,65.63,107348,107348,47572,47572,13,13,29,29,8,7,683535,10,0,0,0," 16 + 0 part ",8891,98.877,1.002,0,10.16,1.74," 7946 + 175 part ",256558,4303343,98885,98885,46748,46748,14,"14",31," 31 \\ \hline"
"520","SAMN03300749_assembled"," contigs ",197,109,82,74,50,29,4321503,4286064,4230867,4169444,3770016,3028325,126,236089,4299090,4349904,65.55,65.63,96463,96463,42850,42750,16,16,34,35,8,7,348235,14,0,0,0," 0 + 0 part ",0,98.566,1.003,0,14.27,2.19," 7866 + 217 part ",236089,4290824,72719,72719,41195,39318,17,"17",36," 37 \\ \hline"
"521","SAMN04386736_assembled"," contigs ",156,105,81,73,50,29,4298227,4275818,4228038,4169704,3808908,3030218,126,242269,4290643,4349904,65.53,65.63,81713,81713,44510,43698,16,16,33,34,2,2,217764,16,0,0,0," 1 + 0 part ",513,98.427,1.002,0,16.02,2.2," 7882 + 201 part ",242269,4282995,78474,78474,42161,41255,17,"17",35," 36 \\ \hline"
"522","SAMN04386743_assembled"," contigs ",164,107,84,76,53,29,4300216,4275367,4225762,4167256,3809652,2954078,126,227591,4288939,4349904,65.53,65.63,81779,81779,41369,39744,17,17,35,36,3,3,171594,12,0,0,0," 0 + 0 part ",0,98.405,1.002,0,14.97,2.17," 7882 + 201 part ",227591,4282970,80403,77458,39592,37862,17,"18",36," 38 \\ \hline"
"523","SAMN04386745_assembled"," contigs ",174,107,83,74,51,27,4299445,4268600,4214632,4145432,3769850,2885401,126,227591,4282844,4349904,65.51,65.63,81403,78485,41195,39716,16,17,35,36,4,3,154544,13,0,0,0," 0 + 0 part ",0,98.276,1.002,0,15.37,2.18," 7884 + 201 part ",227591,4276987,78476,78476,39716,39209,17,"17",36," 37 \\ \hline"
"524","SAMN04386748_assembled"," contigs ",158,108,84,75,52,26,4292320,4270339,4224658,4158726,3797465,2842478,126,231220,4283137,4349904,65.52,65.63,81580,81580,41195,39538,16,16,35,36,6,6,518808,11,0,0,0," 0 + 0 part ",0,98.282,1.002,0,16.37,2.18," 7880 + 207 part ",212149,4275824,78456,74065,39342,39297,17,"18",37," 38 \\ \hline"
"525","SAMN06855938_assembled"," contigs ",161,105,79,73,52,29,4307369,4279555,4229409,4184106,3829038,2972466,126,227651,4294876,4349904,65.52,65.63,94472,81820,42609,41794,16,17,35,36,6,6,387552,14,0,0,0," 4 + 1 part ",4389,98.43,1.002,0,16.7,2.52," 7894 + 189 part ",227651,4283073,74003,74003,41372,41195,17,"17",37," 38 \\ \hline"
"526","SAMN06855967_assembled"," contigs ",173,105,76,68,47,29,4316696,4284071,4225701,4167111,3834587,3181621,126,256670,4299964,4349904,65.51,65.63,96386,96386,49832,48358,14,14,30,31,8,8,603891,14,0,0,0," 7 + 0 part ",6273,98.505,1.002,0,17.88,2.36," 7890 + 199 part ",256654,4287353,80679,80588,42672,41986,15,"16",33," 34 \\ \hline"
"527","SAMN06856055_assembled"," contigs ",167,102,83,76,54,28,4308210,4279125,4241673,4187860,3848448,2865436,126,227597,4295707,4349904,65.53,65.63,72735,72735,43172,43008,17,17,36,37,8,7,168235,12,0,0,0," 3 + 0 part ",2124,98.483,1.002,0,14.92,2.45," 7886 + 197 part ",227597,4286385,72735,72735,41195,40332,17,"17",37," 38 \\ \hline"
"528","SAMN09725698_assembled"," contigs ",194,104,78,72,50,30,4325769,4286355,4234533,4189622,3817294,3055651,126,212172,4301763,4349904,65.53,65.63,78487,78487,44599,44365,16,16,34,35,5,4,408433,14,0,0,0," 3 + 1 part ",2234,98.612,1.002,0,17.74,2.77," 7918 + 199 part ",212078,4292151,74018,69352,44354,44354,17,"18",37," 37 \\ \hline"
"529","SAMN09725831_assembled"," contigs ",204,102,71,68,49,27,4326114,4281681,4220739,4194117,3896221,3107116,126,256494,4297158,4349904,65.5,65.63,101508,101508,48056,44850,14,14,30,31,8,6,570102,10,0,0,0," 9 + 0 part ",5717,98.463,1.002,0,20.9,2.99," 7892 + 199 part ",256494,4285428,81322,81001,44205,42454,15,"16",33," 34 \\ \hline"
"530","SAMN09812424_assembled"," contigs ",230,113,78,69,52,34,4308038,4282036,4202817,4146064,3869961,3234447,126,227254,4291437,4349904,65.54,65.63,87521,87521,50347,48500,18,18,34,35,10,9,537243,10,0,0,0," 0 + 1 part ",806,98.565,1.001,0,17.17,2.61," 7910 + 185 part ",227254,4286864,78715,78715,42864,41692,18,"18",37," 38 \\ \hline"
